,MOFname,vsa,surface_area
0,mof_unit_64233.cif,3427.5849330050687,2059.00255363597
1,mof_unit_64234.cif,3649.5326997525794,7384.5472604730585
2,mof_unit_64235.cif,4101.899187422844,8170.668162968417
3,mof_unit_64236.cif,3281.8131397258817,1657.591447522151
4,mof_unit_64237.cif,2465.852321722779,1132.2157719346153
5,mof_unit_64238.cif,3842.890545540527,12582.981537329228
6,mof_unit_64239.cif,3964.269250951136,8977.540133170762
7,mof_unit_64240.cif,3148.2746906835805,1366.6391459447937
8,mof_unit_64241.cif,3196.1812680963153,2381.8397744085173
9,mof_unit_64242.cif,3723.150506466277,5548.319840685914
10,mof_unit_64243.cif,3519.5336057950485,517.4010112425678
11,mof_unit_64244.cif,3564.385907647414,2744.386591233954
12,mof_unit_64245.cif,3519.767111913565,8026.727038332594
13,mof_unit_64246.cif,3511.048896408317,1587.268003382952
14,mof_unit_64247.cif,2501.3132042170896,801.0583446119326
15,mof_unit_64248.cif,4290.682283483289,2376.5975856722334
16,mof_unit_64249.cif,2830.909234869763,576.555114892142
17,mof_unit_64250.cif,3318.4555221062633,1640.6150128132385
18,mof_unit_64251.cif,3517.8093477506036,695.2833546998706
19,mof_unit_64252.cif,3220.672605958446,5916.467870597676
20,mof_unit_64253.cif,3026.6553473570702,1531.3566218252843
21,mof_unit_64254.cif,2722.553954040933,3878.4816277656314
22,mof_unit_64255.cif,3682.4585300950325,4351.557165272033
23,mof_unit_64256.cif,3865.0210027862395,9952.663985657031
24,mof_unit_64257.cif,946.4460569132733,366.02417033547033
25,mof_unit_64258.cif,3844.984594845681,11119.921905147068
26,mof_unit_64259.cif,3447.5852398377733,1534.1399032703623
27,mof_unit_64260.cif,3028.398452516524,1254.2154966857893
28,mof_unit_64261.cif,3361.8075471940188,12313.253084878868
29,mof_unit_64262.cif,2034.104734752264,889.4440222837709
30,mof_unit_64263.cif,2918.1580804026503,1031.3343764964013
31,mof_unit_64264.cif,3860.923910685885,1603.9146289827
32,mof_unit_64265.cif,2668.738220278283,4564.010844643316
33,mof_unit_64266.cif,3761.8185833092725,4232.35462822582
34,mof_unit_64267.cif,3025.2798202165586,1527.6096961036264
35,mof_unit_64268.cif,3478.3276502285553,7744.63317666674
36,mof_unit_64269.cif,3606.169302851894,2610.0317459832236
37,mof_unit_64270.cif,4043.8762726317477,9010.272889683349
38,mof_unit_64271.cif,3602.5410299959767,7205.7137574283815
39,mof_unit_64272.cif,2537.480351208799,549.9144767339425
40,mof_unit_64273.cif,2619.3405086780976,324.7599430207838
41,mof_unit_64274.cif,3860.873527589688,10576.159764815484
42,mof_unit_64275.cif,3610.5506035168587,1883.5151656390215
43,mof_unit_64276.cif,3185.4564241108737,1271.9534094716337
44,mof_unit_64277.cif,3019.3499632254025,2716.0779134607533
45,mof_unit_64278.cif,3459.517004727416,10214.23572160973
46,mof_unit_64279.cif,3444.4285926486486,1309.1006408748474
47,mof_unit_64280.cif,3406.3441114818665,1756.8142689640315
48,mof_unit_64281.cif,2099.731034980764,1052.1600240421772
49,mof_unit_64282.cif,3054.4310076410884,929.1515244651575
50,mof_unit_64283.cif,3367.192589767861,2434.6336876025816
51,mof_unit_64284.cif,3693.997632816034,2798.596049529059
52,mof_unit_64285.cif,3071.8044834462958,2823.1644036375574
53,mof_unit_64286.cif,3711.7482926794473,8875.925576401007
54,mof_unit_64287.cif,3503.7089076752113,9620.902408075926
55,mof_unit_64288.cif,2382.1538508460367,997.4106767663673
56,mof_unit_64289.cif,3563.021838390416,10740.844976539405
57,mof_unit_64290.cif,2897.4894199828764,546.0848909971799
58,mof_unit_64291.cif,3466.5753813016245,1085.8448621995733
59,mof_unit_64292.cif,4177.614588508913,13576.953794343312
60,mof_unit_64293.cif,3270.1850604069073,1459.1353321392764
61,mof_unit_64294.cif,3427.2074331151725,4940.691179450041
62,mof_unit_64295.cif,3687.0850484461885,5121.226830381154
63,mof_unit_64296.cif,3940.332679138776,1464.5091206210193
64,mof_unit_64297.cif,1959.311540796041,2086.4232476792613
65,mof_unit_64298.cif,4285.968158017412,1769.3809945783596
66,mof_unit_64299.cif,3116.8030476191216,15300.800464889917
67,mof_unit_64300.cif,2756.71456143468,1359.8717422495274
68,mof_unit_64301.cif,3561.91767946583,525.7312771723825
69,mof_unit_64302.cif,1972.634587938989,420.22599141883495
70,mof_unit_64303.cif,3850.9366352261845,7744.537788489007
