,MOFname,vsa,surface_area
0,mof_unit_61629.cif,3904.8539496463527,1198.280909753985
1,mof_unit_61630.cif,3797.3578071655465,1892.4803835724413
2,mof_unit_61631.cif,3465.3573086095084,2615.5706675704146
3,mof_unit_61632.cif,3534.137983767842,1436.0673665538125
4,mof_unit_61633.cif,3669.3832660367684,1602.0028284813218
5,mof_unit_61634.cif,3237.9866618040805,4703.310847328116
6,mof_unit_61635.cif,4262.2570334120455,4622.70079211549
7,mof_unit_61636.cif,3768.072762427272,1686.2214206884173
8,mof_unit_61637.cif,2781.784222023501,11378.426818351327
9,mof_unit_61638.cif,3743.4363721004033,2597.389972432788
10,mof_unit_61639.cif,3334.523509415957,1401.5772910754124
11,mof_unit_61640.cif,2072.3768878171536,5787.362526140132
12,mof_unit_61641.cif,3611.205435512267,1155.7891726541498
13,mof_unit_61642.cif,3904.8363067430237,11165.097303788913
14,mof_unit_61643.cif,3971.9408871539144,9200.913003716638
15,mof_unit_61644.cif,3543.5447897993017,6464.70528506252
16,mof_unit_61645.cif,2636.5539490970923,1299.9043870760897
17,mof_unit_61646.cif,2777.4245016740347,1981.6723572820092
18,mof_unit_61647.cif,3881.148942770772,1466.4920986163538
19,mof_unit_61648.cif,3724.57061834088,48326.51484666132
20,mof_unit_61649.cif,2949.6044631763343,2551.453282638753
21,mof_unit_61650.cif,3305.5922319893393,1684.5413047912598
22,mof_unit_61651.cif,62.3745688741248,11.168418432179482
23,mof_unit_61652.cif,3919.4377381237086,2021.7374041233015
24,mof_unit_61653.cif,3742.984815758729,2789.5535421331724
25,mof_unit_61654.cif,3452.645554899751,6859.994294174067
26,mof_unit_61655.cif,3395.768951855386,3491.201524788174
27,mof_unit_61656.cif,2826.2802440783184,1186.0589645086097
28,mof_unit_61657.cif,2860.707562933162,2665.3308609778396
29,mof_unit_61658.cif,4130.045625558853,13496.001369934078
30,mof_unit_61659.cif,3645.658995222521,11446.135048398428
31,mof_unit_61660.cif,3372.0263477426047,7532.446622206418
32,mof_unit_61661.cif,3557.464219479905,3222.647743676135
33,mof_unit_61662.cif,1527.9566715166152,329.4604237942148
34,mof_unit_61663.cif,3354.0878480857746,4626.4624314863395
35,mof_unit_61664.cif,3430.8924896091876,9344.8086553696
36,mof_unit_61665.cif,3491.4406447129863,1559.423981300388
37,mof_unit_61666.cif,3246.2402910607675,2246.585674964236
38,mof_unit_61667.cif,3726.1470036737574,5510.1846522205715
39,mof_unit_61668.cif,3935.3018869617517,5669.366092066725
40,mof_unit_61669.cif,217.02447094486521,49.39128403609285
41,mof_unit_61670.cif,3144.0855361058902,1585.5265903007335
42,mof_unit_61671.cif,3825.722327223456,1693.395148552722
43,mof_unit_61672.cif,2728.5381069246046,9193.634415772736
44,mof_unit_61673.cif,3535.861085267876,2632.318516856259
45,mof_unit_61674.cif,3342.1254807293103,1319.8596469524116
46,mof_unit_61675.cif,4030.3630032039123,2277.5269225581387
47,mof_unit_61676.cif,3230.7488208686127,7625.708067384587
48,mof_unit_61677.cif,3578.060780274202,2711.0059157940905
49,mof_unit_61678.cif,3593.3731843054993,8540.24832559044
50,mof_unit_61679.cif,3214.1832401196234,22914.407126797647
51,mof_unit_61680.cif,3836.3076055839233,2146.0076992568934
52,mof_unit_61681.cif,3264.451351726634,834.1338740157569
53,mof_unit_61682.cif,3245.3754125890787,1629.8356633524472
54,mof_unit_61683.cif,3486.923068264699,7920.391259994692
55,mof_unit_61684.cif,3692.222364051221,1855.4560481322428
56,mof_unit_61685.cif,3864.1215703445023,1258.9367622362172
57,mof_unit_61686.cif,3477.2328235271107,12889.528682847846
58,mof_unit_61687.cif,4434.088435534123,7284.012198921357
59,mof_unit_61688.cif,3505.1173654835766,2615.616718606328
60,mof_unit_61689.cif,3263.7363542992266,2262.8143430773507
61,mof_unit_61690.cif,3254.2640641727025,1346.7540174120736
62,mof_unit_61691.cif,3271.2415290635467,1653.4989371838196
63,mof_unit_61692.cif,3231.1502536737344,2354.689953196209
64,mof_unit_61693.cif,3437.5526354924914,5184.709623021571
65,mof_unit_61694.cif,4041.006175137742,9243.716938157217
66,mof_unit_61695.cif,3324.8763820001873,3799.5243927223873
67,mof_unit_61696.cif,3398.299874640612,9955.013279638963
68,mof_unit_61697.cif,3962.1844897700976,1284.9164155832857
69,mof_unit_61698.cif,119.43499109325053,27.451588465444818
70,mof_unit_61699.cif,3762.3231866808123,5410.61875472375
71,mof_unit_61700.cif,2627.867429593246,1490.9187009227335
72,mof_unit_61701.cif,3805.0105129797957,1931.3214486371355
73,mof_unit_61702.cif,3631.3081616880263,7150.06366370251
74,mof_unit_61703.cif,3743.6456118917527,13337.00377137764
75,mof_unit_61704.cif,4225.627612116472,1380.9837443948823
76,mof_unit_61705.cif,3673.173996124762,1159.9299677007705
77,mof_unit_61706.cif,3715.9117858802447,1413.525939751074
78,mof_unit_61707.cif,2835.824475143058,1434.4959827491916
79,mof_unit_61708.cif,3730.971499345822,1920.3606454970613
80,mof_unit_61709.cif,3357.4157925843624,1229.0673695070498
81,mof_unit_61710.cif,3593.341153112528,3635.108406064086
82,mof_unit_61711.cif,3250.6406520200435,828.4129536829573
83,mof_unit_61712.cif,234.27246320953623,43.62031656152518
84,mof_unit_61713.cif,3323.945698327376,4115.8869999518
85,mof_unit_61714.cif,3721.9960164482736,7387.153976557021
86,mof_unit_61715.cif,1873.2066575278063,399.13339960368984
87,mof_unit_61716.cif,3589.421014238117,5470.160147632479
88,mof_unit_61717.cif,3891.8802291316756,2047.5239956062328
89,mof_unit_61718.cif,3489.361292115489,1690.7377413004963
90,mof_unit_61719.cif,2504.831847692654,561.5420310784625
91,mof_unit_61720.cif,3999.183867202639,2127.1273368777925
92,mof_unit_61721.cif,4083.6912773252297,2404.5211685887502
93,mof_unit_61722.cif,3320.584249010712,4746.403214531819
94,mof_unit_61723.cif,3791.985239853568,8119.798845982616
95,mof_unit_61724.cif,532.9176441129745,165.3282297666815
96,mof_unit_61725.cif,27.235629019948938,3.3718776782832327
97,mof_unit_61726.cif,1689.1326782361734,875.1408158876892
98,mof_unit_61727.cif,3894.7040477158184,2958.204335998254
99,mof_unit_61728.cif,3911.7631450086865,6792.24940331149
100,mof_unit_61729.cif,3158.441416743589,1407.8407864506355
101,mof_unit_61730.cif,3648.0671696483546,1474.8892788988937
102,mof_unit_61731.cif,3813.9162740151505,1239.7163554390888
103,mof_unit_61732.cif,3292.973505104783,5554.021140201798
104,mof_unit_61733.cif,3705.5880259252103,8260.39667200854
105,mof_unit_61734.cif,2966.61737423386,1516.9709014981559
106,mof_unit_61735.cif,3242.90457207881,1663.7691287232437
107,mof_unit_61736.cif,3803.3848344758944,25582.526529817493
108,mof_unit_61737.cif,3258.064552068043,888.1963120578599
109,mof_unit_61738.cif,3846.564554498458,1910.4106733552237
110,mof_unit_61739.cif,3994.972323576338,12346.28020233989
111,mof_unit_61740.cif,3657.7240105082165,3898.047674157304
112,mof_unit_61741.cif,3845.5467879469224,5477.159531241669
113,mof_unit_61742.cif,2843.805941912978,2908.681268433533
114,mof_unit_61743.cif,3555.4890140346224,1866.237983123789
115,mof_unit_61744.cif,3192.9020885836967,1614.7696342777765
116,mof_unit_61745.cif,2513.0355449736767,3594.587983796858
117,mof_unit_61746.cif,4309.536953090378,5927.555598793344
118,mof_unit_61747.cif,2950.907182165954,1517.8013956532998
119,mof_unit_61748.cif,3560.894871008507,5809.562018856858
120,mof_unit_61749.cif,3453.25309295748,9125.547540558668
121,mof_unit_61750.cif,2710.391984016014,2362.537277795352
122,mof_unit_61751.cif,2993.2337006193948,1519.0654060326938
123,mof_unit_61752.cif,2547.9339483446433,12069.560262673482
124,mof_unit_61753.cif,2791.337320182306,7427.956116433061
125,mof_unit_61754.cif,3683.3770928939257,3952.9389664431797
126,mof_unit_61755.cif,3112.4886024196117,5712.225037365466
127,mof_unit_61756.cif,3672.5397080357125,3187.6541651431403
128,mof_unit_61757.cif,2399.396769873821,851.1702471709054
129,mof_unit_61758.cif,3079.5390866344746,8197.381403332849
130,mof_unit_61759.cif,2222.95277576996,1097.8443214240178
131,mof_unit_61760.cif,3779.6217570250406,1491.9346762789403
