,MOFname,vsa,surface_area
0,mof_unit_65101.cif,3776.4562095474234,5617.82441299199
1,mof_unit_65102.cif,3914.1433431715823,1816.6101701476025
2,mof_unit_65103.cif,2641.868046031844,1352.7057144288167
3,mof_unit_65104.cif,2865.236407832046,1469.3073017843856
4,mof_unit_65105.cif,4049.224714496707,6768.404707216758
5,mof_unit_65106.cif,2565.006746365017,2733.411478139341
6,mof_unit_65107.cif,323.23031135728866,75.89474455107325
7,mof_unit_65108.cif,4021.9533774216798,11392.984807911611
8,mof_unit_65109.cif,3360.121160923313,1985.6075382310446
9,mof_unit_65110.cif,3826.8767589689614,4156.705143100821
10,mof_unit_65111.cif,3422.29093285042,9647.783907430476
11,mof_unit_65112.cif,3352.939560158931,11301.99418130167
12,mof_unit_65113.cif,2973.0004918019868,335.79386672987033
13,mof_unit_65114.cif,3192.942089623018,944.787644221508
14,mof_unit_65115.cif,3477.545051218307,8292.958210150691
15,mof_unit_65116.cif,3361.4851590804305,3731.09091972802
16,mof_unit_65117.cif,3103.0582970708806,3854.290365306527
17,mof_unit_65118.cif,2734.8632711779023,933.2707273454698
18,mof_unit_65119.cif,3188.2802096990617,2466.791149385246
19,mof_unit_65120.cif,469.03867295785574,115.81255751106244
20,mof_unit_65121.cif,3042.2857865873075,6592.555415600104
21,mof_unit_65122.cif,3508.54916511258,5110.646167806149
22,mof_unit_65123.cif,4257.104842430984,2997.5933765031414
23,mof_unit_65124.cif,2735.969663359692,682.9275006384322
24,mof_unit_65125.cif,581.6304500730782,160.60696264545774
25,mof_unit_65126.cif,3278.7072659528917,1450.4123577029839
26,mof_unit_65127.cif,4088.6810797546736,13506.847859942274
27,mof_unit_65128.cif,3257.2212164547996,4586.7035941102
28,mof_unit_65129.cif,3728.2147023061448,16017.12305459533
29,mof_unit_65130.cif,3728.0720503654074,9971.89902285114
30,mof_unit_65131.cif,3285.5539970152713,1374.3991436929427
31,mof_unit_65132.cif,3632.9553410142316,5416.027724330829
32,mof_unit_65133.cif,4219.529705499515,2659.805820517786
33,mof_unit_65134.cif,2302.9308449611353,1671.9492469445702
34,mof_unit_65135.cif,2656.6198013029098,1457.773949666379
35,mof_unit_65136.cif,3144.2621105249877,5384.2532116970615
36,mof_unit_65137.cif,3767.398416796633,2569.1587946087643
37,mof_unit_65138.cif,2737.7416027009267,611.0259245535941
38,mof_unit_65139.cif,2417.278786847828,8961.528742317962
39,mof_unit_65140.cif,2736.406170474553,7090.775938692595
40,mof_unit_65141.cif,3319.6340632221295,4817.09683096259
41,mof_unit_65142.cif,3640.252706722212,2989.9214250307023
42,mof_unit_65143.cif,2797.873121175897,782.4872908791345
43,mof_unit_65144.cif,3642.4762554224853,1807.091497836399
44,mof_unit_65145.cif,3379.1669536617815,12489.37884921542
45,mof_unit_65146.cif,4085.7924668416717,1685.3794644324776
46,mof_unit_65147.cif,3296.197660070356,3341.465784339071
47,mof_unit_65148.cif,4194.073891573327,1269.4745452130965
48,mof_unit_65149.cif,3441.366830029539,1166.2541209469484
49,mof_unit_65150.cif,3913.692970923829,10643.548794911812
50,mof_unit_65151.cif,3298.728207965804,3442.101237054808
51,mof_unit_65152.cif,3641.575750812226,1441.7995416422943
52,mof_unit_65153.cif,4045.9717217418142,5817.184370864491
53,mof_unit_65154.cif,3056.7968183374487,1046.6090450223812
54,mof_unit_65155.cif,3249.3476518362786,1209.4170341844815
55,mof_unit_65156.cif,3987.7664387385703,4030.291816821769
56,mof_unit_65157.cif,3399.32858953168,4215.512014368377
57,mof_unit_65158.cif,3393.9885416099128,6758.101178666898
58,mof_unit_65159.cif,2428.5922860430505,5915.330910937582
59,mof_unit_65160.cif,3460.7948343940498,6841.86274139953
60,mof_unit_65161.cif,3369.18054056651,1296.9162910687576
61,mof_unit_65162.cif,3911.694045676759,1736.3256609029104
62,mof_unit_65163.cif,2721.726697852029,1789.980640661026
63,mof_unit_65164.cif,3581.4541792630257,13441.694211249047
64,mof_unit_65165.cif,3748.5126418594677,11134.132164382898
65,mof_unit_65166.cif,3300.6449905292648,2856.1107161939503
66,mof_unit_65167.cif,3123.2858234796813,1081.1474853196837
67,mof_unit_65168.cif,3344.7972445723785,12308.195323339323
68,mof_unit_65169.cif,3748.895062664879,5126.762062167775
69,mof_unit_65170.cif,3934.792632898871,1490.6130600858546
70,mof_unit_65171.cif,3110.9098730140486,9739.46527444636
71,mof_unit_65172.cif,3359.4023881816315,1717.0392712352784
72,mof_unit_65173.cif,3830.5544636113427,1515.1179210360306
73,mof_unit_65174.cif,3580.5833648978946,3876.5749873301843
74,mof_unit_65175.cif,3181.454905738873,6348.988982808778
75,mof_unit_65176.cif,3425.777576373532,1742.081159175252
76,mof_unit_65177.cif,28.06384028017589,5.71454447050922
77,mof_unit_65178.cif,3796.49824996598,1394.2799399693936
78,mof_unit_65179.cif,3478.651404806422,853.1322801680192
79,mof_unit_65180.cif,3805.0228590358874,8446.227430233395
80,mof_unit_65181.cif,401.7084991897622,80.40896500846216
81,mof_unit_65182.cif,3304.8527149970787,1132.6006782957365
82,mof_unit_65183.cif,3975.079244895524,1349.4811491716546
83,mof_unit_65184.cif,378.8909894076385,26.93820981434742
84,mof_unit_65185.cif,3017.369539997209,3428.8801428234733
85,mof_unit_65186.cif,3690.0760946670543,10049.435235426547
86,mof_unit_65187.cif,3284.0638447748092,1803.2973728267134
87,mof_unit_65188.cif,3460.031476767661,9208.173051551486
88,mof_unit_65189.cif,3487.289809781251,16930.919119767004
89,mof_unit_65190.cif,3412.5583823576635,1580.978505045335
90,mof_unit_65191.cif,4269.732419002338,3034.9016805032984
91,mof_unit_65192.cif,3782.0659524176576,2308.5461994595753
92,mof_unit_65193.cif,3816.0141956808625,2887.1741607465024
93,mof_unit_65194.cif,3013.716223630258,2630.129422108514
94,mof_unit_65195.cif,4033.357556457165,13348.037212852241
95,mof_unit_65196.cif,3940.422603594193,8702.527116611642
96,mof_unit_65197.cif,3022.285884628588,2228.2393990442083
97,mof_unit_65198.cif,3665.0791616368,6363.388819882492
98,mof_unit_65199.cif,2768.234565708265,1395.533297208099
99,mof_unit_65200.cif,3588.5734399914204,3494.59092155789
100,mof_unit_65201.cif,2239.1055296068007,759.6177592812477
101,mof_unit_65202.cif,3644.542048037454,2057.9339487488337
102,mof_unit_65203.cif,2673.8310513963934,1185.0814783747976
103,mof_unit_65204.cif,3408.3087702754906,1201.7823577088768
104,mof_unit_65205.cif,3444.7042280447417,5051.2458905270305
105,mof_unit_65206.cif,3730.328650094646,19044.043614780738
106,mof_unit_65207.cif,3819.3765526758853,1336.5054133265687
107,mof_unit_65208.cif,3508.401861527271,6365.206873688285
108,mof_unit_65209.cif,2476.03196642673,917.4126682053106
109,mof_unit_65210.cif,3067.529372279218,1573.4952313444853
110,mof_unit_65211.cif,3510.543523469429,1552.472379744657
111,mof_unit_65212.cif,1922.2099600101544,2721.5852384798377
112,mof_unit_65213.cif,3867.5195537355717,2442.9981026445407
113,mof_unit_65214.cif,2776.2936868024694,2795.6121946718094
114,mof_unit_65215.cif,3879.403876923137,10564.868767721146
115,mof_unit_65216.cif,4032.0039266468675,3109.829021862181
116,mof_unit_65217.cif,3690.3950486783765,2793.164681937155
117,mof_unit_65218.cif,3221.4434978256118,1459.7663100281738
118,mof_unit_65219.cif,3940.824358313128,1628.1787606834057
119,mof_unit_65220.cif,2722.9686427748707,8229.693203708603
120,mof_unit_65221.cif,3642.5488513105356,2683.7914735916956
121,mof_unit_65222.cif,2246.087530214924,497.07273279172546
122,mof_unit_65223.cif,3806.8697834867135,1754.2283690729905
123,mof_unit_65224.cif,489.9037993692269,136.3411611882571
124,mof_unit_65225.cif,3716.2495314991875,864.227662854188
125,mof_unit_65226.cif,3486.40678065745,6328.21438771442
126,mof_unit_65227.cif,2882.9447228990102,3767.48823882766
127,mof_unit_65228.cif,3159.404102871708,442.19461006224844
128,mof_unit_65229.cif,4011.003515921967,2212.7569738544544
129,mof_unit_65230.cif,3325.2903754290555,3043.321580783908
130,mof_unit_65231.cif,3737.018790767511,9005.925288304734
131,mof_unit_65232.cif,4139.765761000825,9365.345292099219
132,mof_unit_65233.cif,3819.7226990941203,7705.958600304726
133,mof_unit_65234.cif,2857.3513699499213,1429.6652625399174
134,mof_unit_65235.cif,2551.2909525901096,3095.504301839613
135,mof_unit_65236.cif,2854.6148281370142,583.5960586305524
136,mof_unit_65237.cif,3415.3771866566626,8972.89087292396
137,mof_unit_65238.cif,2830.1310447093524,890.4657373297563
138,mof_unit_65239.cif,3987.721632413538,1983.5839237347348
139,mof_unit_65240.cif,3788.2914036585826,1946.1695988365016
140,mof_unit_65241.cif,3502.6606345999785,7701.80353143189
141,mof_unit_65242.cif,104.96174331597187,16.205120305379552
142,mof_unit_65243.cif,2450.907937650363,1256.4263909449562
143,mof_unit_65244.cif,2798.153603919996,643.782580732283
144,mof_unit_65245.cif,3256.249668564047,668.830775419508
145,mof_unit_65246.cif,1377.229243686374,293.2767973976731
146,mof_unit_65247.cif,3810.6745953797176,4191.1034746489595
147,mof_unit_65248.cif,3698.55023858509,8284.149002137665
148,mof_unit_65249.cif,3607.2827713767383,10663.817434938508
149,mof_unit_65250.cif,3589.3304356531216,2777.265565322606
150,mof_unit_65251.cif,3890.016109455339,5733.033288341921
151,mof_unit_65252.cif,3628.371169017522,4947.610347203214
152,mof_unit_65253.cif,120.51604000867523,18.012396877580766
153,mof_unit_65254.cif,3562.668029490403,9978.355580090503
154,mof_unit_65255.cif,4241.579624401301,5189.19690275116
155,mof_unit_65256.cif,3873.0167461547685,989.9419454979097
156,mof_unit_65257.cif,2731.567935506432,201.65945289847792
157,mof_unit_65258.cif,3911.031374421985,7690.171041645309
158,mof_unit_65259.cif,3908.516526846505,7996.764519372397
159,mof_unit_65260.cif,3206.974278917273,4389.606002350902
160,mof_unit_65261.cif,3374.853295216167,6178.753547618074
161,mof_unit_65262.cif,3779.016875946649,1941.6140177410325
162,mof_unit_65263.cif,3131.1439470001746,1059.0935221702432
163,mof_unit_65264.cif,2943.779498337317,1520.4875547614906
164,mof_unit_65265.cif,3693.254997282387,6407.416418798812
165,mof_unit_65266.cif,2435.751799854491,6000.084436262974
166,mof_unit_65267.cif,3439.284395554549,13986.0149833031
167,mof_unit_65268.cif,3354.492747659975,628.1744682744393
168,mof_unit_65269.cif,2726.303592448997,396.0232024562838
169,mof_unit_65270.cif,3543.324776410919,1404.6046774112667
170,mof_unit_65271.cif,3765.524791348249,1147.8869377278124
171,mof_unit_65272.cif,3176.735059407437,2624.9714390509225
172,mof_unit_65273.cif,3871.3008153453807,7706.358581598201
173,mof_unit_65274.cif,3744.12776405602,1503.2796899173636
174,mof_unit_65275.cif,3793.2245569597058,1940.5491733403014
175,mof_unit_65276.cif,2535.5193021843143,474.09725569398535
176,mof_unit_65277.cif,3748.738059044378,1593.7172077247074
177,mof_unit_65278.cif,3592.6401894771,4073.947934973178
178,mof_unit_65279.cif,4126.451088053104,5547.427183836933
179,mof_unit_65280.cif,3487.108540768673,4561.623474558431
180,mof_unit_65281.cif,4042.5921898335437,11358.905434411614
181,mof_unit_65282.cif,3822.9799438007,1874.3719262162908
182,mof_unit_65283.cif,2613.460456531967,6351.700500852864
183,mof_unit_65284.cif,3281.0161678496092,1677.5262006524254
184,mof_unit_65285.cif,3285.50366666152,1295.8381860054358
185,mof_unit_65286.cif,3033.605277846017,1131.1200299701366
186,mof_unit_65287.cif,4112.728757727132,1821.2459969442234
187,mof_unit_65288.cif,3565.5600253329603,1880.3500047573443
188,mof_unit_65289.cif,3815.2284928683425,2120.925892669868
189,mof_unit_65290.cif,3278.30740372806,1133.667778359992
190,mof_unit_65291.cif,3474.6275903503292,1752.6278972619898
191,mof_unit_65292.cif,2098.468781140783,2153.405631593313
192,mof_unit_65293.cif,2109.114545286026,1059.209663709053
193,mof_unit_65294.cif,2521.1588354778205,7047.358371096157
194,mof_unit_65295.cif,772.7606351631172,182.5304538811986
195,mof_unit_65296.cif,2333.263792625316,3059.132021233427
196,mof_unit_65297.cif,3363.3894531717415,2448.993010697439
197,mof_unit_65298.cif,3242.2823811760595,1452.6844768905812
198,mof_unit_65299.cif,3114.3476878094643,2370.558340322218
199,mof_unit_65300.cif,3812.256767188491,10415.908011055782
200,mof_unit_65301.cif,3501.691207729777,6967.158226180581
201,mof_unit_65302.cif,3491.565055871832,1953.7931744944653
202,mof_unit_65303.cif,3554.0755969770703,6171.850706721917
203,mof_unit_65304.cif,3142.658025093035,10780.593416814674
204,mof_unit_65305.cif,2692.1946527616687,1938.5714402339029
205,mof_unit_65306.cif,3756.690047531587,4865.168050752366
206,mof_unit_65307.cif,3192.1507885487254,11697.03468572194
207,mof_unit_65308.cif,3832.8589520627293,3165.5959011533587
208,mof_unit_65309.cif,3830.918808559983,794.1371144031796
209,mof_unit_65310.cif,1898.8291597266975,404.59929015726
210,mof_unit_65311.cif,2907.2267070531957,3609.0162334345378
211,mof_unit_65312.cif,1696.3187449647555,195.94336276438307
212,mof_unit_65313.cif,2945.1033547173215,1301.7697391300846
213,mof_unit_65314.cif,1074.769139991388,480.05670459060156
214,mof_unit_65315.cif,4239.42324367793,11480.85008076039
215,mof_unit_65316.cif,3550.9091013564607,543.0157403285891
216,mof_unit_65317.cif,2693.7726356568865,602.436846366995
217,mof_unit_65318.cif,3826.9173728550513,4517.096335706646
218,mof_unit_65319.cif,3852.1139763162305,9919.644230518374
219,mof_unit_65320.cif,3776.0231983630524,1229.5564180938418
220,mof_unit_65321.cif,3076.2543378247574,630.114357755734
221,mof_unit_65322.cif,2588.646132720039,1325.6419461516812
222,mof_unit_65323.cif,3004.050616608478,2571.0060526598727
223,mof_unit_65324.cif,3660.317785271458,2643.9785097157223
224,mof_unit_65325.cif,2747.59290144599,1416.19488450232
225,mof_unit_65326.cif,3575.909953054786,2482.8751471566648
226,mof_unit_65327.cif,3685.521025661777,6734.295240400729
227,mof_unit_65328.cif,2793.3494770240422,2976.446868674878
228,mof_unit_65329.cif,3930.6953314755615,7784.034076683904
229,mof_unit_65330.cif,3094.548290785498,6158.880336717084
230,mof_unit_65331.cif,3335.465492354091,1131.9852858479917
231,mof_unit_65332.cif,167.22254743018726,19.034476348314364
232,mof_unit_65333.cif,3669.246585663507,9884.210203836947
233,mof_unit_65334.cif,2941.401051947055,1008.2996772355475
234,mof_unit_65335.cif,3549.0193577476057,8535.868204015469
235,mof_unit_65336.cif,1484.9268265082803,828.5561867460164
236,mof_unit_65337.cif,3808.3382273294956,5221.549413455318
237,mof_unit_65338.cif,3900.9549749755365,9244.555683705454
238,mof_unit_65339.cif,3859.9505639386844,9994.089503909343
239,mof_unit_65340.cif,2278.3823245920858,521.8597323241385
240,mof_unit_65341.cif,2538.0545811045613,1305.5601633436245
241,mof_unit_65342.cif,3755.7862213538874,7729.633494887328
242,mof_unit_65343.cif,3454.2271768261303,6303.142532122114
243,mof_unit_65344.cif,2688.9211745182947,7517.943780163563
244,mof_unit_65345.cif,3338.1871911011403,1679.41303334619
245,mof_unit_65346.cif,2658.7560240696257,862.144497898334
246,mof_unit_65347.cif,2986.1248393016353,1790.9934932741373
247,mof_unit_65348.cif,2644.4638387851205,2255.9499678416455
248,mof_unit_65349.cif,3358.584811816585,929.9808326690743
249,mof_unit_65350.cif,3035.1848664736417,4194.70692854652
250,mof_unit_65351.cif,3493.350090333924,5276.099288447177
251,mof_unit_65352.cif,1883.8905598082122,973.76609698208
252,mof_unit_65353.cif,3572.3233818523227,1024.1674627465625
253,mof_unit_65354.cif,2916.071011784003,549.8690257422267
254,mof_unit_65355.cif,3017.5373332437425,2067.8811814218784
255,mof_unit_65356.cif,3254.8661977014367,1363.6550397601318
256,mof_unit_65357.cif,3910.731819406728,3287.710350585059
257,mof_unit_65358.cif,3791.463249669734,771.8070523833782
258,mof_unit_65359.cif,3503.6747415272894,1565.7344057866717
259,mof_unit_65360.cif,1691.7700397904318,847.7213486363305
260,mof_unit_65361.cif,2917.7765808132053,550.5214025894855
261,mof_unit_65362.cif,4069.117081531324,3070.588377627879
262,mof_unit_65363.cif,3138.894064638484,393.10364186348653
263,mof_unit_65364.cif,3346.6207379872603,712.9360030902998
264,mof_unit_65365.cif,3674.1273402612874,6475.9176952166235
265,mof_unit_65366.cif,3069.5496938569777,3801.414599486665
266,mof_unit_65367.cif,3025.9873538414795,1556.2713428070292
267,mof_unit_65368.cif,3052.344625437149,2982.0631943926655
268,mof_unit_65369.cif,3321.388833593999,1499.9261827021232
269,mof_unit_65370.cif,2563.0983931425094,2482.40541308151
270,mof_unit_65371.cif,2817.8552637751754,532.0575227192685
271,mof_unit_65372.cif,2180.7019560930635,252.18697088676157
272,mof_unit_65373.cif,3864.9471309924816,8732.701071040605
273,mof_unit_65374.cif,3576.7879404830574,1217.1756197867333
274,mof_unit_65375.cif,3912.570453102825,8622.87212284445
275,mof_unit_65376.cif,2784.0525690746645,1875.4227198438793
276,mof_unit_65377.cif,2836.323570714357,1250.9091243559262
277,mof_unit_65378.cif,3900.8789704949827,7827.52868869858
278,mof_unit_65379.cif,3931.361396507967,6617.225638991989
279,mof_unit_65380.cif,3796.193241047239,2869.541518018091
280,mof_unit_65381.cif,3574.4051276091914,4395.035949942928
281,mof_unit_65382.cif,3991.172041686299,1471.2261457364932
282,mof_unit_65383.cif,3486.1547833004115,1291.9619978832502
283,mof_unit_65384.cif,4126.376171941824,3014.5110084515604
284,mof_unit_65385.cif,3966.398953720282,15961.104627980354
285,mof_unit_65386.cif,2548.344015438793,1043.6225449441179
286,mof_unit_65387.cif,3239.571252038541,832.4226280769944
287,mof_unit_65388.cif,3490.7735876118495,4967.020573740867
288,mof_unit_65389.cif,3539.32827624936,7279.530588195718
289,mof_unit_65390.cif,3472.8395349369994,2552.99460140168
290,mof_unit_65391.cif,3647.9103167880353,2756.3545104389514
291,mof_unit_65392.cif,3026.1664594808594,915.1321845272732
292,mof_unit_65393.cif,1889.3397671502864,956.9431699150014
293,mof_unit_65394.cif,4229.276587393668,2366.9292950109016
294,mof_unit_65395.cif,3193.726288056724,1791.3482780448958
295,mof_unit_65396.cif,3790.2714508160634,22506.89441157806
296,mof_unit_65397.cif,2903.303567516666,640.865709342797
297,mof_unit_65398.cif,3200.2030329503323,11414.280711036912
298,mof_unit_65399.cif,3839.8268497580807,12491.779704586776
299,mof_unit_65400.cif,3972.120397403577,8178.613354461913
300,mof_unit_65401.cif,3808.1533698082967,18876.70492122459
301,mof_unit_65402.cif,3421.1719887483623,4942.035817234096
302,mof_unit_65403.cif,4197.640112984285,1270.0894428599981
303,mof_unit_65404.cif,3333.2043642718545,1699.6131363875636
304,mof_unit_65405.cif,3871.0873353544807,11282.538596449296
305,mof_unit_65406.cif,4026.4507275384717,4514.4931947551195
306,mof_unit_65407.cif,3606.938228257417,1680.5409295114773
307,mof_unit_65408.cif,3926.0989032582656,11629.535831829615
308,mof_unit_65409.cif,3270.602026056713,846.2177258436549
309,mof_unit_65410.cif,3530.430622872531,542.2213870553326
310,mof_unit_65411.cif,3074.234271086234,3811.1104293491967
311,mof_unit_65412.cif,3397.687289272709,5074.93603597117
312,mof_unit_65413.cif,2789.1587056773387,2030.345740272865
313,mof_unit_65414.cif,2687.6628259761465,1100.7377565323081
314,mof_unit_65415.cif,3184.6373034382045,10897.375012716913
315,mof_unit_65416.cif,3359.1622573848676,2850.0530406906273
316,mof_unit_65417.cif,3801.0309769705646,2862.0374956685573
317,mof_unit_65418.cif,3804.129613569091,1436.3064040556387
318,mof_unit_65419.cif,3112.88174743183,1063.1887060039219
319,mof_unit_65420.cif,3848.525765438323,6984.622471688771
320,mof_unit_65421.cif,3599.621831554813,1578.2158183108988
321,mof_unit_65422.cif,3803.646250621347,2254.04712873331
322,mof_unit_65423.cif,3879.315899906886,11390.2340953576
323,mof_unit_65424.cif,3691.63866990249,2056.450286065084
324,mof_unit_65425.cif,3711.801052807126,8223.988561538137
325,mof_unit_65426.cif,3353.38301695381,8085.949000383483
326,mof_unit_65427.cif,2831.2748920717822,5633.930444323486
327,mof_unit_65428.cif,3451.372639493713,1318.516066314287
328,mof_unit_65429.cif,2505.4192657337153,1111.6386008057925
329,mof_unit_65430.cif,4033.7887392974358,9050.27104573386
330,mof_unit_65431.cif,3934.0661173320273,1057.1148858559552
331,mof_unit_65432.cif,4142.469342835294,16300.826888248324
332,mof_unit_65433.cif,3612.7540177257642,5991.697667218492
333,mof_unit_65434.cif,3941.292431711838,1191.125960759768
334,mof_unit_65435.cif,3222.5456097718566,2424.15698504087
