,MOFname,vsa,surface_area
0,mof_unit_62497.cif,3481.9241046791217,6375.59811079265
1,mof_unit_62498.cif,3893.553977660032,1569.177027419123
2,mof_unit_62499.cif,3607.2540891804865,1137.7998020799237
3,mof_unit_62500.cif,4216.040687145029,7099.512971756009
4,mof_unit_62501.cif,3906.8962419853497,1235.3980022880764
5,mof_unit_62502.cif,4323.556016684922,2545.4266366460724
6,mof_unit_62503.cif,2540.4878078453144,14002.326320856104
7,mof_unit_62504.cif,3415.7206368151424,13411.94710344312
8,mof_unit_62505.cif,3223.478934560555,2032.962613125879
9,mof_unit_62506.cif,3934.5414911775656,12994.155078211434
10,mof_unit_62507.cif,1547.0567755545214,833.2618165898064
11,mof_unit_62508.cif,3155.804652885282,3904.625187426214
12,mof_unit_62509.cif,3370.4134716123385,1265.2541956157095
13,mof_unit_62510.cif,3493.261141082361,2642.9274506235565
14,mof_unit_62511.cif,3625.7541538664937,1903.477278899717
15,mof_unit_62512.cif,3624.4921635291707,5396.977755218346
16,mof_unit_62513.cif,3907.202005702773,3280.639236561599
17,mof_unit_62514.cif,2764.3713862339587,2406.9077312843283
18,mof_unit_62515.cif,512.1803959407283,130.899434194582
19,mof_unit_62516.cif,2244.566100185904,1154.2385516353763
20,mof_unit_62517.cif,3656.8565055993417,2321.5691974245424
21,mof_unit_62518.cif,3725.0945746795283,5124.451796191382
22,mof_unit_62519.cif,2887.822453111654,883.0549401714239
23,mof_unit_62520.cif,3521.5462733816516,9869.014961056448
24,mof_unit_62521.cif,2356.7124206058916,1215.1035100954282
25,mof_unit_62522.cif,3334.9822513407803,2488.1591253584247
26,mof_unit_62523.cif,3511.517491451932,5879.856203772879
27,mof_unit_62524.cif,2582.483448712946,571.7734490813561
28,mof_unit_62525.cif,4060.9156824787838,6809.547972218716
29,mof_unit_62526.cif,3639.0895421210107,12043.55738981512
30,mof_unit_62527.cif,4125.927863012355,11264.58976341588
31,mof_unit_62528.cif,3349.8902176527577,6710.357074070586
32,mof_unit_62529.cif,3789.3260510287914,504.72357119073746
33,mof_unit_62530.cif,3484.7980409826455,993.1276037008555
34,mof_unit_62531.cif,3029.292714460859,1211.3335549288227
35,mof_unit_62532.cif,2366.538487298741,1219.0239224173995
36,mof_unit_62533.cif,3339.2120497248447,3180.29442043623
37,mof_unit_62534.cif,3316.922182897772,1343.559859630204
38,mof_unit_62535.cif,3909.8864916261364,12080.461218473518
39,mof_unit_62536.cif,3883.7351013985262,2691.6293796960604
40,mof_unit_62537.cif,3596.6907647728167,3674.4138315097066
41,mof_unit_62538.cif,3448.488376466618,2660.1571463950336
42,mof_unit_62539.cif,3352.7660073946763,872.8233729428784
43,mof_unit_62540.cif,3517.803105269848,10271.869333684866
44,mof_unit_62541.cif,3527.3163851785002,17052.783223534127
45,mof_unit_62542.cif,3061.4374803899386,12210.539118335193
46,mof_unit_62543.cif,3245.0278375216926,9080.565385993312
47,mof_unit_62544.cif,3113.5469193957024,524.0859999669564
48,mof_unit_62545.cif,3818.696201373516,2281.649150792177
49,mof_unit_62546.cif,3243.53023302889,4482.591775915315
50,mof_unit_62547.cif,3601.984232064901,10525.97158595768
51,mof_unit_62548.cif,3772.4120409183083,1853.2189844062705
52,mof_unit_62549.cif,3567.346623476049,7341.840063524254
53,mof_unit_62550.cif,1985.5604147303777,820.8617634613252
54,mof_unit_62551.cif,2432.4906572406717,995.7553574600234
55,mof_unit_62552.cif,1536.623115502905,258.0231656787994
56,mof_unit_62553.cif,3152.0716910796264,4484.706193434887
57,mof_unit_62554.cif,1460.087075866591,314.2402414804218
58,mof_unit_62555.cif,3623.024297751049,10562.195533125137
59,mof_unit_62556.cif,3291.915972444144,949.967343538318
60,mof_unit_62557.cif,3652.4042666985188,1234.7613962359383
61,mof_unit_62558.cif,4125.30390194092,13648.385314339735
62,mof_unit_62559.cif,3523.250441395184,7895.883013978431
63,mof_unit_62560.cif,3544.055950793759,8484.911640289272
64,mof_unit_62561.cif,3443.1214255644595,1366.1218560108427
65,mof_unit_62562.cif,3513.904660133887,1258.1255291856332
66,mof_unit_62563.cif,3784.8120542190213,8555.678338019155
67,mof_unit_62564.cif,3795.1316536235317,19919.781125927468
68,mof_unit_62565.cif,3319.460264112737,3473.610570994274
69,mof_unit_62566.cif,1728.8913806467328,215.6018756526286
70,mof_unit_62567.cif,3101.529648867209,4079.2805497416025
71,mof_unit_62568.cif,3240.255084413505,9245.444955488361
72,mof_unit_62569.cif,2625.9616483204636,3687.2895971641633
73,mof_unit_62570.cif,3505.1729295116265,10028.54835509836
74,mof_unit_62571.cif,3637.044864308964,4065.9812141452317
75,mof_unit_62572.cif,3158.599084955566,4767.267414131848
76,mof_unit_62573.cif,3050.1682695010254,9558.308748988311
77,mof_unit_62574.cif,3673.291846107,2772.5275566541336
78,mof_unit_62575.cif,3504.0583169785227,7193.273323838726
79,mof_unit_62576.cif,3906.3618206653773,804.845418316907
80,mof_unit_62577.cif,3523.180295124559,6486.326330461113
81,mof_unit_62578.cif,3821.590012855455,6336.376514034615
82,mof_unit_62579.cif,200.988153280274,35.955155641605735
83,mof_unit_62580.cif,3054.355635555617,1561.7162459508759
84,mof_unit_62581.cif,3580.431736192504,2305.533588033972
85,mof_unit_62582.cif,3465.1885975806263,9044.48321576072
86,mof_unit_62583.cif,3980.6227472986757,8886.994547717732
87,mof_unit_62584.cif,3340.149597083595,1335.9906413791286
88,mof_unit_62585.cif,3460.5572219319997,735.5567896650609
89,mof_unit_62586.cif,3203.4975745257493,3685.894879251626
90,mof_unit_62587.cif,2752.8845131589696,7262.893101488998
91,mof_unit_62588.cif,2856.8736772222132,9348.156759045478
92,mof_unit_62589.cif,3183.976966839554,889.7592528322243
93,mof_unit_62590.cif,3531.8682215000736,6487.203277776027
94,mof_unit_62591.cif,3806.568668980889,8502.373743231285
95,mof_unit_62592.cif,3158.1544621306616,10624.839005305841
96,mof_unit_62593.cif,3466.4081314713385,1770.8695157351506
97,mof_unit_62594.cif,4107.526913407046,11249.910601056145
98,mof_unit_62595.cif,3967.263143917247,9007.977836869384
99,mof_unit_62596.cif,3708.2879840428814,5583.986700223683
100,mof_unit_62597.cif,3809.9976022514984,3212.600532958484
101,mof_unit_62598.cif,2997.2182290537553,1094.4784221965542
102,mof_unit_62599.cif,4041.1347126371807,689.6457431210589
103,mof_unit_62600.cif,3018.9936757625906,513.1076258991706
104,mof_unit_62601.cif,3567.010685320518,6545.00097052308
105,mof_unit_62602.cif,3405.901156466887,1865.2048311097483
106,mof_unit_62603.cif,4040.01925983301,6082.428143253172
107,mof_unit_62604.cif,3171.5992277065493,8201.145991088413
108,mof_unit_62605.cif,2728.072053524126,5457.035054189455
109,mof_unit_62606.cif,3849.637058561677,10476.144369812571
110,mof_unit_62607.cif,3576.2507162091597,9453.584558987024
111,mof_unit_62608.cif,3290.2789570150653,6543.96914426114
112,mof_unit_62609.cif,4331.064053230913,3159.1369924318983
113,mof_unit_62610.cif,2314.9382780836113,7099.006818768039
114,mof_unit_62611.cif,2563.3954325483996,1323.4701254511428
115,mof_unit_62612.cif,2848.982029974619,726.237756142215
116,mof_unit_62613.cif,3654.8403617154827,1160.039923443645
117,mof_unit_62614.cif,4137.6887609058385,3460.155665300498
118,mof_unit_62615.cif,2714.48690317138,827.6105029546363
119,mof_unit_62616.cif,30.670194010896285,19.54756911448028
120,mof_unit_62617.cif,3172.4581938805186,1298.2415876376383
121,mof_unit_62618.cif,3670.394803991657,1864.0551794153332
122,mof_unit_62619.cif,3332.224955413514,7984.380885777912
123,mof_unit_62620.cif,3658.228468880417,8144.355382990355
124,mof_unit_62621.cif,3517.703127488079,1787.9724388182774
125,mof_unit_62622.cif,3583.0986171240015,1000.9663863095718
126,mof_unit_62623.cif,2948.784551349386,1257.677382564395
127,mof_unit_62624.cif,3391.679045694188,1156.621437096754
128,mof_unit_62625.cif,3503.794999732887,1009.6195812606378
129,mof_unit_62626.cif,3547.9299018678053,3396.5579987539068
130,mof_unit_62627.cif,2750.4862789913946,1411.80286100358
131,mof_unit_62628.cif,3628.969219498475,1601.7440444988715
132,mof_unit_62629.cif,3423.8488784306815,9106.998035009887
133,mof_unit_62630.cif,3389.6698973756243,1781.027773899124
134,mof_unit_62631.cif,1569.3310176630862,667.797549578039
135,mof_unit_62632.cif,3712.151452768139,2767.78115207929
136,mof_unit_62633.cif,3719.5166900324843,7638.0413318240435
137,mof_unit_62634.cif,2856.6585157547875,1195.5982770835476
138,mof_unit_62635.cif,3631.0882554033874,6419.028606042866
139,mof_unit_62636.cif,2325.808034765789,1711.9025206316348
140,mof_unit_62637.cif,3728.56668328935,10237.95160455168
141,mof_unit_62638.cif,1991.020745828254,1122.7409578276527
142,mof_unit_62639.cif,4141.041691706825,7624.161869728266
143,mof_unit_62640.cif,3552.9922150402176,8649.789730094184
144,mof_unit_62641.cif,1080.4573751376602,152.57614233180908
145,mof_unit_62642.cif,3190.4840823405807,1420.0589492184565
146,mof_unit_62643.cif,3306.680738970075,1699.1023307008481
147,mof_unit_62644.cif,805.0018958545204,275.35299500371997
148,mof_unit_62645.cif,2302.1483378252365,502.24058359184244
149,mof_unit_62646.cif,2543.616096458218,1436.770484834816
150,mof_unit_62647.cif,3007.0007985815387,662.7047514264166
