,MOFname,Phi_HEA,poreV_OSE,Phi_void,Phi_acc
0,mof_unit_1990,57.53968253968254,0.6589806256282761,70.35561800003052,63.13080191612244
1,mof_unit_1991,45.0,0.4562940706599618,60.598236322402954,48.20036590099335
2,mof_unit_1993,37.0,0.272347958909836,66.83736443519592,56.98435306549072
3,mof_unit_1994,33.482142857142854,0.12186859907742557,64.83449935913086,52.032631635665894
4,mof_unit_1995,49.0,0.272347958909836,66.83736443519592,56.98435306549072
5,mof_unit_1996,56.99999999999999,0.45587390263515565,66.83736443519592,56.98435306549072
6,mof_unit_1997,50.78125,0.6528911652669028,66.83736443519592,56.98435306549072
7,mof_unit_1998,54.166666666666664,0.6823939939882488,66.83736443519592,56.98435306549072
8,mof_unit_1999,60.0,0.7948963879855686,44.61143612861633,27.346041798591614
9,mof_unit_2000,48.97959183673469,0.49374799155465804,60.598236322402954,48.20036590099335
10,mof_unit_2001,60.0,0.7274285765834847,65.91741442680359,54.52048182487488
11,mof_unit_2002,56.56250000000001,0.6991309875197201,68.3806836605072,57.2537899017334
12,mof_unit_2003,42.857142857142854,0.412145992896505,65.91741442680359,54.52048182487488
13,mof_unit_2005,63.57142857142857,0.8894382678917186,66.83736443519592,56.98435306549072
14,mof_unit_2006,45.714285714285715,0.2952811642820034,51.744043827056885,33.16115736961365
15,mof_unit_2007,36.25,0.28053125407982726,66.83736443519592,56.98435306549072
16,mof_unit_2008,60.0,0.8521750054427959,66.83736443519592,56.98435306549072
17,mof_unit_2010,51.42857142857142,0.6648124050776311,56.55956268310547,39.98432457447052
18,mof_unit_2011,50.83333333333333,0.5878134742600836,66.83736443519592,56.98435306549072
19,mof_unit_2012,61.111111111111114,0.959206392657811,49.81481432914734,31.625095009803772
20,mof_unit_2013,34.85714285714286,0.2212890782254491,61.04838848114014,50.13929605484009
21,mof_unit_2014,37.857142857142854,0.3868020715671318,64.242422580719,52.4696946144104
22,mof_unit_2015,41.25,0.34825618586473917,66.83736443519592,56.98435306549072
23,mof_unit_2016,45.83333333333333,0.5157739693065376,45.95643877983093,21.396780014038086
24,mof_unit_2017,44.0,0.2030090687363039,51.65260434150696,34.06572639942169
25,mof_unit_2018,61.0,0.7590822887775517,61.25873923301697,48.22261035442352
26,mof_unit_2020,44.285714285714285,0.5368892541207099,70.35561800003052,63.13080191612244
27,mof_unit_2021,53.333333333333336,0.6605785211531775,64.242422580719,52.4696946144104
28,mof_unit_2022,42.5,0.3789983480550082,70.35561800003052,63.13080191612244
29,mof_unit_2023,47.0,0.49117822290832647,44.61143612861633,27.346041798591614
30,mof_unit_2024,46.03174603174603,0.3856139011955577,66.76707863807678,58.983904123306274
31,mof_unit_2027,66.36363636363637,0.9962240818352296,41.840606927871704,21.736742556095123
32,mof_unit_2028,40.833333333333336,0.5055624983641294,65.14756679534912,53.94001007080078
33,mof_unit_2030,63.095238095238095,0.8634399742959477,63.83545994758606,53.164052963256836
34,mof_unit_2031,53.75,0.4837864908976161,71.11144065856934,61.322617530822754
35,mof_unit_2032,60.0,0.8232038090887057,71.11144065856934,61.322617530822754
36,mof_unit_2033,35.23809523809524,0.20982559546363874,59.07415151596069,42.66112148761749
37,mof_unit_2034,60.0,0.7053949532955927,71.11144065856934,61.322617530822754
38,mof_unit_2035,60.11904761904761,0.7325404635005364,61.78267002105713,49.63778555393219
39,mof_unit_2036,26.5625,0.1033370978113389,52.43867039680481,35.476189851760864
40,mof_unit_2037,37.142857142857146,0.3791501014667818,43.60795319080353,17.58207082748413
41,mof_unit_2038,48.148148148148145,0.30279343431006145,71.11144065856934,61.322617530822754
42,mof_unit_2040,57.61904761904761,0.6384605026384047,71.11144065856934,61.322617530822754
43,mof_unit_2041,32.0,0.294574081844293,71.11144065856934,61.322617530822754
44,mof_unit_2043,29.166666666666668,0.16886887432484735,71.11144065856934,61.322617530822754
45,mof_unit_2044,25.520833333333332,0.12854389564685564,47.66431748867035,29.819315671920776
46,mof_unit_2045,69.04761904761905,0.643142980623925,71.11144065856934,61.322617530822754
47,mof_unit_2046,37.0,0.279702436191883,59.07415151596069,42.66112148761749
48,mof_unit_2047,31.25,0.12036237908789783,39.67679440975189,21.338073909282684
49,mof_unit_2048,45.33333333333333,0.44954114970893516,59.07415151596069,42.66112148761749
50,mof_unit_2049,52.5,0.6089940724326063,56.12603425979614,40.35123884677887
51,mof_unit_2050,36.0,0.1936480769584729,41.892728209495544,20.190759003162384
52,mof_unit_2051,44.44444444444444,0.3562355752989119,67.07010865211487,55.459654331207275
53,mof_unit_2052,27.604166666666668,0.09910722334987644,78.48860621452332,71.15208506584167
54,mof_unit_2053,36.78571428571429,0.24859113270256614,63.89339566230774,52.87473201751709
55,mof_unit_2054,31.428571428571427,0.0967640232562203,55.213069915771484,38.72159123420715
56,mof_unit_2055,33.75,0.2607681012006157,41.892728209495544,20.190759003162384
57,mof_unit_2056,52.861952861952865,0.6004598290732681,70.27562260627747,59.561336040496826
58,mof_unit_2057,16.428571428571427,0.16625560570974826,63.12289834022522,49.132996797561646
59,mof_unit_2058,60.370370370370374,0.862574364846865,55.847108364105225,41.539254784584045
60,mof_unit_2059,29.333333333333332,0.10565765192867209,70.27562260627747,59.561336040496826
61,mof_unit_2060,53.57142857142857,0.4688280960145168,55.213069915771484,38.72159123420715
62,mof_unit_2061,36.5625,0.252332234844124,63.646721839904785,52.07407474517822
63,mof_unit_2062,40.40816326530612,0.32474062490109057,62.632739543914795,46.55880630016327
64,mof_unit_2063,42.70833333333333,0.23697850643943397,66.74811840057373,58.148497343063354
65,mof_unit_2064,56.5843621399177,0.7147796696246942,31.414473056793213,11.49488314986229
66,mof_unit_2065,38.69047619047619,0.23386009677930886,61.772096157073975,51.16254687309265
67,mof_unit_2066,56.00000000000001,0.6237090558148403,71.45721912384033,62.767380475997925
68,mof_unit_2067,49.28571428571429,0.5126209791388893,51.11188888549805,33.00699293613434
69,mof_unit_2068,66.26984126984127,0.9593126837334699,69.50047612190247,60.075974464416504
70,mof_unit_2069,71.42857142857143,1.6041348641173665,52.9249906539917,32.25871026515961
71,mof_unit_2070,60.802469135802475,1.0731053935476975,31.414473056793213,11.49488314986229
72,mof_unit_2071,56.00000000000001,0.43790561124057453,65.14309644699097,54.16666865348816
73,mof_unit_2072,63.888888888888886,1.1164589743415774,69.50047612190247,60.075974464416504
74,mof_unit_2073,52.0,0.5663397006478672,61.772096157073975,51.16254687309265
75,mof_unit_2074,48.095238095238095,0.46919573388124625,62.37190365791321,50.165289640426636
