,MOFname,Phi_HEA,poreV_OSE,Phi_void,Phi_acc
0,mof_unit_29821,46.666666666666664,0.307508057262285,59.03361439704895,42.15686321258545
1,mof_unit_29822,34.0,0.23588588004914887,57.18600153923035,41.60146415233612
2,mof_unit_29823,51.5,0.5115396797153229,49.23878312110901,26.21527910232544
3,mof_unit_29824,39.166666666666664,0.3035664447636397,58.7430477142334,43.95684599876404
4,mof_unit_29825,62.142857142857146,0.7689823429431625,58.7430477142334,43.95684599876404
5,mof_unit_29826,50.0,0.5548018118106384,58.7430477142334,43.95684599876404
6,mof_unit_29828,54.285714285714285,0.6226019971682811,58.7430477142334,43.95684599876404
7,mof_unit_29829,46.42857142857143,0.6634257663051556,58.7430477142334,43.95684599876404
8,mof_unit_29830,76.19047619047619,1.5048450415838333,62.554311752319336,49.677419662475586
9,mof_unit_29831,43.333333333333336,0.5202463624263972,49.23878312110901,26.21527910232544
10,mof_unit_29832,63.888888888888886,0.9732530484085734,69.06534433364868,60.73430776596069
11,mof_unit_29833,30.158730158730158,0.20081601073807165,57.18600153923035,41.60146415233612
12,mof_unit_29834,37.0,0.3086559902350293,49.23878312110901,26.21527910232544
13,mof_unit_29836,54.0,0.6634257663051556,58.7430477142334,43.95684599876404
14,mof_unit_29837,55.714285714285715,0.5910307661023187,49.23878312110901,26.21527910232544
15,mof_unit_29838,37.0,0.1833731918645494,77.68829464912415,71.43635153770447
16,mof_unit_29839,48.0,0.35105962609624103,58.7430477142334,43.95684599876404
17,mof_unit_29840,32.6530612244898,0.2496121572218825,51.219338178634644,33.27561318874359
18,mof_unit_29842,30.0,0.5202463624263972,49.23878312110901,26.21527910232544
19,mof_unit_29843,55.00000000000001,0.5548018118106384,58.7430477142334,43.95684599876404
20,mof_unit_29844,48.660714285714285,0.5692793194200884,66.30859375,56.313687562942505
21,mof_unit_29845,48.888888888888886,0.37816460246217143,51.219338178634644,33.27561318874359
22,mof_unit_29846,57.99999999999999,0.6925944291936996,58.7430477142334,43.95684599876404
23,mof_unit_29847,51.90476190476191,0.5066333745036452,63.02401423454285,49.547213315963745
24,mof_unit_29848,37.5,0.2652367481643898,55.46972155570984,39.487576484680176
25,mof_unit_29849,39.58333333333333,0.24705563752010015,59.03361439704895,42.15686321258545
26,mof_unit_29850,53.80952380952381,0.5035004932913302,51.012396812438965,31.993800401687622
27,mof_unit_29851,38.0,0.27888300928676263,66.30859375,56.313687562942505
28,mof_unit_29852,61.904761904761905,0.8884146090290289,66.30859375,56.313687562942505
29,mof_unit_29853,50.95238095238095,0.43410615636742883,66.30859375,56.313687562942505
30,mof_unit_29854,49.714285714285715,0.3955548712878085,66.30859375,56.313687562942505
31,mof_unit_29855,36.80555555555556,0.29320525697848354,66.30859375,56.313687562942505
32,mof_unit_29856,61.63265306122449,0.8358346901977933,66.30859375,56.313687562942505
33,mof_unit_29857,58.333333333333336,0.6047678560963556,66.30859375,56.313687562942505
34,mof_unit_29858,57.03125,0.9369572158963396,58.841657638549805,44.895824790000916
35,mof_unit_29859,40.625,0.4195891383893588,59.03361439704895,42.15686321258545
36,mof_unit_29860,55.625,0.5301630341481731,66.30859375,56.313687562942505
37,mof_unit_29861,57.55102040816327,0.5662122321729699,66.74715876579285,56.36363625526428
38,mof_unit_29862,72.44897959183673,1.5223369944902958,66.30859375,56.313687562942505
39,mof_unit_29863,69.75881261595546,1.4511525712976732,68.47808361053467,58.59577655792236
40,mof_unit_29864,56.42857142857143,0.3764460921036853,61.41490340232849,49.39166009426117
41,mof_unit_29865,49.28571428571429,0.4416607022394756,58.841657638549805,44.895824790000916
42,mof_unit_29866,50.48701298701299,0.5535041021399052,58.841657638549805,44.895824790000916
43,mof_unit_29867,42.0,0.27436009804492995,58.841657638549805,44.895824790000916
44,mof_unit_29868,42.857142857142854,0.33131530325979763,61.74718737602234,50.759828090667725
45,mof_unit_29869,58.92857142857143,0.5698593782537636,65.99442958831787,52.77038812637329
46,mof_unit_29870,40.0,0.320515443896339,59.357863664627075,43.83838474750519
47,mof_unit_29872,56.42857142857143,0.48027030858172015,52.812260389328,32.924649119377136
48,mof_unit_29873,55.769230769230774,0.6632308101802925,63.02401423454285,49.547213315963745
49,mof_unit_29875,55.00000000000001,0.5561383334518065,63.02401423454285,49.547213315963745
50,mof_unit_29876,37.96296296296296,0.2770423266123099,47.19008207321167,25.299587845802307
51,mof_unit_29877,46.2962962962963,0.45663078595535816,47.19008207321167,25.299587845802307
52,mof_unit_29878,44.166666666666664,0.41750072414778194,46.599265933036804,25.326797366142273
53,mof_unit_29879,60.0,0.697992232508095,52.812260389328,32.924649119377136
54,mof_unit_29880,57.61904761904761,0.6477897916843349,55.116528272628784,38.02284300327301
55,mof_unit_29881,67.14285714285714,0.9409368754436044,52.812260389328,32.924649119377136
56,mof_unit_29882,28.645833333333332,0.11790335569323321,45.49861550331116,25.370347499847412
57,mof_unit_29883,38.095238095238095,0.2671856628480317,55.116528272628784,38.02284300327301
58,mof_unit_29884,45.3125,0.3778411671241323,66.26692414283752,56.9970965385437
59,mof_unit_29885,55.625,0.8233836445643415,53.21193337440491,31.009364128112793
60,mof_unit_29886,48.333333333333336,0.5149138422260156,53.21193337440491,31.009364128112793
61,mof_unit_29887,60.71428571428571,0.8238075867746054,62.28765845298767,50.46452879905701
62,mof_unit_29888,60.0,0.5657744043197567,46.599265933036804,25.326797366142273
63,mof_unit_29889,58.333333333333336,0.6590671549441002,47.19008207321167,25.299587845802307
64,mof_unit_29890,47.22222222222222,0.4165272701441956,64.50588703155518,52.86226272583008
65,mof_unit_29891,46.285714285714285,0.3027762823666013,65.99442958831787,52.77038812637329
66,mof_unit_29892,57.99999999999999,0.6806905197183959,65.99442958831787,52.77038812637329
67,mof_unit_29893,69.04761904761905,1.4080148676811228,68.43360662460327,61.2250030040741
68,mof_unit_29894,39.285714285714285,0.27736937113227506,68.43360662460327,61.2250030040741
69,mof_unit_29896,54.166666666666664,0.6474945462754775,65.99442958831787,52.77038812637329
70,mof_unit_29897,62.857142857142854,0.7994109270075888,65.99442958831787,52.77038812637329
71,mof_unit_29898,42.0,0.3291869471129905,65.99442958831787,52.77038812637329
72,mof_unit_29899,46.25850340136054,0.5026422362070295,52.94882655143738,35.43790280818939
73,mof_unit_29900,35.0,0.44920303135104195,76.73850655555725,70.70812582969666
74,mof_unit_29901,57.72727272727273,0.898048075194213,52.427685260772705,35.94008386135101
75,mof_unit_29902,45.0,0.41387934081034344,65.99442958831787,52.77038812637329
76,mof_unit_29903,40.0,0.2588208919300597,65.99442958831787,52.77038812637329
77,mof_unit_29904,52.77777777777778,0.5386583862404303,60.042232275009155,48.41746389865875
78,mof_unit_29905,32.0,0.25294431666836414,57.21353888511658,43.650174140930176
79,mof_unit_29906,61.16071428571429,0.8100683982380338,61.17168068885803,43.934836983680725
