,MOFname,Phi_HEA,poreV_OSE,Phi_void,Phi_acc
0,mof_unit_49701,57.49999999999999,0.721770830016609,63.043731451034546,51.034015417099
1,mof_unit_49702,63.671875,0.8316968584097766,51.94214582443237,33.95661115646362
2,mof_unit_49703,57.85714285714286,0.7519633846438663,64.94134664535522,55.85044026374817
3,mof_unit_49704,43.65079365079365,0.3135027321598675,41.35521948337555,14.410774409770966
4,mof_unit_49705,57.14285714285714,0.8253760208041719,63.043731451034546,51.034015417099
5,mof_unit_49706,40.476190476190474,0.3184590813720536,54.12917733192444,35.95933020114899
6,mof_unit_49707,46.82539682539682,0.40188346587615315,67.84168481826782,58.20191502571106
7,mof_unit_49708,48.76543209876543,0.39508263461695636,67.84168481826782,58.20191502571106
8,mof_unit_49709,70.0,1.3985589594168837,60.69480776786804,47.59090840816498
9,mof_unit_49710,41.66666666666667,0.4055897808286991,66.14947319030762,54.51631546020508
10,mof_unit_49711,54.285714285714285,0.5824807909035306,53.5287082195282,35.956937074661255
11,mof_unit_49712,51.5625,0.6446469395158623,63.043731451034546,51.034015417099
12,mof_unit_49713,41.714285714285715,0.18533947932682415,67.84168481826782,58.20191502571106
13,mof_unit_49714,25.595238095238095,0.1879892273262768,68.71212124824524,59.734851121902466
14,mof_unit_49715,60.71428571428571,0.8612899477600923,63.043731451034546,51.034015417099
15,mof_unit_49716,38.285714285714285,0.24448272999882853,55.580806732177734,40.27777910232544
16,mof_unit_49717,57.49999999999999,0.5931585837100728,50.767797231674194,33.62338840961456
17,mof_unit_49719,27.083333333333332,0.13171307785806238,60.08373498916626,46.45334780216217
18,mof_unit_49720,45.714285714285715,0.2623140513491936,71.07833623886108,62.62572407722473
19,mof_unit_49721,50.0,0.5017068122445397,55.519479513168335,37.467533349990845
20,mof_unit_49722,45.0,0.42897154843222646,47.8854775428772,26.122859120368958
21,mof_unit_49723,55.50000000000001,0.6971191802067516,55.519479513168335,37.467533349990845
22,mof_unit_49724,44.0,0.35445393624623833,63.043731451034546,51.034015417099
23,mof_unit_49725,61.66666666666667,0.7778338728984415,60.08373498916626,46.45334780216217
24,mof_unit_49726,55.00000000000001,0.8662576864047802,67.17126369476318,58.6891233921051
25,mof_unit_49727,55.333333333333336,0.5955367941130674,45.83096504211426,25.859373807907104
26,mof_unit_49728,65.71428571428571,0.7374205031854827,72.0370352268219,64.16904330253601
27,mof_unit_49729,28.333333333333332,0.17482283211809627,63.92592787742615,52.52525210380554
28,mof_unit_49730,65.5,1.0125229686983246,59.60069298744202,44.37934160232544
29,mof_unit_49731,37.38095238095238,0.13259818274913898,54.30803298950195,36.86755895614624
30,mof_unit_49732,45.0,0.33928253772152495,53.95202040672302,36.742424964904785
31,mof_unit_49733,42.285714285714285,0.36495739174479574,54.30803298950195,36.86755895614624
32,mof_unit_49734,66.02564102564102,0.913638134365754,56.31410479545593,42.50291287899017
33,mof_unit_49735,49.0,0.3604633780502133,59.57386493682861,46.66193127632141
34,mof_unit_49737,55.00000000000001,0.6541397211188816,54.30803298950195,36.86755895614624
35,mof_unit_49738,51.42857142857142,0.4432348406515794,66.91115498542786,57.44834542274475
36,mof_unit_49739,44.166666666666664,0.42965056645037103,54.30803298950195,36.86755895614624
37,mof_unit_49740,44.0,0.4232609752040409,59.60069298744202,44.37934160232544
38,mof_unit_49741,52.142857142857146,0.5480935335006903,63.92592787742615,52.52525210380554
39,mof_unit_49742,48.888888888888886,0.513538688967655,48.41235280036926,30.665507912635803
40,mof_unit_49743,56.36363636363636,0.8298840547524347,69.06920075416565,60.406047105789185
41,mof_unit_49744,49.375,0.6299548533153836,60.49003005027771,45.247864723205566
42,mof_unit_49745,63.33333333333333,1.0988643156335278,66.91115498542786,57.44834542274475
43,mof_unit_49746,55.00000000000001,0.5839577987108457,62.071263790130615,46.98634743690491
44,mof_unit_49747,59.765625,0.8435134071027869,69.06920075416565,60.406047105789185
45,mof_unit_49748,33.57142857142857,0.1325287291152883,69.06920075416565,60.406047105789185
46,mof_unit_49749,47.14285714285714,0.35364834008193113,69.06920075416565,60.406047105789185
47,mof_unit_49750,42.0,0.08358140549359717,61.83525323867798,50.301533937454224
48,mof_unit_49751,50.5,0.5226407023036449,69.06920075416565,60.406047105789185
49,mof_unit_49752,62.727272727272734,0.8990407298884708,55.99173307418823,40.545061230659485
50,mof_unit_49753,61.81818181818181,0.8603973014901677,61.83525323867798,50.301533937454224
51,mof_unit_49754,36.607142857142854,0.1784643513189912,63.43531608581543,51.258742809295654
52,mof_unit_49755,45.0,0.36739962803635706,60.49003005027771,45.247864723205566
53,mof_unit_49756,59.285714285714285,0.8948858147976488,69.06920075416565,60.406047105789185
54,mof_unit_49757,61.33333333333333,0.6680698886838998,69.06920075416565,60.406047105789185
55,mof_unit_49758,35.833333333333336,0.1936364783821929,64.66450095176697,51.41414403915405
56,mof_unit_49759,45.0,0.47212252683150085,60.35766005516052,46.65032625198364
57,mof_unit_49760,43.75,0.3972263615004154,69.06920075416565,60.406047105789185
58,mof_unit_49761,52.0,0.6075345926086436,55.99173307418823,40.545061230659485
59,mof_unit_49762,48.4375,0.5211248878009241,55.99173307418823,40.545061230659485
60,mof_unit_49763,61.0,0.7883992103223016,69.06920075416565,60.406047105789185
61,mof_unit_49764,26.38888888888889,0.25859376830390374,56.31410479545593,42.50291287899017
62,mof_unit_49765,51.66666666666667,0.5699129861451135,69.38664317131042,59.604036808013916
63,mof_unit_49766,38.857142857142854,0.31300275581667436,41.54040515422821,18.79734843969345
64,mof_unit_49768,42.5,0.6092806531629832,69.38664317131042,59.604036808013916
65,mof_unit_49770,60.0,0.6634061233022168,74.30949807167053,65.20588397979736
66,mof_unit_49771,41.964285714285715,0.29766443084861566,63.80165219306946,52.413225173950195
67,mof_unit_49772,48.333333333333336,0.5533090536877142,63.80165219306946,52.413225173950195
68,mof_unit_49773,67.61904761904762,1.031525444506185,67.93770790100098,58.45959782600403
69,mof_unit_49774,49.0,0.4458414015902517,41.54040515422821,18.79734843969345
70,mof_unit_49775,55.55555555555556,0.7210001569219264,61.68698072433472,48.38504195213318
71,mof_unit_49776,51.02040816326531,0.6030773036447163,58.0078125,43.96033585071564
72,mof_unit_49777,34.598214285714285,0.29549825790880707,60.59027910232544,46.28472328186035
73,mof_unit_49778,60.55555555555555,0.9584360750692232,67.9753065109253,59.44444537162781
74,mof_unit_49779,70.43650793650794,1.2954876426019497,61.328673362731934,48.85198175907135
75,mof_unit_49780,51.78571428571429,0.5890863425845198,59.36949849128723,44.59677338600159
76,mof_unit_49781,37.0,0.30826239944385647,55.73153495788574,37.54971623420715
77,mof_unit_49782,60.45454545454545,0.8968825597831855,59.36949849128723,44.59677338600159
78,mof_unit_49783,44.44444444444444,0.3570181958276819,50.31049847602844,29.4149249792099
79,mof_unit_49784,65.71428571428571,0.9308242583572447,56.72808885574341,38.07534873485565
80,mof_unit_49785,41.77777777777778,0.4587350315012806,50.31049847602844,29.4149249792099
81,mof_unit_49786,54.54545454545454,0.6151489188042083,61.68698072433472,48.38504195213318
82,mof_unit_49787,54.59183673469388,0.6109392347901369,56.498318910598755,42.04713702201843
83,mof_unit_49788,41.015625,0.330828634729446,67.98052191734314,58.85065197944641
84,mof_unit_49789,57.14285714285714,0.8992609418330589,55.08243441581726,41.11827909946442
85,mof_unit_49790,48.80952380952381,0.44914269606902557,61.722224950790405,48.904040455818176
86,mof_unit_49792,53.47222222222222,0.45009870854997047,39.29972052574158,21.21008336544037
87,mof_unit_49793,26.25,0.21514983677085264,56.72808885574341,38.07534873485565
88,mof_unit_49794,54.08163265306123,0.659316500437552,39.468714594841,14.315229654312134
89,mof_unit_49795,44.285714285714285,0.46398770413449125,61.722224950790405,48.904040455818176
90,mof_unit_49796,60.83333333333333,0.8552322722669836,55.785125494003296,40.48553705215454
91,mof_unit_49797,64.66666666666666,0.8904301697724842,61.68698072433472,48.38504195213318
92,mof_unit_49798,47.22222222222222,0.5046814019823762,68.32386255264282,59.44128632545471
93,mof_unit_49799,47.5,0.6515802336561248,64.03846144676208,51.82983875274658
94,mof_unit_49800,54.285714285714285,0.521856879228573,61.4124596118927,48.57679903507233
95,mof_unit_49801,28.499999999999996,0.17114659330602816,69.19025778770447,60.829490423202515
96,mof_unit_49802,55.35714285714286,0.5825398647409197,39.468714594841,14.315229654312134
97,mof_unit_49803,69.0909090909091,1.177410054012712,64.69155550003052,54.09091114997864
98,mof_unit_49804,50.0,0.4312437159700918,60.38411259651184,47.33072817325592
99,mof_unit_49805,54.6875,0.6777491827334134,73.83261322975159,66.79956912994385
100,mof_unit_49806,47.61904761904761,0.4010614834329824,56.933391094207764,43.32844614982605
101,mof_unit_49807,56.42857142857143,0.7808186417038447,64.69155550003052,54.09091114997864
102,mof_unit_49808,30.28571428571429,0.2100476794261932,69.19025778770447,60.829490423202515
