,MOFname,Phi_HEA,poreV_OSE,Phi_void,Phi_acc
0,mof_unit_36779,65.5,1.1523715802332597,54.58874702453613,37.71645128726959
1,mof_unit_36780,42.06349206349206,0.307807201708479,54.58874702453613,37.71645128726959
2,mof_unit_36781,44.24242424242424,0.40884146618708933,54.58874702453613,37.71645128726959
3,mof_unit_36782,52.38095238095239,0.618042470984046,54.58874702453613,37.71645128726959
4,mof_unit_36783,62.03703703703704,0.9521192627459998,68.69463920593262,60.046619176864624
5,mof_unit_36784,56.00000000000001,0.5053549311503059,62.85108923912048,53.04576754570007
6,mof_unit_36785,75.55555555555556,1.6989241006607274,59.81736779212952,46.627435088157654
7,mof_unit_36786,56.42857142857143,0.657992487840554,60.859376192092896,48.53693246841431
8,mof_unit_36787,55.925925925925924,0.6377162782739546,68.68607997894287,59.13352370262146
9,mof_unit_36788,55.833333333333336,0.6867694959759643,62.85108923912048,53.04576754570007
10,mof_unit_36789,53.0,0.4967233989051067,62.85108923912048,53.04576754570007
11,mof_unit_36790,48.0,0.4879827050715821,54.58874702453613,37.71645128726959
12,mof_unit_36791,62.301587301587304,0.9353332469795858,63.699495792388916,52.146464586257935
13,mof_unit_36792,42.857142857142854,0.43191954275237615,62.85108923912048,53.04576754570007
14,mof_unit_36793,65.625,1.3874121558602945,64.86014127731323,54.239511489868164
15,mof_unit_36794,55.208333333333336,0.6190097828362516,61.126261949539185,46.52525186538696
16,mof_unit_36795,52.5,0.7365159699410809,72.24829196929932,64.39882516860962
17,mof_unit_36796,50.66666666666667,0.6375657675514648,62.85108923912048,53.04576754570007
18,mof_unit_36797,52.0,0.5058359034682631,62.85108923912048,53.04576754570007
19,mof_unit_36799,63.5,0.7098879839237366,58.69508981704712,44.169896841049194
20,mof_unit_36800,57.58928571428571,0.5390422097028905,57.027649879455566,40.982404351234436
21,mof_unit_36801,28.999999999999996,0.15793696332804255,62.85108923912048,53.04576754570007
22,mof_unit_36802,52.31481481481482,0.5177672644930938,54.58874702453613,37.71645128726959
23,mof_unit_36803,66.16161616161617,1.0819627987518645,31.650197505950928,11.47233173251152
24,mof_unit_36804,50.0,0.5736295311304642,47.95076847076416,29.032358527183533
25,mof_unit_36805,49.0,0.355613838483421,47.95076847076416,29.032358527183533
26,mof_unit_36806,45.23809523809524,0.2810328697456368,75.65744519233704,68.56195330619812
27,mof_unit_36807,67.77777777777779,1.068943169624328,47.95076847076416,29.032358527183533
28,mof_unit_36808,56.666666666666664,0.5826733040705329,47.95076847076416,29.032358527183533
29,mof_unit_36809,47.77777777777778,0.5641394671746017,52.874332666397095,35.5918824672699
30,mof_unit_36810,52.59259259259259,0.38363151400941553,67.62040257453918,57.325488328933716
31,mof_unit_36811,47.77777777777778,0.38199739503100183,75.65744519233704,68.56195330619812
32,mof_unit_36812,46.25,0.4780815573811623,45.15151381492615,23.3441561460495
33,mof_unit_36813,50.85227272727273,0.445920790639096,52.058082818984985,33.18181931972504
34,mof_unit_36814,50.0,0.4736001423446037,59.81736779212952,46.627435088157654
35,mof_unit_36815,40.74074074074074,0.128642587428388,67.92207956314087,58.79870057106018
36,mof_unit_36816,53.095238095238095,0.608404045320944,67.37799644470215,55.54383993148804
37,mof_unit_36817,52.5,0.4994884559873297,59.81736779212952,46.627435088157654
