,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,"[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1c2c(I)cccc2c(c2c1cccc2I)C(=O)[O-].[O].[V] MOFid-v1.acs,nbo.cat0;mof_unit_pretest_776",Zn.GZAAWWULVSUCDV.XWDDRRAAEQOLLX.MOFkey-v1.acs,"['[O]', '[V]']","['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)c1c2c(I)cccc2c(c2c1cccc2I)C(=O)[O-]']",[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1c2c(I)cccc2c(c2c1cccc2I)C(=O)[O-].[O].[V],"acs,nbo",0,mof_unit_pretest_776
1,CCCOC(=CC(=O)[O-])C=CC(=O)[O-].N=CC=N.[Cu][Cu] MOFid-v1.nbo.cat0;mof_unit_pretest_777,Ni.DOAQPHSWWOPVSH.LQMFSCSXLGHLLH.MOFkey-v1.nbo,['[Cu][Cu]'],"['CCCOC(=CC(=O)[O-])C=CC(=O)[O-]', 'N=CC=N']",CCCOC(=CC(=O)[O-])C=CC(=O)[O-].N=CC=N.[Cu][Cu],nbo,0,mof_unit_pretest_777
2,"CCC12C3C4(C2(C2C1(C3(C42CC)CC)C#CC(=O)[O-])CC)C#CC(=O)[O-].CCN=C(C(=NCC)Cl)Cl.ClC(=CC=C(C(=O)[O-])Cl)C(=O)[O-].[Cu][Cu] MOFid-v1.acs,nbo.cat0;mof_unit_pretest_778",Zn.SSNMISUJOQAFRR.TXCIFZKDVXVJDW.ZKDZXXPYDMHQND.MOFkey-v1.acs,['[Cu][Cu]'],"['CCC12C3C4(C2(C2C1(C3(C42CC)CC)C#CC(=O)[O-])CC)C#CC(=O)[O-]', 'CCN=C(C(=NCC)Cl)Cl', 'ClC(=CC=C(C(=O)[O-])Cl)C(=O)[O-]']",CCC12C3C4(C2(C2C1(C3(C42CC)CC)C#CC(=O)[O-])CC)C#CC(=O)[O-].CCN=C(C(=NCC)Cl)Cl.ClC(=CC=C(C(=O)[O-])Cl)C(=O)[O-].[Cu][Cu],"acs,nbo",0,mof_unit_pretest_778
3,"CCCOC1=N[C]2[C](N=C1)CC2.CNc1c(ccc2c1c1ccc3c(c1cc2)cc(cc3)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-] MOFid-v1.acs,nbo.cat0;mof_unit_pretest_779",Zn.SSNMISUJOQAFRR.TXCIFZKDVXVJDW.ZKDZXXPYDMHQND.MOFkey-v1.acs,['[Cu][Cu]'],"['CCCOC1=N[C]2[C](N=C1)CC2', 'CNc1c(ccc2c1c1ccc3c(c1cc2)cc(cc3)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]']",CCCOC1=N[C]2[C](N=C1)CC2.CNc1c(ccc2c1c1ccc3c(c1cc2)cc(cc3)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-],"acs,nbo",0,mof_unit_pretest_779
4,"CO[N][C](C(=NOC)OC)NC.COc1cc(c(cc1C(=O)[O-])NC)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3cc(NC)c3c2c(c(c1NC)NC)C(=O)N(C3=O)c1cc(NC)c(c(c1)OC)C(=O)[O-].C[NH]=C([CH]C(=O)[O-])C=CC(=O)[O-].[Zn][Zn] MOFid-v1.acs,nbo.cat0;mof_unit_pretest_780",Zn.GZAAWWULVSUCDV.XWDDRRAAEQOLLX.MOFkey-v1.acs,['[Zn][Zn]'],"['CO[N][C](C(=NOC)OC)NC', 'COc1cc(c(cc1C(=O)[O-])NC)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3cc(NC)c3c2c(c(c1NC)NC)C(=O)N(C3=O)c1cc(NC)c(c(c1)OC)C(=O)[O-]', 'C[NH]=C([CH]C(=O)[O-])C=CC(=O)[O-]']",CO[N][C](C(=NOC)OC)NC.COc1cc(c(cc1C(=O)[O-])NC)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3cc(NC)c3c2c(c(c1NC)NC)C(=O)N(C3=O)c1cc(NC)c(c(c1)OC)C(=O)[O-].C[NH]=C([CH]C(=O)[O-])C=CC(=O)[O-].[Zn][Zn],"acs,nbo",0,mof_unit_pretest_780
5,"N=CC=N.[Cu][Cu].[O-]C(=O)C#CC12CC(S(O)([O])[O])C(C(C1S([O])(O)[O])S(O)([O])[O])(C(C2S([O])([O])O)(O)O)C#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])O MOFid-v1.acs,nbo.cat0;mof_unit_pretest_781",Zn.SSNMISUJOQAFRR.TXCIFZKDVXVJDW.ZKDZXXPYDMHQND.MOFkey-v1.acs,['[Cu][Cu]'],"['N=CC=N', '[O-]C(=O)C#CC12CC(S(O)([O])[O])C(C(C1S([O])(O)[O])S(O)([O])[O])(C(C2S([O])([O])O)(O)O)C#CC(=O)[O-]', '[O-]C(=O)C=CC=C(C(=O)[O-])O']",N=CC=N.[Cu][Cu].[O-]C(=O)C#CC12CC(S(O)([O])[O])C(C(C1S([O])(O)[O])S(O)([O])[O])(C(C2S([O])([O])O)(O)O)C#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])O,"acs,nbo",0,mof_unit_pretest_781
6,"O=N(=O)c1cnc2c(n1)cccc2.[Cu][Cu].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-].[O-]C(=O)c1ccc(c2c1cc(cc2)N(=O)=O)C(=O)[O-] MOFid-v1.acs,nbo.cat0;mof_unit_pretest_782",Ni.QDARQHMJUNQACA.UGSBXBVTSWNPOV.YNRGGGMLCHCBGU.MOFkey-v1.acs,['[Cu][Cu]'],"['O=N(=O)c1cnc2c(n1)cccc2', '[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1cc(cc2)N(=O)=O)C(=O)[O-]']",O=N(=O)c1cnc2c(n1)cccc2.[Cu][Cu].[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-].[O-]C(=O)c1ccc(c2c1cc(cc2)N(=O)=O)C(=O)[O-],"acs,nbo",0,mof_unit_pretest_782
7,"C1C(C=O)c2c1nccn2.O=CC1C(C=O)c2c1c(ccc2C(=O)[O-])C(=O)[O-].O=Cc1cc2c3ccc4c5c3c(c3c2c2c1C(=O)N(c1ccc(cc1)C(=O)[O-])C(=O)c2cc3)ccc5C(=O)N(C4=O)c1ccc(c(c1)O)C(=O)[O-].[Cu][Cu] MOFid-v1.acs,nbo.cat0;mof_unit_pretest_783",V.HNOBPZDMABXHQK.KKEYFWRCBNTPAC.LUZKKRPROWYBLR.MOSNGVQFTBMDCV.MOFkey-v1.acs,['[Cu][Cu]'],"['C1C(C=O)c2c1nccn2', 'O=CC1C(C=O)c2c1c(ccc2C(=O)[O-])C(=O)[O-]', 'O=Cc1cc2c3ccc4c5c3c(c3c2c2c1C(=O)N(c1ccc(cc1)C(=O)[O-])C(=O)c2cc3)ccc5C(=O)N(C4=O)c1ccc(c(c1)O)C(=O)[O-]']",C1C(C=O)c2c1nccn2.O=CC1C(C=O)c2c1c(ccc2C(=O)[O-])C(=O)[O-].O=Cc1cc2c3ccc4c5c3c(c3c2c2c1C(=O)N(c1ccc(cc1)C(=O)[O-])C(=O)c2cc3)ccc5C(=O)N(C4=O)c1ccc(c(c1)O)C(=O)[O-].[Cu][Cu],"acs,nbo",0,mof_unit_pretest_783
8,"Brc1cc(ccc1C=Cc1ccc(cc1Br)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(c2c(c1S(O)([O])[O])c(cc(c2S([O])(O)[O])C(=O)[O-])S(O)([O])[O])S([O])([O])O.[Zn][Zn].c1ncc2c(c1)cncc2 MOFid-v1.acs,nbo.cat0;mof_unit_pretest_784",Zn.RRVOVCZZTSWZHG.RZJSOKVRINWMAQ.XMWCSBOEDUCGFV.MOFkey-v1.acs,['[Zn][Zn]'],"['Brc1cc(ccc1C=Cc1ccc(cc1Br)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc(c2c(c1S(O)([O])[O])c(cc(c2S([O])(O)[O])C(=O)[O-])S(O)([O])[O])S([O])([O])O', 'c1ncc2c(c1)cncc2']",Brc1cc(ccc1C=Cc1ccc(cc1Br)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(c2c(c1S(O)([O])[O])c(cc(c2S([O])(O)[O])C(=O)[O-])S(O)([O])[O])S([O])([O])O.[Zn][Zn].c1ncc2c(c1)cncc2,"acs,nbo",0,mof_unit_pretest_784
9,"CC(=CC=C(C(=O)[O-])C)C(=O)[O-].C[N]C(=C(c1ccccc1)[N]C)c1ccccc1.[Cu][Cu].[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])C)c1ccccc1)C)c1ccccc1 MOFid-v1.acs,nbo.cat0;mof_unit_pretest_785",Zn.SSNMISUJOQAFRR.TXCIFZKDVXVJDW.ZKDZXXPYDMHQND.MOFkey-v1.acs,['[Cu][Cu]'],"['CC(=CC=C(C(=O)[O-])C)C(=O)[O-]', 'C[N]C(=C(c1ccccc1)[N]C)c1ccccc1', '[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])C)c1ccccc1)C)c1ccccc1']",CC(=CC=C(C(=O)[O-])C)C(=O)[O-].C[N]C(=C(c1ccccc1)[N]C)c1ccccc1.[Cu][Cu].[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])C)c1ccccc1)C)c1ccccc1,"acs,nbo",0,mof_unit_pretest_785
