,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,"CCCOC12C3(O)C4(C2(C2(C1(C3(C42OCCC)OCCC)C#CC(=O)[O-])O)OCCC)C#CC(=O)[O-].CCCOc1cc(C(=O)[O-])c(c(c1C1=N[N]C(=N[N]1)c1c(OCCC)cc(c(c1O)O)C(=O)[O-])O)O.[O].[V] MOFid-v1.bcu,rna.cat0;mof_unit_pretest_876",V.BSAYPQWRMLHLGW.IBRRAVDMQJOINC.MOFkey-v1.bcu,"['[O]', '[V]']","['CCCOC12C3(O)C4(C2(C2(C1(C3(C42OCCC)OCCC)C#CC(=O)[O-])O)OCCC)C#CC(=O)[O-]', 'CCCOc1cc(C(=O)[O-])c(c(c1C1=N[N]C(=N[N]1)c1c(OCCC)cc(c(c1O)O)C(=O)[O-])O)O']",CCCOC12C3(O)C4(C2(C2(C1(C3(C42OCCC)OCCC)C#CC(=O)[O-])O)OCCC)C#CC(=O)[O-].CCCOc1cc(C(=O)[O-])c(c(c1C1=N[N]C(=N[N]1)c1c(OCCC)cc(c(c1O)O)C(=O)[O-])O)O.[O].[V],"bcu,rna",0,mof_unit_pretest_876
1,CCOC12C3C4C2(C2C1C3(C42OCC)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn].c1ncc2c(c1)cncc2 MOFid-v1.bcu.cat0;mof_unit_pretest_877,V.BSAYPQWRMLHLGW.IBRRAVDMQJOINC.MOFkey-v1.bcu,['[Zn][Zn]'],"['CCOC12C3C4C2(C2C1C3(C42OCC)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]', 'c1ncc2c(c1)cncc2']",CCOC12C3C4C2(C2C1C3(C42OCC)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn].c1ncc2c(c1)cncc2,bcu,0,mof_unit_pretest_877
2,[Cu][Cu].[O-]C(=O)c1cc(Br)c(c2c1CC2)C(=O)[O-].[O-]C(=O)c1cc(O)c(c2c1CC2)C(=O)[O-].c1cnc2c(n1)CC2 MOFid-v1.bcu.cat0;mof_unit_pretest_878,Zn.JLUKPNVFYNVPBM.JODIGXNKHZUOBL.KYMVBVBRCRFHIE.MOFkey-v1.bcu,['[Cu][Cu]'],"['[O-]C(=O)c1cc(Br)c(c2c1CC2)C(=O)[O-]', '[O-]C(=O)c1cc(O)c(c2c1CC2)C(=O)[O-]', 'c1cnc2c(n1)CC2']",[Cu][Cu].[O-]C(=O)c1cc(Br)c(c2c1CC2)C(=O)[O-].[O-]C(=O)c1cc(O)c(c2c1CC2)C(=O)[O-].c1cnc2c(n1)CC2,bcu,0,mof_unit_pretest_878
3,N#CC12C3C4(C2(C2C1(C3(C42C#N)S([O])(O)[O])S(O)([O])[O])S([O])(O)[O])S([O])([O])O.[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])c1ccccc1)S([O])(O)[O])c1ccccc1)S([O])(O)[O].[O-]C(=O)c1ccc(c(c1)S(O)([O])[O])[CH][CH]c1ccc(cc1S([O])([O])O)C(=O)[O-].[Zn][Zn] MOFid-v1.bcu.cat0;mof_unit_pretest_879,V.BSAYPQWRMLHLGW.IBRRAVDMQJOINC.MOFkey-v1.bcu,['[Zn][Zn]'],"['N#CC12C3C4(C2(C2C1(C3(C42C#N)S([O])(O)[O])S(O)([O])[O])S([O])(O)[O])S([O])([O])O', '[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])c1ccccc1)S([O])(O)[O])c1ccccc1)S([O])(O)[O]', '[O-]C(=O)c1ccc(c(c1)S(O)([O])[O])[CH][CH]c1ccc(cc1S([O])([O])O)C(=O)[O-]']",N#CC12C3C4(C2(C2C1(C3(C42C#N)S([O])(O)[O])S(O)([O])[O])S([O])(O)[O])S([O])([O])O.[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])c1ccccc1)S([O])(O)[O])c1ccccc1)S([O])(O)[O].[O-]C(=O)c1ccc(c(c1)S(O)([O])[O])[CH][CH]c1ccc(cc1S([O])([O])O)C(=O)[O-].[Zn][Zn],bcu,0,mof_unit_pretest_879
4,CCC(=CC=C(C(=O)[O-])F)C(=O)[O-].CCc1c(F)c2c(F)cc(cc2c2c1c(C(=O)[O-])c(F)c(c2)F)C(=O)[O-].FN=C(C(=NF)F)F.[Cu][Cu] MOFid-v1.bcu.cat0;mof_unit_pretest_880,Zn.FKZQDRPJVGPKFK.LLQLGXNKQCVJPZ.QFLGBGVDTLYUSB.MOFkey-v1.bcu,['[Cu][Cu]'],"['CCC(=CC=C(C(=O)[O-])F)C(=O)[O-]', 'CCc1c(F)c2c(F)cc(cc2c2c1c(C(=O)[O-])c(F)c(c2)F)C(=O)[O-]', 'FN=C(C(=NF)F)F']",CCC(=CC=C(C(=O)[O-])F)C(=O)[O-].CCc1c(F)c2c(F)cc(cc2c2c1c(C(=O)[O-])c(F)c(c2)F)C(=O)[O-].FN=C(C(=NF)F)F.[Cu][Cu],bcu,0,mof_unit_pretest_880
5,CO[N][N]OC.COc1cc(C2=N[N]C(=N[N]2)c2cc(OC)c(c(c2OC)OC)C(=O)[O-])c(c(c1C(=O)[O-])OC)OC.O=C[C]([C](C(=O)[O-])C=O)C(=O)[O-].[Cu][Cu] MOFid-v1.bcu.cat0;mof_unit_pretest_881,V.BSAYPQWRMLHLGW.IBRRAVDMQJOINC.MOFkey-v1.bcu,['[Cu][Cu]'],"['CO[N][N]OC', 'COc1cc(C2=N[N]C(=N[N]2)c2cc(OC)c(c(c2OC)OC)C(=O)[O-])c(c(c1C(=O)[O-])OC)OC', 'O=C[C]([C](C(=O)[O-])C=O)C(=O)[O-]']",CO[N][N]OC.COc1cc(C2=N[N]C(=N[N]2)c2cc(OC)c(c(c2OC)OC)C(=O)[O-])c(c(c1C(=O)[O-])OC)OC.O=C[C]([C](C(=O)[O-])C=O)C(=O)[O-].[Cu][Cu],bcu,0,mof_unit_pretest_881
6,CCCO[C]([C]([C]([C](C(=O)[O-])OCCC)C#N)C#N)C(=O)[O-].N#N.[O-]C(=O)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat0;mof_unit_pretest_882,Zn.BUPJNFNQBLUENW.RXOHFPCZGPKIRD.SSNMISUJOQAFRR.MOFkey-v1.ERROR,['[Zn][Zn]'],"['CCCO[C]([C]([C]([C](C(=O)[O-])OCCC)C#N)C#N)C(=O)[O-]', 'N#N', '[O-]C(=O)C#CC(=O)[O-]']",CCCO[C]([C]([C]([C](C(=O)[O-])OCCC)C#N)C#N)C(=O)[O-].N#N.[O-]C(=O)C#CC(=O)[O-].[Zn][Zn],ERROR,0,mof_unit_pretest_882
7,CCCc1ncc(nc1)CCC.ClC(=CC=C(C(=O)[O-])Cl)C(=O)[O-].[Cu][Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-] MOFid-v1.bcu.cat0;mof_unit_pretest_883,Zn.GHXZZOAQRNURHI.NWHZQELJCLSKNV.PWXDDUUVPMTSJK.MOFkey-v1.bcu,['[Cu][Cu]'],"['CCCc1ncc(nc1)CCC', 'ClC(=CC=C(C(=O)[O-])Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']",CCCc1ncc(nc1)CCC.ClC(=CC=C(C(=O)[O-])Cl)C(=O)[O-].[Cu][Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-],bcu,0,mof_unit_pretest_883
8,CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])cccc2.[Cr][O]([Cr])[Cr].[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-] MOFid-v1.bcu.cat0;mof_unit_pretest_884,V.BSAYPQWRMLHLGW.IBRRAVDMQJOINC.MOFkey-v1.bcu,['[Cr][O]([Cr])[Cr]'],"['CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])cccc2', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-]']",CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])cccc2.[Cr][O]([Cr])[Cr].[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],bcu,0,mof_unit_pretest_884
9,CCOC1(OCC)c2c(cc(c(c2C1(Br)Br)C(=O)[O-])Br)C(=O)[O-].CCOC1C(OCC)c2c1nc(cn2)Br.[Cu][Cu].[O-]C(=O)C#CC#CC(=O)[O-] MOFid-v1.bcu.cat0;mof_unit_pretest_885,V.BSAYPQWRMLHLGW.IBRRAVDMQJOINC.MOFkey-v1.bcu,['[Cu][Cu]'],"['CCOC1(OCC)c2c(cc(c(c2C1(Br)Br)C(=O)[O-])Br)C(=O)[O-]', 'CCOC1C(OCC)c2c1nc(cn2)Br', '[O-]C(=O)C#CC#CC(=O)[O-]']",CCOC1(OCC)c2c(cc(c(c2C1(Br)Br)C(=O)[O-])Br)C(=O)[O-].CCOC1C(OCC)c2c1nc(cn2)Br.[Cu][Cu].[O-]C(=O)C#CC#CC(=O)[O-],bcu,0,mof_unit_pretest_885
