,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,"CNc1cc(C(=O)[O-])c(cc1C(=O)[O-])NC.CNc1ncc(nc1)NC.O=C[C]([C](C(=O)[O-])C=O)C(=O)[O-].[Zn][Zn] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_667","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Zn][Zn]'],"['CNc1cc(C(=O)[O-])c(cc1C(=O)[O-])NC', 'CNc1ncc(nc1)NC', 'O=C[C]([C](C(=O)[O-])C=O)C(=O)[O-]']",CNc1cc(C(=O)[O-])c(cc1C(=O)[O-])NC.CNc1ncc(nc1)NC.O=C[C]([C](C(=O)[O-])C=O)C(=O)[O-].[Zn][Zn],"ERROR,acs",0,mof_unit_pretest_667
1,"[Cu][Cu].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].c1ccc2c(c1)nccn2 MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_668","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cu][Cu]'],"['[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-]', 'c1ccc2c(c1)nccn2']",[Cu][Cu].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].c1ccc2c(c1)nccn2,"ERROR,acs",0,mof_unit_pretest_668
2,"CCCOc1c(C#N)c2C(=O)N(c3cc(OCCC)c(cc3OCCC)C(=O)[O-])C(=O)c3c2c2c1C(=O)N(c1cc(OCCC)c(cc1OCCC)C(=O)[O-])C(=O)c2c(c3OCCC)C#N.CCCOc1cc2c(c3c1ccc(c3)C(=O)[O-])cc(c1c2cc(cc1)C(=O)[O-])OCCC.[Cu][Cu].n1ccc2c(c1)c1ccc3c(c1cc2)cncc3 MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_669","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cu][Cu]'],"['CCCOc1c(C#N)c2C(=O)N(c3cc(OCCC)c(cc3OCCC)C(=O)[O-])C(=O)c3c2c2c1C(=O)N(c1cc(OCCC)c(cc1OCCC)C(=O)[O-])C(=O)c2c(c3OCCC)C#N', 'CCCOc1cc2c(c3c1ccc(c3)C(=O)[O-])cc(c1c2cc(cc1)C(=O)[O-])OCCC', 'n1ccc2c(c1)c1ccc3c(c1cc2)cncc3']",CCCOc1c(C#N)c2C(=O)N(c3cc(OCCC)c(cc3OCCC)C(=O)[O-])C(=O)c3c2c2c1C(=O)N(c1cc(OCCC)c(cc1OCCC)C(=O)[O-])C(=O)c2c(c3OCCC)C#N.CCCOc1cc2c(c3c1ccc(c3)C(=O)[O-])cc(c1c2cc(cc1)C(=O)[O-])OCCC.[Cu][Cu].n1ccc2c(c1)c1ccc3c(c1cc2)cncc3,"ERROR,acs",0,mof_unit_pretest_669
3,"OC(=O)C1CC2(C(=O)[O-])C(CC1(CC2C(=O)O)C(=O)[O-])C(=O)O.OC(=O)c1ncc2c(c1)ccc1c2ccc2c1cncc2.[O-]C(=O)c1ccc2c(c1)c1cc(C(=O)O)c3c(c1cc2)cc(cc3)C(=O)[O-].[Zn][Zn] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_670","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Zn][Zn]'],"['OC(=O)C1CC2(C(=O)[O-])C(CC1(CC2C(=O)O)C(=O)[O-])C(=O)O', 'OC(=O)c1ncc2c(c1)ccc1c2ccc2c1cncc2', '[O-]C(=O)c1ccc2c(c1)c1cc(C(=O)O)c3c(c1cc2)cc(cc3)C(=O)[O-]']",OC(=O)C1CC2(C(=O)[O-])C(CC1(CC2C(=O)O)C(=O)[O-])C(=O)O.OC(=O)c1ncc2c(c1)ccc1c2ccc2c1cncc2.[O-]C(=O)c1ccc2c(c1)c1cc(C(=O)O)c3c(c1cc2)cc(cc3)C(=O)[O-].[Zn][Zn],"ERROR,acs",0,mof_unit_pretest_670
4,"Clc1cc(C(=O)[O-])c(cc1N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4c1c2c3cc(F)c3c2c(cc1)C(=O)N(C3=O)c1cc(F)c(cc1Cl)C(=O)[O-])F.FN=NF.[Cu][Cu].[O-]C(=O)C=CC(=O)[O-] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_671","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cu][Cu]'],"['Clc1cc(C(=O)[O-])c(cc1N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4c1c2c3cc(F)c3c2c(cc1)C(=O)N(C3=O)c1cc(F)c(cc1Cl)C(=O)[O-])F', 'FN=NF', '[O-]C(=O)C=CC(=O)[O-]']",Clc1cc(C(=O)[O-])c(cc1N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4c1c2c3cc(F)c3c2c(cc1)C(=O)N(C3=O)c1cc(F)c(cc1Cl)C(=O)[O-])F.FN=NF.[Cu][Cu].[O-]C(=O)C=CC(=O)[O-],"ERROR,acs",0,mof_unit_pretest_671
5,"CO[C](C=C(C(=O)[O-])OC)[CH]C(=O)[O-].COc1c(O)c(C(=O)[O-])c2c(c1C(=O)[O-])c(O)ccc2O.ON=CC(=NO)OC.[Zn][Zn] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_672","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Zn][Zn]'],"['CO[C](C=C(C(=O)[O-])OC)[CH]C(=O)[O-]', 'COc1c(O)c(C(=O)[O-])c2c(c1C(=O)[O-])c(O)ccc2O', 'ON=CC(=NO)OC']",CO[C](C=C(C(=O)[O-])OC)[CH]C(=O)[O-].COc1c(O)c(C(=O)[O-])c2c(c1C(=O)[O-])c(O)ccc2O.ON=CC(=NO)OC.[Zn][Zn],"ERROR,acs",0,mof_unit_pretest_672
6,"CCOC1=N[C]2[C](N=C1)CC2F.CCOC1Cc2c1c(cc(c2C(=O)[O-])F)C(=O)[O-].[Cu][Cu] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_673","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cu][Cu]'],"['CCOC1=N[C]2[C](N=C1)CC2F', 'CCOC1Cc2c1c(cc(c2C(=O)[O-])F)C(=O)[O-]']",CCOC1=N[C]2[C](N=C1)CC2F.CCOC1Cc2c1c(cc(c2C(=O)[O-])F)C(=O)[O-].[Cu][Cu],"ERROR,acs",0,mof_unit_pretest_673
7,"Nc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1cc(N)c(c(c1)O)C(=O)[O-])O)O.Oc1cc(C(=O)[O-])c(cc1C#Cc1c(N)c(O)c(c(c1O)O)C(=O)[O-])O.Oc1cc(ccc1C#Cc1cc(O)c(c(c1O)O)C(=O)[O-])C(=O)[O-].[Cr][O]([Cr])[Cr].[O-]C(=O)c1cc(O)c(c(c1O)N)C#Cc1c(N)cc(c(c1O)N)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)O)c1nnc(nn1)c1cc(O)c(c(c1N)O)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_674","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cr][O]([Cr])[Cr]'],"['Nc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1cc(N)c(c(c1)O)C(=O)[O-])O)O', 'Oc1cc(C(=O)[O-])c(cc1C#Cc1c(N)c(O)c(c(c1O)O)C(=O)[O-])O', 'Oc1cc(ccc1C#Cc1cc(O)c(c(c1O)O)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc(O)c(c(c1O)N)C#Cc1c(N)cc(c(c1O)N)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)O)c1nnc(nn1)c1cc(O)c(c(c1N)O)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]']",Nc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1cc(N)c(c(c1)O)C(=O)[O-])O)O.Oc1cc(C(=O)[O-])c(cc1C#Cc1c(N)c(O)c(c(c1O)O)C(=O)[O-])O.Oc1cc(ccc1C#Cc1cc(O)c(c(c1O)O)C(=O)[O-])C(=O)[O-].[Cr][O]([Cr])[Cr].[O-]C(=O)c1cc(O)c(c(c1O)N)C#Cc1c(N)cc(c(c1O)N)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)O)c1nnc(nn1)c1cc(O)c(c(c1N)O)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-],"ERROR,acs",0,mof_unit_pretest_674
8,"CCCOC(=Cc1ccc(cc1O)C(=O)[O-])c1ccc(c(c1)O)C(=O)[O-].CCCOC1CC2(CCC1(CC2OCCC)C(=O)[O-])C(=O)[O-].CCCOC1CN2CC(N1CC2O)O.[Cu][Cu] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_675","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cu][Cu]'],"['CCCOC(=Cc1ccc(cc1O)C(=O)[O-])c1ccc(c(c1)O)C(=O)[O-]', 'CCCOC1CC2(CCC1(CC2OCCC)C(=O)[O-])C(=O)[O-]', 'CCCOC1CN2CC(N1CC2O)O']",CCCOC(=Cc1ccc(cc1O)C(=O)[O-])c1ccc(c(c1)O)C(=O)[O-].CCCOC1CC2(CCC1(CC2OCCC)C(=O)[O-])C(=O)[O-].CCCOC1CN2CC(N1CC2O)O.[Cu][Cu],"ERROR,acs",0,mof_unit_pretest_675
9,"O=N(=O)c1c(cc2c3c1c(N(=O)=O)c(F)c1c3c(cc2F)c(c(c1F)C(=O)[O-])F)C(=O)[O-].[Cr][O]([Cr])[Cr].[O-]C(=O)C#CC12C3(F)C4(C1(F)C1(C2(C3(C41C#CC(=O)[O-])F)N(=O)=O)N(=O)=O)F.[O-]C(=O)C#CC12C3C4C1(N(=O)=O)C1(C2(C3(C41C#CC(=O)[O-])F)F)F.[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])F)N(=O)=O)N(=O)=O.[O-]C(=O)c1cc2ccc3c4c2c(c1)cc(c4c(c(c3)C(=O)[O-])F)F.[O-]C(=O)c1cc2ccc3c4c2c(c1)cc(c4cc(c3N(=O)=O)C(=O)[O-])F MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_676","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cr][O]([Cr])[Cr]'],"['O=N(=O)c1c(cc2c3c1c(N(=O)=O)c(F)c1c3c(cc2F)c(c(c1F)C(=O)[O-])F)C(=O)[O-]', '[O-]C(=O)C#CC12C3(F)C4(C1(F)C1(C2(C3(C41C#CC(=O)[O-])F)N(=O)=O)N(=O)=O)F', '[O-]C(=O)C#CC12C3C4C1(N(=O)=O)C1(C2(C3(C41C#CC(=O)[O-])F)F)F', '[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])F)N(=O)=O)N(=O)=O', '[O-]C(=O)c1cc2ccc3c4c2c(c1)cc(c4c(c(c3)C(=O)[O-])F)F', '[O-]C(=O)c1cc2ccc3c4c2c(c1)cc(c4cc(c3N(=O)=O)C(=O)[O-])F']",O=N(=O)c1c(cc2c3c1c(N(=O)=O)c(F)c1c3c(cc2F)c(c(c1F)C(=O)[O-])F)C(=O)[O-].[Cr][O]([Cr])[Cr].[O-]C(=O)C#CC12C3(F)C4(C1(F)C1(C2(C3(C41C#CC(=O)[O-])F)N(=O)=O)N(=O)=O)F.[O-]C(=O)C#CC12C3C4C1(N(=O)=O)C1(C2(C3(C41C#CC(=O)[O-])F)F)F.[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])F)N(=O)=O)N(=O)=O.[O-]C(=O)c1cc2ccc3c4c2c(c1)cc(c4c(c(c3)C(=O)[O-])F)F.[O-]C(=O)c1cc2ccc3c4c2c(c1)cc(c4cc(c3N(=O)=O)C(=O)[O-])F,"ERROR,acs",0,mof_unit_pretest_676
