,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,"CCOP(=O)(c1cc(cc(c1)P(=O)(OC(CN)N)[O])C(=Cc1cc(c(c(c1)P(=O)(OC(N)C)[O])C)P(=O)(OCC)[O])C)[O].NCCOP(=O)(c1cc(cc(c1)P(=O)(OCC)[O])c1c2ccccc2c(c2c1cccc2)c1cc(cc(c1)P(=O)(OCC)[O])P(=O)(OCC)[O])[O].[Ba] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_445","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Ba]'],"['CCOP(=O)(c1cc(cc(c1)P(=O)(OC(CN)N)[O])C(=Cc1cc(c(c(c1)P(=O)(OC(N)C)[O])C)P(=O)(OCC)[O])C)[O]', 'NCCOP(=O)(c1cc(cc(c1)P(=O)(OCC)[O])c1c2ccccc2c(c2c1cccc2)c1cc(cc(c1)P(=O)(OCC)[O])P(=O)(OCC)[O])[O]']",CCOP(=O)(c1cc(cc(c1)P(=O)(OC(CN)N)[O])C(=Cc1cc(c(c(c1)P(=O)(OC(N)C)[O])C)P(=O)(OCC)[O])C)[O].NCCOP(=O)(c1cc(cc(c1)P(=O)(OCC)[O])c1c2ccccc2c(c2c1cccc2)c1cc(cc(c1)P(=O)(OCC)[O])P(=O)(OCC)[O])[O].[Ba],"ERROR,acs",0,mof_unit_pretest_445
1,"CNc1c(CC)nc(c(c1c1ccncc1)NC)CC.CNc1cc(C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])NC.[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2)C(=O)[O-].[Zn][Zn] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_446","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Zn][Zn]'],"['CNc1c(CC)nc(c(c1c1ccncc1)NC)CC', 'CNc1cc(C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])NC', '[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2)C(=O)[O-]']",CNc1c(CC)nc(c(c1c1ccncc1)NC)CC.CNc1cc(C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])NC.[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2)C(=O)[O-].[Zn][Zn],"ERROR,acs",0,mof_unit_pretest_446
2,"OC(=O)c1c(C(=O)[O-])c(I)c2c3c1ccc1c3c(cc2)c(c(c1C(=O)O)C(=O)[O-])I.[Cr][O]([Cr])[Cr] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_447","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cr][O]([Cr])[Cr]'],['OC(=O)c1c(C(=O)[O-])c(I)c2c3c1ccc1c3c(cc2)c(c(c1C(=O)O)C(=O)[O-])I'],OC(=O)c1c(C(=O)[O-])c(I)c2c3c1ccc1c3c(cc2)c(c(c1C(=O)O)C(=O)[O-])I.[Cr][O]([Cr])[Cr],"ERROR,acs",0,mof_unit_pretest_447
3,"CCCOC1CC2(CCC1(CC2)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2)C(=O)[O-].[O].[V] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_448","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR","['[O]', '[V]']","['CCCOC1CC2(CCC1(CC2)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2)C(=O)[O-]']",CCCOC1CC2(CCC1(CC2)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2)C(=O)[O-].[O].[V],"ERROR,acs",0,mof_unit_pretest_448
4,"CCCC(=C(C(=C(C(=O)[O-])CCC)C(=O)O)C(=O)O)C(=O)[O-].CCCC(=C(C(=O)[O-])CCC)C=CC(=O)[O-].CCCc1cc(C(=O)[O-])c(c2c1cc(C(=O)[O-])c(c2C(=O)O)CCC)CCC.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_449","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Zn][O]([Zn])([Zn])[Zn]'],"['CCCC(=C(C(=C(C(=O)[O-])CCC)C(=O)O)C(=O)O)C(=O)[O-]', 'CCCC(=C(C(=O)[O-])CCC)C=CC(=O)[O-]', 'CCCc1cc(C(=O)[O-])c(c2c1cc(C(=O)[O-])c(c2C(=O)O)CCC)CCC']",CCCC(=C(C(=C(C(=O)[O-])CCC)C(=O)O)C(=O)O)C(=O)[O-].CCCC(=C(C(=O)[O-])CCC)C=CC(=O)[O-].CCCc1cc(C(=O)[O-])c(c2c1cc(C(=O)[O-])c(c2C(=O)O)CCC)CCC.[Zn][O]([Zn])([Zn])[Zn],"ERROR,acs",0,mof_unit_pretest_449
5,"Brc1cncc2c1ccc1c2cccn1.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])Br.[Zn][Zn] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_450","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Zn][Zn]'],"['Brc1cncc2c1ccc1c2cccn1', '[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])Br']",Brc1cncc2c1ccc1c2cccn1.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])Br.[Zn][Zn],"ERROR,acs",0,mof_unit_pretest_450
6,"CCCc1cc2c(cccc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC(=O)[O-].[O].[V] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_451","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR","['[O]', '[V]']","['CCCc1cc2c(cccc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]']",CCCc1cc2c(cccc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC(=O)[O-].[O].[V],"ERROR,acs",0,mof_unit_pretest_451
7,"Nc1cncc2c1cncc2N.[O-]C(=O)c1c(N)c(N)c2c(c1N)c(N)c(c(c2N)C(=O)[O-])N.[O-]C(=O)c1c(N)c2cc(N)c3c4c2c(c1N)c(N)cc4c(c(c3N)C(=O)[O-])N.[Zn][Zn] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_452","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Zn][Zn]'],"['Nc1cncc2c1cncc2N', '[O-]C(=O)c1c(N)c(N)c2c(c1N)c(N)c(c(c2N)C(=O)[O-])N', '[O-]C(=O)c1c(N)c2cc(N)c3c4c2c(c1N)c(N)cc4c(c(c3N)C(=O)[O-])N']",Nc1cncc2c1cncc2N.[O-]C(=O)c1c(N)c(N)c2c(c1N)c(N)c(c(c2N)C(=O)[O-])N.[O-]C(=O)c1c(N)c2cc(N)c3c4c2c(c1N)c(N)cc4c(c(c3N)C(=O)[O-])N.[Zn][Zn],"ERROR,acs",0,mof_unit_pretest_452
8,"CCOc1cc(c2ccccc2)c2c(c1C(=O)[O-])cc(c1c2cc(cc1)C(=O)[O-])c1ccccc1.[O-]C(=O)C=CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_453","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Zn][O]([Zn])([Zn])[Zn]'],"['CCOc1cc(c2ccccc2)c2c(c1C(=O)[O-])cc(c1c2cc(cc1)C(=O)[O-])c1ccccc1', '[O-]C(=O)C=CC(=O)[O-]']",CCOc1cc(c2ccccc2)c2c(c1C(=O)[O-])cc(c1c2cc(cc1)C(=O)[O-])c1ccccc1.[O-]C(=O)C=CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],"ERROR,acs",0,mof_unit_pretest_453
9,"Clc1cc2ccncc2c2c1c1cnccc1cc2Cl.[Cu][Cu].[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])Cl)Cl.[O-]C(=O)c1ccc2c(c1F)c1cc(F)c3c(c1cc2F)c(F)c(cc3)C(=O)[O-] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_454","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cu][Cu]'],"['Clc1cc2ccncc2c2c1c1cnccc1cc2Cl', '[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])Cl)Cl', '[O-]C(=O)c1ccc2c(c1F)c1cc(F)c3c(c1cc2F)c(F)c(cc3)C(=O)[O-]']",Clc1cc2ccncc2c2c1c1cnccc1cc2Cl.[Cu][Cu].[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])Cl)Cl.[O-]C(=O)c1ccc2c(c1F)c1cc(F)c3c(c1cc2F)c(F)c(cc3)C(=O)[O-],"ERROR,acs",0,mof_unit_pretest_454
