,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,Fc1cc2c(C(=O)[O-])c(C)cc(c2cc1F)C(=O)[O-].Fc1cnc2c(n1)c(F)c(cc2)F.[O-]C(=O)c1c(C)cc2c(c1F)c1c(F)c(C)c(c(c1c(c2C)F)C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1351,Cu.JOTCSDXWNDQSJO.YTIVTFGABIZHHX.MOFkey-v1.pcu,['[Zn][Zn]'],"['Fc1cc2c(C(=O)[O-])c(C)cc(c2cc1F)C(=O)[O-]', 'Fc1cnc2c(n1)c(F)c(cc2)F', '[O-]C(=O)c1c(C)cc2c(c1F)c1c(F)c(C)c(c(c1c(c2C)F)C(=O)[O-])C']",Fc1cc2c(C(=O)[O-])c(C)cc(c2cc1F)C(=O)[O-].Fc1cnc2c(n1)c(F)c(cc2)F.[O-]C(=O)c1c(C)cc2c(c1F)c1c(F)c(C)c(c(c1c(c2C)F)C(=O)[O-])C.[Zn][Zn],pcu,0,mof_unit_pretest_1351
1,[Cu][Cu].[O-]C(=O)C#CC12C3C4C1(Cl)C1(C2(C3(C41C#CC(=O)[O-])Cl)Cl)Cl.[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].c1ccc2c(c1)nccn2 MOFid-v1.pcu.cat0;mof_unit_pretest_1352,Cu.JOTCSDXWNDQSJO.YTIVTFGABIZHHX.MOFkey-v1.pcu,['[Cu][Cu]'],"['[O-]C(=O)C#CC12C3C4C1(Cl)C1(C2(C3(C41C#CC(=O)[O-])Cl)Cl)Cl', '[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-]', 'c1ccc2c(c1)nccn2']",[Cu][Cu].[O-]C(=O)C#CC12C3C4C1(Cl)C1(C2(C3(C41C#CC(=O)[O-])Cl)Cl)Cl.[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].c1ccc2c(c1)nccn2,pcu,0,mof_unit_pretest_1352
2,N#CC1C(C#N)C2(C#N)CCC1(C#N)CC2C#N.N#CC1CC2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2(C#N)c1ccccc1)C#N)c1ccccc1)c1ccccc1.[O-]C(=O)C#CC12C3C4C1(c1ccccc1)C1C2(C3(C41C#CC(=O)[O-])c1ccccc1)c1ccccc1.[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1353,Cu.JOTCSDXWNDQSJO.YTIVTFGABIZHHX.MOFkey-v1.pcu,['[Zn][Zn]'],"['N#CC1C(C#N)C2(C#N)CCC1(C#N)CC2C#N', 'N#CC1CC2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2(C#N)c1ccccc1)C#N)c1ccccc1)c1ccccc1', '[O-]C(=O)C#CC12C3C4C1(c1ccccc1)C1C2(C3(C41C#CC(=O)[O-])c1ccccc1)c1ccccc1']",N#CC1C(C#N)C2(C#N)CCC1(C#N)CC2C#N.N#CC1CC2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2(C#N)c1ccccc1)C#N)c1ccccc1)c1ccccc1.[O-]C(=O)C#CC12C3C4C1(c1ccccc1)C1C2(C3(C41C#CC(=O)[O-])c1ccccc1)c1ccccc1.[Zn][Zn],pcu,0,mof_unit_pretest_1353
3,BrC1=N[C]2[C](N=C1O)C(C2(O)Br)(O)O.[O-]C(=O)[CH][C](C(=O)[O-])Br.[O-]C(=O)c1cc(Br)c(c2c1C(C2(O)O)(O)Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1354,Zn.IJGRMHOSHXDMSA.OGLXSMUKSKTUGO.YTIVTFGABIZHHX.MOFkey-v1.pcu,['[Zn][Zn]'],"['BrC1=N[C]2[C](N=C1O)C(C2(O)Br)(O)O', '[O-]C(=O)[CH][C](C(=O)[O-])Br', '[O-]C(=O)c1cc(Br)c(c2c1C(C2(O)O)(O)Br)C(=O)[O-]']",BrC1=N[C]2[C](N=C1O)C(C2(O)Br)(O)O.[O-]C(=O)[CH][C](C(=O)[O-])Br.[O-]C(=O)c1cc(Br)c(c2c1C(C2(O)O)(O)Br)C(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_1354
4,N1=C[C](C=N1)c1ccc(cc1)[C]1C=NN=C1.[CH]([CH]C1=CN=N[CH]1)C=CC1=CN=N[CH]1.[N]1N=CC(=C1)c1ccc(cc1)C1=C[N]N=C1.[Ni].[O]S(C1=C([CH]N=N1)c1ccc(cc1)[C]1C=NN=C1S(O)([O])[O])([O])O.[O]S([C]1N=NC=C1c1ccc(cc1)C1=C(N=N[CH]1)S([O])([O])O)(O)[O] MOFid-v1.pcu.cat0;mof_unit_pretest_1355,Zn.KDDACJHXTPEINS.USZXDNVMPDEEBP.MOFkey-v1.pcu,['[Ni]'],"['N1=C[C](C=N1)c1ccc(cc1)[C]1C=NN=C1', '[CH]([CH]C1=CN=N[CH]1)C=CC1=CN=N[CH]1', '[N]1N=CC(=C1)c1ccc(cc1)C1=C[N]N=C1', '[O]S(C1=C([CH]N=N1)c1ccc(cc1)[C]1C=NN=C1S(O)([O])[O])([O])O', '[O]S([C]1N=NC=C1c1ccc(cc1)C1=C(N=N[CH]1)S([O])([O])O)(O)[O]']",N1=C[C](C=N1)c1ccc(cc1)[C]1C=NN=C1.[CH]([CH]C1=CN=N[CH]1)C=CC1=CN=N[CH]1.[N]1N=CC(=C1)c1ccc(cc1)C1=C[N]N=C1.[Ni].[O]S(C1=C([CH]N=N1)c1ccc(cc1)[C]1C=NN=C1S(O)([O])[O])([O])O.[O]S([C]1N=NC=C1c1ccc(cc1)C1=C(N=N[CH]1)S([O])([O])O)(O)[O],pcu,0,mof_unit_pretest_1355
5,Oc1nc(C)cc2c1cc(C)nc2O.[Cu][Cu].[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])O)O.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_1356,Cu.JOTCSDXWNDQSJO.YTIVTFGABIZHHX.MOFkey-v1.pcu,['[Cu][Cu]'],"['Oc1nc(C)cc2c1cc(C)nc2O', '[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])O)O', '[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]']",Oc1nc(C)cc2c1cc(C)nc2O.[Cu][Cu].[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])O)O.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],pcu,0,mof_unit_pretest_1356
6,CNC(=C(c1ccc(cc1C#N)C(=O)[O-])NC)c1ccc(cc1C#N)C(=O)[O-].N#Cc1ncc(nc1)C#N.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1357,Ni.CHNJOLOTLCRFFZ.GUUCZYOVQLXGCC.IBVWOLSAQQAPEI.MOFkey-v1.pcu,['[Zn][Zn]'],"['CNC(=C(c1ccc(cc1C#N)C(=O)[O-])NC)c1ccc(cc1C#N)C(=O)[O-]', 'N#Cc1ncc(nc1)C#N', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']",CNC(=C(c1ccc(cc1C#N)C(=O)[O-])NC)c1ccc(cc1C#N)C(=O)[O-].N#Cc1ncc(nc1)C#N.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_1357
7,N=CC(=N)N(=O)=O.O=C[C](C(=O)[O-])[CH]C=CC(=O)[O-].[Cu][Cu].[O-]C(=O)c1ccc(c2c1c(ccc2N(=O)=O)N(=O)=O)C(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_1358,Ni.CHNJOLOTLCRFFZ.GUUCZYOVQLXGCC.IBVWOLSAQQAPEI.MOFkey-v1.pcu,['[Cu][Cu]'],"['N=CC(=N)N(=O)=O', 'O=C[C](C(=O)[O-])[CH]C=CC(=O)[O-]', '[O-]C(=O)c1ccc(c2c1c(ccc2N(=O)=O)N(=O)=O)C(=O)[O-]']",N=CC(=N)N(=O)=O.O=C[C](C(=O)[O-])[CH]C=CC(=O)[O-].[Cu][Cu].[O-]C(=O)c1ccc(c2c1c(ccc2N(=O)=O)N(=O)=O)C(=O)[O-],pcu,0,mof_unit_pretest_1358
8,CCCC1C(CCC)C2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])CC2CCC)CCC.CCCC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[Zn][Zn].c1cnc2c(n1)CC2 MOFid-v1.pcu.cat0;mof_unit_pretest_1359,Ni.CHNJOLOTLCRFFZ.GUUCZYOVQLXGCC.IBVWOLSAQQAPEI.MOFkey-v1.pcu,['[Zn][Zn]'],"['CCCC1C(CCC)C2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])CC2CCC)CCC', 'CCCC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', 'c1cnc2c(n1)CC2']",CCCC1C(CCC)C2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])CC2CCC)CCC.CCCC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[Zn][Zn].c1cnc2c(n1)CC2,pcu,0,mof_unit_pretest_1359
9,CCCc1c(CCC)c(N)c2c(c1N)c(C(=O)[O-])c1c(c2C(=O)[O-])c(N)c(c(c1N)CCC)CCC.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_1360,Zn.KDDACJHXTPEINS.USZXDNVMPDEEBP.MOFkey-v1.pcu,['[Cu][Cu]'],"['CCCc1c(CCC)c(N)c2c(c1N)c(C(=O)[O-])c1c(c2C(=O)[O-])c(N)c(c(c1N)CCC)CCC', '[O-]C(=O)C#CC(=O)[O-]']",CCCc1c(CCC)c(N)c2c(c1N)c(C(=O)[O-])c1c(c2C(=O)[O-])c(N)c(c(c1N)CCC)CCC.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-],pcu,0,mof_unit_pretest_1360
