,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,"N=CC=N.[O-]C(=O)[C](OCC)[CH]C=CC(=O)[O-].[Zn][Zn] MOFid-v1.ERROR,pcu.cat0;mof_unit_pretest_1451",Ba.LHEMGSXFCSAPDY.MOFkey-v1.ERROR,['[Zn][Zn]'],"['N=CC=N', '[O-]C(=O)[C](OCC)[CH]C=CC(=O)[O-]']",N=CC=N.[O-]C(=O)[C](OCC)[CH]C=CC(=O)[O-].[Zn][Zn],"ERROR,pcu",0,mof_unit_pretest_1451
1,"CCCC1C(CCC)C2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])CC2(S(O)([O])[O])S([O])(O)[O])CCC)CCC.CCCc1cc(cc(n1)CCC)c1cc(CCC)nc(c1)CCC.[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1c(cc(cc1S([O])(O)[O])C(=O)[O-])S(O)([O])[O] MOFid-v1.nbo,pcu.cat0;mof_unit_pretest_1452",Zn.LSIRFWJQXQJPKC.OXGKQXHTNAUINE.QRXUHGFKOLWEDJ.MOFkey-v1.nbo,['[Cu][Cu]'],"['CCCC1C(CCC)C2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])CC2(S(O)([O])[O])S([O])(O)[O])CCC)CCC', 'CCCc1cc(cc(n1)CCC)c1cc(CCC)nc(c1)CCC', '[O-]C(=O)c1ccc(cc1)c1c(cc(cc1S([O])(O)[O])C(=O)[O-])S(O)([O])[O]']",CCCC1C(CCC)C2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])CC2(S(O)([O])[O])S([O])(O)[O])CCC)CCC.CCCc1cc(cc(n1)CCC)c1cc(CCC)nc(c1)CCC.[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1c(cc(cc1S([O])(O)[O])C(=O)[O-])S(O)([O])[O],"nbo,pcu",0,mof_unit_pretest_1452
2,"O=N(=O)C1(Cl)c2nccnc2C1(N(=O)=O)N(=O)=O.O=N(=O)C1C(Cl)C2(CCC1(C(=O)[O-])C(C2Cl)N(=O)=O)C(=O)[O-].O=N(=O)c1c(Cl)c(C(=O)[O-])c2c(c1C(=O)[O-])CC2.[Zn][Zn] MOFid-v1.ERROR,pcu.cat0;mof_unit_pretest_1453",Zn.UVKHITYJCVWHNY.MOFkey-v1.ERROR,['[Zn][Zn]'],"['O=N(=O)C1(Cl)c2nccnc2C1(N(=O)=O)N(=O)=O', 'O=N(=O)C1C(Cl)C2(CCC1(C(=O)[O-])C(C2Cl)N(=O)=O)C(=O)[O-]', 'O=N(=O)c1c(Cl)c(C(=O)[O-])c2c(c1C(=O)[O-])CC2']",O=N(=O)C1(Cl)c2nccnc2C1(N(=O)=O)N(=O)=O.O=N(=O)C1C(Cl)C2(CCC1(C(=O)[O-])C(C2Cl)N(=O)=O)C(=O)[O-].O=N(=O)c1c(Cl)c(C(=O)[O-])c2c(c1C(=O)[O-])CC2.[Zn][Zn],"ERROR,pcu",0,mof_unit_pretest_1453
3,"[Cu][Cu].[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)c1ccc(c(c1)S(O)([O])[O])[N][N]c1ccc(cc1S([O])([O])O)C(=O)[O-].[O]S(c1cnc(cc1N=Nc1cc(ncc1S([O])([O])O)S([O])([O])O)S(O)([O])[O])([O])O MOFid-v1.ERROR,pcu.cat0;mof_unit_pretest_1454",Zn.ATAAMZHXRBFDLS.DLBOSLJKYAYDBA.PYAQRJXHFRLSJF.MOFkey-v1.ERROR,['[Cu][Cu]'],"['[O-]C(=O)C=CC(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)S(O)([O])[O])[N][N]c1ccc(cc1S([O])([O])O)C(=O)[O-]', '[O]S(c1cnc(cc1N=Nc1cc(ncc1S([O])([O])O)S([O])([O])O)S(O)([O])[O])([O])O']",[Cu][Cu].[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)c1ccc(c(c1)S(O)([O])[O])[N][N]c1ccc(cc1S([O])([O])O)C(=O)[O-].[O]S(c1cnc(cc1N=Nc1cc(ncc1S([O])([O])O)S([O])([O])O)S(O)([O])[O])([O])O,"ERROR,pcu",0,mof_unit_pretest_1454
4,COC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].COc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.[Cr][O]([Cr])[Cr].[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_1455,V.CTXPVZRSYOHOFK.GMSXDJUTDWRAML.LRSIRBLPWBCRCB.UFVGZLBEXYQFSF.MOFkey-v1.pcu,['[Cr][O]([Cr])[Cr]'],"['COC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', 'COc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2', '[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]']",COC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].COc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.[Cr][O]([Cr])[Cr].[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-],pcu,0,mof_unit_pretest_1455
5,CN[C]1[N]N=C([C]1C12C3C4C2(C2C1C3(C42[C]1C(=NN=C1OC)NC)OC)OC)OC.COC1=N[N][CH][C]1C(=[NH]C)C(=[NH]C)[C]1C=NN=C1OC.C[NH]=C(C(=[NH]C)[C]1C=NN=C1OC)[C]1C=NN=C1OC.[Ni] MOFid-v1.pcu.cat0;mof_unit_pretest_1456,Zn.MOPRIADIQJSDGD.YZPNTGGVXVKWLY.MOFkey-v1.pcu,['[Ni]'],"['CN[C]1[N]N=C([C]1C12C3C4C2(C2C1C3(C42[C]1C(=NN=C1OC)NC)OC)OC)OC', 'COC1=N[N][CH][C]1C(=[NH]C)C(=[NH]C)[C]1C=NN=C1OC', 'C[NH]=C(C(=[NH]C)[C]1C=NN=C1OC)[C]1C=NN=C1OC']",CN[C]1[N]N=C([C]1C12C3C4C2(C2C1C3(C42[C]1C(=NN=C1OC)NC)OC)OC)OC.COC1=N[N][CH][C]1C(=[NH]C)C(=[NH]C)[C]1C=NN=C1OC.C[NH]=C(C(=[NH]C)[C]1C=NN=C1OC)[C]1C=NN=C1OC.[Ni],pcu,0,mof_unit_pretest_1456
6,"CCOC1=N[C]2[C](N=C1)CC2.CCOC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn] MOFid-v1.ERROR,nbo.cat0;mof_unit_pretest_1457",Zn.IMNIMPAHZVJRPE.KVOACUMJSXEJQT.XXECPSUPSDVRHL.MOFkey-v1.ERROR,['[Zn][Zn]'],"['CCOC1=N[C]2[C](N=C1)CC2', 'CCOC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]']",CCOC1=N[C]2[C](N=C1)CC2.CCOC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn],"ERROR,nbo",0,mof_unit_pretest_1457
7,CCC(=CC(=O)[O-])C=CC(=O)[O-].N=CC=N.O=CC(=Cc1cc(CC)c(c(c1)C=O)C(=O)[O-])c1cc(C=O)c(cc1C=O)C(=O)[O-].[Cu][Cu] MOFid-v1.pcu.cat0;mof_unit_pretest_1458,Ni.IHEXFSNVPGFQME.WSCLDLXRMRQXBF.MOFkey-v1.pcu,['[Cu][Cu]'],"['CCC(=CC(=O)[O-])C=CC(=O)[O-]', 'N=CC=N', 'O=CC(=Cc1cc(CC)c(c(c1)C=O)C(=O)[O-])c1cc(C=O)c(cc1C=O)C(=O)[O-]']",CCC(=CC(=O)[O-])C=CC(=O)[O-].N=CC=N.O=CC(=Cc1cc(CC)c(c(c1)C=O)C(=O)[O-])c1cc(C=O)c(cc1C=O)C(=O)[O-].[Cu][Cu],pcu,0,mof_unit_pretest_1458
8,"N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-] MOFid-v1.ERROR,pcu.cat0;mof_unit_pretest_1459",Cr.BLIGUIFLJXUYMB.KVOACUMJSXEJQT.SUWUPUWPGJRZAT.VKPNOUCWKVVTNX.MOFkey-v1.ERROR,['[Cu][Cu]'],"['N#N', '[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-]']",N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-],"ERROR,pcu",0,mof_unit_pretest_1459
9,"CCCOc1cc2cc(cc3c2c2c1cc(cc2cc3)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C12CCC(CC1)(C(C2)(N(=O)=O)N(=O)=O)C(=O)[O-].n1cc2ccc3c4c2c(c1)ccc4cnc3 MOFid-v1.nbo,pcu.cat0;mof_unit_pretest_1460",Zn.GZVDVOLJXDLIPV.WKKNMUAUNKPIDE.XMWCSBOEDUCGFV.MOFkey-v1.nbo,['[Cu][Cu]'],"['CCCOc1cc2cc(cc3c2c2c1cc(cc2cc3)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C12CCC(CC1)(C(C2)(N(=O)=O)N(=O)=O)C(=O)[O-]', 'n1cc2ccc3c4c2c(c1)ccc4cnc3']",CCCOc1cc2cc(cc3c2c2c1cc(cc2cc3)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C12CCC(CC1)(C(C2)(N(=O)=O)N(=O)=O)C(=O)[O-].n1cc2ccc3c4c2c(c1)ccc4cnc3,"nbo,pcu",0,mof_unit_pretest_1460
