,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,"[Cr][O]([Cr])[Cr].[O-]C(=O)c1ccc(cc1)c1ccc(c(c1)S([O])([O])O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(c(c1)S(O)([O])[O])C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1S(O)([O])[O])c1ccc(c(c1)S([O])([O])O)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-] MOFid-v1.pts,pcu.cat0;mof_unit_pretest_1333",Zn.IVHBREJLPGXBAS.YKPWENWYWKKMFT.MOFkey-v1.pts,['[Cr][O]([Cr])[Cr]'],"['[O-]C(=O)c1ccc(cc1)c1ccc(c(c1)S([O])([O])O)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(c(c1)S(O)([O])[O])C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1S(O)([O])[O])c1ccc(c(c1)S([O])([O])O)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]']",[Cr][O]([Cr])[Cr].[O-]C(=O)c1ccc(cc1)c1ccc(c(c1)S([O])([O])O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(c(c1)S(O)([O])[O])C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1S(O)([O])[O])c1ccc(c(c1)S([O])([O])O)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-],"pts,pcu",0,mof_unit_pretest_1333
1,CCOP(=O)([C]1[CH]C(=C[C]([C]1Cl)P(=O)(OC(Cl)C)[O])N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3c(Cl)c(Cl)c3c2c(cc1)C(=O)N(C3=O)C1=C(N)[C]([C](C(=C1N)P(=O)(OC(CCl)N)[O])Cl)P(=O)(OC(N)C)[O])Cl)[O].CCOP(=O)(c1cc(c2c3c1ccc1c3c(cc2Cl)c(cc1P(=O)(OCC)[O])P(=O)(OC(N)C)[O])P(=O)(OCC(Cl)(Cl)N)[O])[O].[Ba] MOFid-v1.ERROR.cat0;mof_unit_pretest_1334,Cu.JDFYCJSXQMQMRZ.RYFVKTNONYVZPO.YINRQVQSOGUXEW.MOFkey-v1.ERROR,['[Ba]'],"['CCOP(=O)([C]1[CH]C(=C[C]([C]1Cl)P(=O)(OC(Cl)C)[O])N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3c(Cl)c(Cl)c3c2c(cc1)C(=O)N(C3=O)C1=C(N)[C]([C](C(=C1N)P(=O)(OC(CCl)N)[O])Cl)P(=O)(OC(N)C)[O])Cl)[O]', 'CCOP(=O)(c1cc(c2c3c1ccc1c3c(cc2Cl)c(cc1P(=O)(OCC)[O])P(=O)(OC(N)C)[O])P(=O)(OCC(Cl)(Cl)N)[O])[O]']",CCOP(=O)([C]1[CH]C(=C[C]([C]1Cl)P(=O)(OC(Cl)C)[O])N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3c(Cl)c(Cl)c3c2c(cc1)C(=O)N(C3=O)C1=C(N)[C]([C](C(=C1N)P(=O)(OC(CCl)N)[O])Cl)P(=O)(OC(N)C)[O])Cl)[O].CCOP(=O)(c1cc(c2c3c1ccc1c3c(cc2Cl)c(cc1P(=O)(OCC)[O])P(=O)(OC(N)C)[O])P(=O)(OCC(Cl)(Cl)N)[O])[O].[Ba],ERROR,0,mof_unit_pretest_1334
2,CCOC1=N[C]2[C](N=C1)CC2.[Cu][Cu].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[O-]C(=O)c1ccc(cc1)[N][N]c1ccc(cc1C(=O)O)C(=O)[O-] MOFid-v1.ERROR.cat0;mof_unit_pretest_1335,Ni.CHNJOLOTLCRFFZ.OOESEQQUYUQQGI.YTLFOIALUXKZGE.MOFkey-v1.ERROR,['[Cu][Cu]'],"['CCOC1=N[C]2[C](N=C1)CC2', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)[N][N]c1ccc(cc1C(=O)O)C(=O)[O-]']",CCOC1=N[C]2[C](N=C1)CC2.[Cu][Cu].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[O-]C(=O)c1ccc(cc1)[N][N]c1ccc(cc1C(=O)O)C(=O)[O-],ERROR,0,mof_unit_pretest_1335
3,CNc1cc(cc2c1ccc1c2ccc2c1cc(cc2NC)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)c1ccc(cc1)C1=N[N]C(=N[N]1)c1ccc(cc1)C(=O)[O-].n1ccc2c(c1)c1ccc3c(c1cc2)cncc3 MOFid-v1.acs.cat0;mof_unit_pretest_1336,Zn.OCYYKWUZHYCBBT.OIBAISIFYUQAEX.TXXHDPDFNKHHGW.UNBPZZUHBWVSGY.UOSUJPUKZZQBGR.XKZRULWSQDRQIE.MOFkey-v1.acs,['[Cu][Cu]'],"['CNc1cc(cc2c1ccc1c2ccc2c1cc(cc2NC)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C1=N[N]C(=N[N]1)c1ccc(cc1)C(=O)[O-]', 'n1ccc2c(c1)c1ccc3c(c1cc2)cncc3']",CNc1cc(cc2c1ccc1c2ccc2c1cc(cc2NC)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)c1ccc(cc1)C1=N[N]C(=N[N]1)c1ccc(cc1)C(=O)[O-].n1ccc2c(c1)c1ccc3c(c1cc2)cncc3,acs,0,mof_unit_pretest_1336
4,O=CC1(F)CC2(CC(C1(C(=O)[O-])C(C2(F)F)F)F)C(=O)[O-].O=C[C](C(=O)[O-])[CH]C(=O)[O-].[NH][N]F.[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1337,Ni.CHNJOLOTLCRFFZ.GUUCZYOVQLXGCC.IBVWOLSAQQAPEI.MOFkey-v1.pcu,['[Zn][Zn]'],"['O=CC1(F)CC2(CC(C1(C(=O)[O-])C(C2(F)F)F)F)C(=O)[O-]', 'O=C[C](C(=O)[O-])[CH]C(=O)[O-]', '[NH][N]F']",O=CC1(F)CC2(CC(C1(C(=O)[O-])C(C2(F)F)F)F)C(=O)[O-].O=C[C](C(=O)[O-])[CH]C(=O)[O-].[NH][N]F.[Zn][Zn],pcu,0,mof_unit_pretest_1337
5,ClC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC(=O)[O-].[Zn][Zn].c1cnc2c(n1)CC2 MOFid-v1.ERROR.cat0;mof_unit_pretest_1338,Ni.CHNJOLOTLCRFFZ.OOESEQQUYUQQGI.YTLFOIALUXKZGE.MOFkey-v1.ERROR,['[Zn][Zn]'],"['ClC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]', 'c1cnc2c(n1)CC2']",ClC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC(=O)[O-].[Zn][Zn].c1cnc2c(n1)CC2,ERROR,0,mof_unit_pretest_1338
6,"NCCOP(=O)([C]1[CH]C(=CC(=C1)P(=O)(OCCN)[O])N1C(=O)c2ccc3c4c2c(C1=O)c(N)cc4c1c2c3ccc3c2c(c(c1)N)C(=O)N(C3=O)C1=CC(=C[C]([CH]1)P(=O)(OCC)[O])P(=O)(OCC)[O])[O].NCCOP(=O)(c1cc2c3cc(cc(c3ccc2c(c1)P(=O)(OCC)[O])P(=O)(OCC)[O])P(=O)(OCC)[O])[O].[Ba] MOFid-v1.rna,nbo.cat0;mof_unit_pretest_1339",Zn.HHZOMLMSFYGCRM.OTAJGWQCQIEFEV.MOFkey-v1.rna,['[Ba]'],"['NCCOP(=O)([C]1[CH]C(=CC(=C1)P(=O)(OCCN)[O])N1C(=O)c2ccc3c4c2c(C1=O)c(N)cc4c1c2c3ccc3c2c(c(c1)N)C(=O)N(C3=O)C1=CC(=C[C]([CH]1)P(=O)(OCC)[O])P(=O)(OCC)[O])[O]', 'NCCOP(=O)(c1cc2c3cc(cc(c3ccc2c(c1)P(=O)(OCC)[O])P(=O)(OCC)[O])P(=O)(OCC)[O])[O]']",NCCOP(=O)([C]1[CH]C(=CC(=C1)P(=O)(OCCN)[O])N1C(=O)c2ccc3c4c2c(C1=O)c(N)cc4c1c2c3ccc3c2c(c(c1)N)C(=O)N(C3=O)C1=CC(=C[C]([CH]1)P(=O)(OCC)[O])P(=O)(OCC)[O])[O].NCCOP(=O)(c1cc2c3cc(cc(c3ccc2c(c1)P(=O)(OCC)[O])P(=O)(OCC)[O])P(=O)(OCC)[O])[O].[Ba],"rna,nbo",0,mof_unit_pretest_1339
7,COC(=CC(=O)[O-])C=C(C(=O)[O-])OC.CON=C([C]([N]I)OC)OC.CO[C](C=C(C(=O)[O-])OC)[CH]C(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat0;mof_unit_pretest_1340,Ni.CHNJOLOTLCRFFZ.GUUCZYOVQLXGCC.IBVWOLSAQQAPEI.MOFkey-v1.ERROR,['[Zn][Zn]'],"['COC(=CC(=O)[O-])C=C(C(=O)[O-])OC', 'CON=C([C]([N]I)OC)OC', 'CO[C](C=C(C(=O)[O-])OC)[CH]C(=O)[O-]']",COC(=CC(=O)[O-])C=C(C(=O)[O-])OC.CON=C([C]([N]I)OC)OC.CO[C](C=C(C(=O)[O-])OC)[CH]C(=O)[O-].[Zn][Zn],ERROR,0,mof_unit_pretest_1340
8,[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[O].[V] MOFid-v1.ERROR.cat0;mof_unit_pretest_1341,Ni.CHNJOLOTLCRFFZ.OOESEQQUYUQQGI.YTLFOIALUXKZGE.MOFkey-v1.ERROR,"['[O]', '[V]']","['[O-]C(=O)C=CC=CC(=O)[O-]', '[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-]']",[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[O].[V],ERROR,0,mof_unit_pretest_1341
9,"CNc1cc(C2=C[N]N=C2)c(cc1[C]1C=NN=C1)NC.N1=C[C](C=N1)c1ccc(cc1)C1=C[N]N=C1.O=CC12C3C4(C2(C2C1(C3(C42C=O)C=O)[C]1C=NN=C1)C=O)C1=C[N]N=C1.[Ni] MOFid-v1.ERROR,pcu.cat0;mof_unit_pretest_1342",Zn.HHZOMLMSFYGCRM.OTAJGWQCQIEFEV.MOFkey-v1.ERROR,['[Ni]'],"['CNc1cc(C2=C[N]N=C2)c(cc1[C]1C=NN=C1)NC', 'N1=C[C](C=N1)c1ccc(cc1)C1=C[N]N=C1', 'O=CC12C3C4(C2(C2C1(C3(C42C=O)C=O)[C]1C=NN=C1)C=O)C1=C[N]N=C1']",CNc1cc(C2=C[N]N=C2)c(cc1[C]1C=NN=C1)NC.N1=C[C](C=N1)c1ccc(cc1)C1=C[N]N=C1.O=CC12C3C4(C2(C2C1(C3(C42C=O)C=O)[C]1C=NN=C1)C=O)C1=C[N]N=C1.[Ni],"ERROR,pcu",0,mof_unit_pretest_1342
