,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,N#Cc1c(C#N)cc(c2c1c(C(=O)[O-])c(C#N)cc2C(=O)[O-])C#N.N#Cc1c(ccc2c1ccc(c2)C(=O)[O-])C(=O)[O-].N#Cc1cncc2c1c(C#N)ncc2C#N.[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_3473,Zn.KWVFYCBOQBUSFC.KYMVBVBRCRFHIE.VWKASBRJPUSGQR.MOFkey-v1.pcu,['[Zn][Zn]'],"['N#Cc1c(C#N)cc(c2c1c(C(=O)[O-])c(C#N)cc2C(=O)[O-])C#N', 'N#Cc1c(ccc2c1ccc(c2)C(=O)[O-])C(=O)[O-]', 'N#Cc1cncc2c1c(C#N)ncc2C#N']",N#Cc1c(C#N)cc(c2c1c(C(=O)[O-])c(C#N)cc2C(=O)[O-])C#N.N#Cc1c(ccc2c1ccc(c2)C(=O)[O-])C(=O)[O-].N#Cc1cncc2c1c(C#N)ncc2C#N.[Zn][Zn],pcu,0,mof_unit_3473
1,CCc1cc(CC)c(c2c1c1cc(ccc1c(c2)N)C(=O)[O-])C(=O)[O-].CCc1cnc2c(c1)c1cnccc1cc2N.[Cu][Cu] MOFid-v1.ERROR.cat0;mof_unit_3474,Zn.AWWINBADYSOPCF.OBLLSLVJBSBZHT.RHTZMQDTKCZAKU.MOFkey-v1.ERROR,['[Cu][Cu]'],"['CCc1cc(CC)c(c2c1c1cc(ccc1c(c2)N)C(=O)[O-])C(=O)[O-]', 'CCc1cnc2c(c1)c1cnccc1cc2N']",CCc1cc(CC)c(c2c1c1cc(ccc1c(c2)N)C(=O)[O-])C(=O)[O-].CCc1cnc2c(c1)c1cnccc1cc2N.[Cu][Cu],ERROR,0,mof_unit_3474
2,CCCOC1C(OCCC)c2c1nccn2.IC1Cc2c1c(C(=O)[O-])c(cc2C(=O)[O-])I.[O-]C(=O)C#CC#CC(=O)[O-].[Zn][Zn] MOFid-v1.rna.cat0;mof_unit_3475,Cr.KVOACUMJSXEJQT.MPWFNHXLDNLBPW.QGUAHHCVQYLETR.MOFkey-v1.rna,['[Zn][Zn]'],"['CCCOC1C(OCCC)c2c1nccn2', 'IC1Cc2c1c(C(=O)[O-])c(cc2C(=O)[O-])I', '[O-]C(=O)C#CC#CC(=O)[O-]']",CCCOC1C(OCCC)c2c1nccn2.IC1Cc2c1c(C(=O)[O-])c(cc2C(=O)[O-])I.[O-]C(=O)C#CC#CC(=O)[O-].[Zn][Zn],rna,0,mof_unit_3475
3,CCOP(=O)(c1c2c(OC)cc3c(c2cc(c1C)P(=O)(OCC(OC)OC)[O])cc(c(c3P(=O)(OC(OC)C)[O])OC)P(=O)(OC(C(OC)(OC)C)(OC)C)[O])[O].COCC(OP(=O)([C]1[CH][C](C=C([C]1OC)c1nnc(nn1)c1cc(cc(c1)P(=O)(OC(COC)OC)[O])P(=O)(OCC)[O])P(=O)(OC(C(OC)OC)C)[O])[O])C.[Ba] MOFid-v1.rna.cat0;mof_unit_3476,Zn.AWWINBADYSOPCF.OBLLSLVJBSBZHT.RHTZMQDTKCZAKU.MOFkey-v1.rna,['[Ba]'],"['CCOP(=O)(c1c2c(OC)cc3c(c2cc(c1C)P(=O)(OCC(OC)OC)[O])cc(c(c3P(=O)(OC(OC)C)[O])OC)P(=O)(OC(C(OC)(OC)C)(OC)C)[O])[O]', 'COCC(OP(=O)([C]1[CH][C](C=C([C]1OC)c1nnc(nn1)c1cc(cc(c1)P(=O)(OC(COC)OC)[O])P(=O)(OCC)[O])P(=O)(OC(C(OC)OC)C)[O])[O])C']",CCOP(=O)(c1c2c(OC)cc3c(c2cc(c1C)P(=O)(OCC(OC)OC)[O])cc(c(c3P(=O)(OC(OC)C)[O])OC)P(=O)(OC(C(OC)(OC)C)(OC)C)[O])[O].COCC(OP(=O)([C]1[CH][C](C=C([C]1OC)c1nnc(nn1)c1cc(cc(c1)P(=O)(OC(COC)OC)[O])P(=O)(OCC)[O])P(=O)(OC(C(OC)OC)C)[O])[O])C.[Ba],rna,0,mof_unit_3476
4,FC(=C(C(=O)[O-])F)C(=O)[O-].OC(=O)[N][N]F.[O-]C(=O)C=C[CH][C](C(=O)O)C(=O)[O-].[Zn][Zn] MOFid-v1.rna.cat0;mof_unit_3477,Zn.AWWINBADYSOPCF.OBLLSLVJBSBZHT.RHTZMQDTKCZAKU.MOFkey-v1.rna,['[Zn][Zn]'],"['FC(=C(C(=O)[O-])F)C(=O)[O-]', 'OC(=O)[N][N]F', '[O-]C(=O)C=C[CH][C](C(=O)O)C(=O)[O-]']",FC(=C(C(=O)[O-])F)C(=O)[O-].OC(=O)[N][N]F.[O-]C(=O)C=C[CH][C](C(=O)O)C(=O)[O-].[Zn][Zn],rna,0,mof_unit_3477
5,COC1C(OC)c2c1c(ccc2C(=O)[O-])C(=O)[O-].COC1Cc2c1nccn2.COc1cc2ccc3c(c2cc1C(=O)[O-])cccc3C(=O)[O-].[Cu][Cu] MOFid-v1.rna.cat0;mof_unit_3478,Cr.KVOACUMJSXEJQT.MPWFNHXLDNLBPW.QGUAHHCVQYLETR.MOFkey-v1.rna,['[Cu][Cu]'],"['COC1C(OC)c2c1c(ccc2C(=O)[O-])C(=O)[O-]', 'COC1Cc2c1nccn2', 'COc1cc2ccc3c(c2cc1C(=O)[O-])cccc3C(=O)[O-]']",COC1C(OC)c2c1c(ccc2C(=O)[O-])C(=O)[O-].COC1Cc2c1nccn2.COc1cc2ccc3c(c2cc1C(=O)[O-])cccc3C(=O)[O-].[Cu][Cu],rna,0,mof_unit_3478
6,[O-]C(=O)c1cc2ccc3c4c2c(c1c1ccccc1)ccc4cc(c3c1ccccc1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;mof_unit_3479,Zn.AWWINBADYSOPCF.OBLLSLVJBSBZHT.RHTZMQDTKCZAKU.MOFkey-v1.rna,"['[O]', '[V]']",['[O-]C(=O)c1cc2ccc3c4c2c(c1c1ccccc1)ccc4cc(c3c1ccccc1)C(=O)[O-]'],[O-]C(=O)c1cc2ccc3c4c2c(c1c1ccccc1)ccc4cc(c3c1ccccc1)C(=O)[O-].[O].[V],rna,0,mof_unit_3479
7,IC(=CC#CC(=O)[O-])C#CC(=O)[O-].O=CC(=C(C#CC(=O)[O-])C=O)C#CC(=O)[O-].O=CC(=CC#CC(=O)[O-])C#CC(=O)[O-].O=Cc1c(C(=O)[O-])c(I)c(c2c1c(I)cc(c2C=O)C(=O)[O-])I.O=Cc1c(C=O)c(cc2c1cc(cc2)C(=O)[O-])C(=O)[O-].O=Cc1cc(C(=O)[O-])c(c2c1c(C=O)c(cc2I)C(=O)[O-])I.[Cr][O]([Cr])[Cr] MOFid-v1.rna.cat0;mof_unit_3480,Zn.AWWINBADYSOPCF.OBLLSLVJBSBZHT.RHTZMQDTKCZAKU.MOFkey-v1.rna,['[Cr][O]([Cr])[Cr]'],"['IC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'O=CC(=C(C#CC(=O)[O-])C=O)C#CC(=O)[O-]', 'O=CC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'O=Cc1c(C(=O)[O-])c(I)c(c2c1c(I)cc(c2C=O)C(=O)[O-])I', 'O=Cc1c(C=O)c(cc2c1cc(cc2)C(=O)[O-])C(=O)[O-]', 'O=Cc1cc(C(=O)[O-])c(c2c1c(C=O)c(cc2I)C(=O)[O-])I']",IC(=CC#CC(=O)[O-])C#CC(=O)[O-].O=CC(=C(C#CC(=O)[O-])C=O)C#CC(=O)[O-].O=CC(=CC#CC(=O)[O-])C#CC(=O)[O-].O=Cc1c(C(=O)[O-])c(I)c(c2c1c(I)cc(c2C=O)C(=O)[O-])I.O=Cc1c(C=O)c(cc2c1cc(cc2)C(=O)[O-])C(=O)[O-].O=Cc1cc(C(=O)[O-])c(c2c1c(C=O)c(cc2I)C(=O)[O-])I.[Cr][O]([Cr])[Cr],rna,0,mof_unit_3480
8,COc1c(OC)ccc2c1c(C(=O)[O-])c1c(c2C(=O)[O-])c(OC)c(cc1)OC.COc1cc(cc2c1cc(cc2OC)C(=O)[O-])C(=O)[O-].OC1=[N]=C(C2=CC(=[N]=C(C2=C1)O)O)O.[Cu][Cu] MOFid-v1.rna.cat0;mof_unit_3481,Cr.JFKXMJUMOJJTCQ.JQJBHBWYLZTGAL.UNQWKAVGUZNMJZ.MOFkey-v1.rna,['[Cu][Cu]'],"['COc1c(OC)ccc2c1c(C(=O)[O-])c1c(c2C(=O)[O-])c(OC)c(cc1)OC', 'COc1cc(cc2c1cc(cc2OC)C(=O)[O-])C(=O)[O-]', 'OC1=[N]=C(C2=CC(=[N]=C(C2=C1)O)O)O']",COc1c(OC)ccc2c1c(C(=O)[O-])c1c(c2C(=O)[O-])c(OC)c(cc1)OC.COc1cc(cc2c1cc(cc2OC)C(=O)[O-])C(=O)[O-].OC1=[N]=C(C2=CC(=[N]=C(C2=C1)O)O)O.[Cu][Cu],rna,0,mof_unit_3481
9,N#C[C](C(=O)[O-])[CH]C=CC(=O)[O-].N#C[N][CH][C](C#N)[N]Cl.N#Cc1c(C#N)c2c(cccc2c2c1ccc(c2C#N)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.rna.cat0;mof_unit_3482,Zn.AWWINBADYSOPCF.OBLLSLVJBSBZHT.RHTZMQDTKCZAKU.MOFkey-v1.rna,['[Zn][Zn]'],"['N#C[C](C(=O)[O-])[CH]C=CC(=O)[O-]', 'N#C[N][CH][C](C#N)[N]Cl', 'N#Cc1c(C#N)c2c(cccc2c2c1ccc(c2C#N)C(=O)[O-])C(=O)[O-]']",N#C[C](C(=O)[O-])[CH]C=CC(=O)[O-].N#C[N][CH][C](C#N)[N]Cl.N#Cc1c(C#N)c2c(cccc2c2c1ccc(c2C#N)C(=O)[O-])C(=O)[O-].[Zn][Zn],rna,0,mof_unit_3482
