,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,"CCCOc1cc(ccc1C(=O)[O-])C1=N[N]C(=N[N]1)c1ccc(cc1OCCC)C(=O)[O-].CCCOc1cc(ccc1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])C(=O)[O-].[Cr][O]([Cr])[Cr].[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-] MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_1","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cr][O]([Cr])[Cr]'],"['CCCOc1cc(ccc1C(=O)[O-])C1=N[N]C(=N[N]1)c1ccc(cc1OCCC)C(=O)[O-]', 'CCCOc1cc(ccc1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]']",CCCOc1cc(ccc1C(=O)[O-])C1=N[N]C(=N[N]1)c1ccc(cc1OCCC)C(=O)[O-].CCCOc1cc(ccc1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])C(=O)[O-].[Cr][O]([Cr])[Cr].[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-],"ERROR,acs",0,mof_unit_pretest_1
1,"N=N.OC(=C(C(=O)[O-])O)C(=O)[O-].[Cu][Cu].[O-]C(=O)c1cc(O)c(c(c1)O)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3c(O)cc3c2c(cc1)C(=O)N(C3=O)c1c(O)cc(cc1O)C(=O)[O-])O MOFid-v1.ERROR,acs.cat0;mof_unit_pretest_10","Cr.SBSPXSJZGDSXRS.MOFkey-v1.ERROR
NVOO.RUZXEQYSTTUOAC.RYFVKTNONYVZPO.MOFkey-v1.ERROR",['[Cu][Cu]'],"['N=N', 'OC(=C(C(=O)[O-])O)C(=O)[O-]', '[O-]C(=O)c1cc(O)c(c(c1)O)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3c(O)cc3c2c(cc1)C(=O)N(C3=O)c1c(O)cc(cc1O)C(=O)[O-])O']",N=N.OC(=C(C(=O)[O-])O)C(=O)[O-].[Cu][Cu].[O-]C(=O)c1cc(O)c(c(c1)O)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3c(O)cc3c2c(cc1)C(=O)N(C3=O)c1c(O)cc(cc1O)C(=O)[O-])O,"ERROR,acs",0,mof_unit_pretest_10
2,"COc1ccc2c(c1)c(cc(c2C(=O)[O-])OC)C(=O)[O-].F[N][C](C(=N)F)F.[O-]C(=O)C=CC=C(C(=O)[O-])F.[Zn][Zn] MOFid-v1.ERROR,bcu.cat0;mof_unit_pretest_100",Zn.MHKFAUJUMPGPEL.PTYIDKBTGREHJW.QWNBCASECAJUST.MOFkey-v1.ERROR,['[Zn][Zn]'],"['COc1ccc2c(c1)c(cc(c2C(=O)[O-])OC)C(=O)[O-]', 'F[N][C](C(=N)F)F', '[O-]C(=O)C=CC=C(C(=O)[O-])F']",COc1ccc2c(c1)c(cc(c2C(=O)[O-])OC)C(=O)[O-].F[N][C](C(=N)F)F.[O-]C(=O)C=CC=C(C(=O)[O-])F.[Zn][Zn],"ERROR,bcu",0,mof_unit_pretest_100
3,"FN=NF.OC(=C(C(=O)[O-])O)C(=O)[O-].OC(=C(c1c(F)c(O)c(c(c1F)F)C(=O)[O-])O)c1c(F)c(O)c(c(c1F)F)C(=O)[O-].[Zn][Zn] MOFid-v1.rna,bcu.cat0;mof_unit_pretest_101",Zn.FAZRIFVNUTVOII.JEKFGVUAOFQBDF.MWVTWFVJZLCBMC.MOFkey-v1.rna,['[Zn][Zn]'],"['FN=NF', 'OC(=C(C(=O)[O-])O)C(=O)[O-]', 'OC(=C(c1c(F)c(O)c(c(c1F)F)C(=O)[O-])O)c1c(F)c(O)c(c(c1F)F)C(=O)[O-]']",FN=NF.OC(=C(C(=O)[O-])O)C(=O)[O-].OC(=C(c1c(F)c(O)c(c(c1F)F)C(=O)[O-])O)c1c(F)c(O)c(c(c1F)F)C(=O)[O-].[Zn][Zn],"rna,bcu",0,mof_unit_pretest_101
4,CCCc1cc2cc(cc3c2c2c1cc(cc2cc3CCC)C(=O)[O-])C(=O)[O-].CCCc1ncc2c3c1ccc1c3c(cc2)c(nc1)CCC.COc1cc2c(c3c1ccc(c3)C(=O)[O-])cc(c1c2cc(cc1)C(=O)[O-])OC.[Zn][Zn] MOFid-v1.ERROR.cat0;mof_unit_pretest_102,Cr.FDFGHPKPHFUHBP.IBPDYEFIVIKLFI.SUWUPUWPGJRZAT.ZUWHVBACMZGRHD.MOFkey-v1.ERROR,['[Zn][Zn]'],"['CCCc1cc2cc(cc3c2c2c1cc(cc2cc3CCC)C(=O)[O-])C(=O)[O-]', 'CCCc1ncc2c3c1ccc1c3c(cc2)c(nc1)CCC', 'COc1cc2c(c3c1ccc(c3)C(=O)[O-])cc(c1c2cc(cc1)C(=O)[O-])OC']",CCCc1cc2cc(cc3c2c2c1cc(cc2cc3CCC)C(=O)[O-])C(=O)[O-].CCCc1ncc2c3c1ccc1c3c(cc2)c(nc1)CCC.COc1cc2c(c3c1ccc(c3)C(=O)[O-])cc(c1c2cc(cc1)C(=O)[O-])OC.[Zn][Zn],ERROR,0,mof_unit_pretest_102
5,"O=CC1C(C=O)c2c1c(ccc2C(=O)[O-])C(=O)[O-].O=Cc1nc(C=O)c(nc1Br)Br.[O-]C(=O)c1ccc(c(c1Br)Br)C(=O)[O-].[Zn][Zn] MOFid-v1.ERROR,pcu.cat0;mof_unit_pretest_103",V.COOFAYHGLHSREE.KDCNWKONFUGAHE.YTIVTFGABIZHHX.MOFkey-v1.ERROR,['[Zn][Zn]'],"['O=CC1C(C=O)c2c1c(ccc2C(=O)[O-])C(=O)[O-]', 'O=Cc1nc(C=O)c(nc1Br)Br', '[O-]C(=O)c1ccc(c(c1Br)Br)C(=O)[O-]']",O=CC1C(C=O)c2c1c(ccc2C(=O)[O-])C(=O)[O-].O=Cc1nc(C=O)c(nc1Br)Br.[O-]C(=O)c1ccc(c(c1Br)Br)C(=O)[O-].[Zn][Zn],"ERROR,pcu",0,mof_unit_pretest_103
6,OC(=O)c1cnc2c(n1)ccc(c2C(=O)O)C(=O)O.[Cu][Cu].[O-]C(=O)C12CCC(C(C1)(C(=O)O)C(=O)O)(CC2(C(=O)O)C(=O)O)C(=O)[O-].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_104,Zn.KVUXLVZJPTZRAM.OCJNIHTZNBFNJB.MOFkey-v1.pcu,['[Cu][Cu]'],"['OC(=O)c1cnc2c(n1)ccc(c2C(=O)O)C(=O)O', '[O-]C(=O)C12CCC(C(C1)(C(=O)O)C(=O)O)(CC2(C(=O)O)C(=O)O)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-]']",OC(=O)c1cnc2c(n1)ccc(c2C(=O)O)C(=O)O.[Cu][Cu].[O-]C(=O)C12CCC(C(C1)(C(=O)O)C(=O)O)(CC2(C(=O)O)C(=O)O)C(=O)[O-].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],pcu,0,mof_unit_pretest_104
7,"CCc1cc(ccc1C=Cc1ccc(cc1CC)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.ERROR,UNKNOWN.cat0;mof_unit_pretest_105",Ni.QDARQHMJUNQACA.UGSBXBVTSWNPOV.YNRGGGMLCHCBGU.MOFkey-v1.ERROR,"['[O]', '[V]']",['CCc1cc(ccc1C=Cc1ccc(cc1CC)C(=O)[O-])C(=O)[O-]'],CCc1cc(ccc1C=Cc1ccc(cc1CC)C(=O)[O-])C(=O)[O-].[O].[V],"ERROR,UNKNOWN",0,mof_unit_pretest_105
8,N1=C[C](C=N1)C12C3C4C2C2C1C3C42C1=C[N]N=C1.N1=C[C](C=N1)c1ccc(cc1)[C]1C=NN=C1.[N]1N=CC(=C1)c1ccc(cc1)C1=C[N]N=C1.[Ni].[O]S(C1=NN=C([C]1c1ccc(cc1)C1=C([N]N=C1S([O])([O])O)S(O)([O])[O])S([O])([O])O)(O)[O] MOFid-v1.pcu.cat0;mof_unit_pretest_106,Cu.KDDTXNIYIUFKQL.KQVGKALJYDRJBE.YURUWZIXTPGJNU.MOFkey-v1.pcu,['[Ni]'],"['N1=C[C](C=N1)C12C3C4C2C2C1C3C42C1=C[N]N=C1', 'N1=C[C](C=N1)c1ccc(cc1)[C]1C=NN=C1', '[N]1N=CC(=C1)c1ccc(cc1)C1=C[N]N=C1', '[O]S(C1=NN=C([C]1c1ccc(cc1)C1=C([N]N=C1S([O])([O])O)S(O)([O])[O])S([O])([O])O)(O)[O]']",N1=C[C](C=N1)C12C3C4C2C2C1C3C42C1=C[N]N=C1.N1=C[C](C=N1)c1ccc(cc1)[C]1C=NN=C1.[N]1N=CC(=C1)c1ccc(cc1)C1=C[N]N=C1.[Ni].[O]S(C1=NN=C([C]1c1ccc(cc1)C1=C([N]N=C1S([O])([O])O)S(O)([O])[O])S([O])([O])O)(O)[O],pcu,0,mof_unit_pretest_106
9,N=CC(=N)S([O])(O)[O].[Cu][Cu].[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)c1cc(c(c2c1cccc2Br)C(=O)[O-])S([O])([O])O MOFid-v1.acs.cat0;mof_unit_pretest_107,Cu.KDDTXNIYIUFKQL.KQVGKALJYDRJBE.YURUWZIXTPGJNU.MOFkey-v1.acs,['[Cu][Cu]'],"['N=CC(=N)S([O])(O)[O]', '[O-]C(=O)C=CC=CC(=O)[O-]', '[O-]C(=O)c1cc(c(c2c1cccc2Br)C(=O)[O-])S([O])([O])O']",N=CC(=N)S([O])(O)[O].[Cu][Cu].[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)c1cc(c(c2c1cccc2Br)C(=O)[O-])S([O])([O])O,acs,0,mof_unit_pretest_107
