,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,CCOP(=O)(c1cc(cc(c1C(=O)O)P(=O)(OCCC(=O)O)[O])c1c2ccccc2c(c2c1cccc2)c1cc(cc(c1)P(=O)(OC(S([O])([O])O)C)[O])P(=O)(OCC)[O])[O].OC(=O)CCOP(=O)([C]1[CH]C(=C[C]([C]1C(=O)O)P(=O)(OCCC(=O)O)[O])N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1c(c(cc(c1S([O])(O)[O])P(=O)(OC(S([O])(O)[O])C)[O])P(=O)(OC(C(=O)O)C)[O])S([O])([O])O)[O].[Ba] MOFid-v1.ERROR.cat0;mof_unit_29513,Zn.IVHBREJLPGXBAS.PFDBPUMVUKLMQS.VOYOTXQZHFRMBY.MOFkey-v1.ERROR,['[Ba]'],"['CCOP(=O)(c1cc(cc(c1C(=O)O)P(=O)(OCCC(=O)O)[O])c1c2ccccc2c(c2c1cccc2)c1cc(cc(c1)P(=O)(OC(S([O])([O])O)C)[O])P(=O)(OCC)[O])[O]', 'OC(=O)CCOP(=O)([C]1[CH]C(=C[C]([C]1C(=O)O)P(=O)(OCCC(=O)O)[O])N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1c(c(cc(c1S([O])(O)[O])P(=O)(OC(S([O])(O)[O])C)[O])P(=O)(OC(C(=O)O)C)[O])S([O])([O])O)[O]']",CCOP(=O)(c1cc(cc(c1C(=O)O)P(=O)(OCCC(=O)O)[O])c1c2ccccc2c(c2c1cccc2)c1cc(cc(c1)P(=O)(OC(S([O])([O])O)C)[O])P(=O)(OCC)[O])[O].OC(=O)CCOP(=O)([C]1[CH]C(=C[C]([C]1C(=O)O)P(=O)(OCCC(=O)O)[O])N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1c(c(cc(c1S([O])(O)[O])P(=O)(OC(S([O])(O)[O])C)[O])P(=O)(OC(C(=O)O)C)[O])S([O])([O])O)[O].[Ba],ERROR,0,mof_unit_29513
1,[O-]C(=O)c1c(O)cc(c(c1C)O)N1C(=O)c2c(C)cc3c4c2c(C1=O)c(C)c(c4C(=O)N(C3=O)c1c(C)c(C)c(c(c1O)O)C(=O)[O-])C.[O-]C(=O)c1cc(O)c(c(c1)O)N1C(=O)c2c(C)cc3c4c2c(C1=O)c(C)c(c4c1c2c3c(C)cc3c2c(cc1O)C(=O)N(C3=O)c1cc(C)c(cc1O)C(=O)[O-])C.[O-]C(=O)c1cc(O)c(c(c1C)O)N1C(=O)c2cc(C)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1c(O)c(C)c(c(c1O)C)C(=O)[O-])O.[O-]C(=O)c1ccc(c(c1O)O)N1C(=O)c2ccc3c4c2c(C1=O)c(O)cc4c1c2c3ccc3c2c(c(c1O)C)C(=O)N(C3=O)c1cc(O)c(c(c1C)O)C(=O)[O-].[O].[V] MOFid-v1.ERROR.cat0;mof_unit_29514,Zn.IVHBREJLPGXBAS.PFDBPUMVUKLMQS.VOYOTXQZHFRMBY.MOFkey-v1.ERROR,"['[O]', '[V]']","['[O-]C(=O)c1c(O)cc(c(c1C)O)N1C(=O)c2c(C)cc3c4c2c(C1=O)c(C)c(c4C(=O)N(C3=O)c1c(C)c(C)c(c(c1O)O)C(=O)[O-])C', '[O-]C(=O)c1cc(O)c(c(c1)O)N1C(=O)c2c(C)cc3c4c2c(C1=O)c(C)c(c4c1c2c3c(C)cc3c2c(cc1O)C(=O)N(C3=O)c1cc(C)c(cc1O)C(=O)[O-])C', '[O-]C(=O)c1cc(O)c(c(c1C)O)N1C(=O)c2cc(C)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1c(O)c(C)c(c(c1O)C)C(=O)[O-])O', '[O-]C(=O)c1ccc(c(c1O)O)N1C(=O)c2ccc3c4c2c(C1=O)c(O)cc4c1c2c3ccc3c2c(c(c1O)C)C(=O)N(C3=O)c1cc(O)c(c(c1C)O)C(=O)[O-]']",[O-]C(=O)c1c(O)cc(c(c1C)O)N1C(=O)c2c(C)cc3c4c2c(C1=O)c(C)c(c4C(=O)N(C3=O)c1c(C)c(C)c(c(c1O)O)C(=O)[O-])C.[O-]C(=O)c1cc(O)c(c(c1)O)N1C(=O)c2c(C)cc3c4c2c(C1=O)c(C)c(c4c1c2c3c(C)cc3c2c(cc1O)C(=O)N(C3=O)c1cc(C)c(cc1O)C(=O)[O-])C.[O-]C(=O)c1cc(O)c(c(c1C)O)N1C(=O)c2cc(C)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1c(O)c(C)c(c(c1O)C)C(=O)[O-])O.[O-]C(=O)c1ccc(c(c1O)O)N1C(=O)c2ccc3c4c2c(C1=O)c(O)cc4c1c2c3ccc3c2c(c(c1O)C)C(=O)N(C3=O)c1cc(O)c(c(c1C)O)C(=O)[O-].[O].[V],ERROR,0,mof_unit_29514
2,COC1=[N]=C(OC)C(=[N]=C1OC)OC.[O-]C(=O)c1c(O)c(O)c(c(c1O)O)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_29515,Zn.IVHBREJLPGXBAS.PFDBPUMVUKLMQS.VOYOTXQZHFRMBY.MOFkey-v1.pcu,['[Zn][Zn]'],"['COC1=[N]=C(OC)C(=[N]=C1OC)OC', '[O-]C(=O)c1c(O)c(O)c(c(c1O)O)C(=O)[O-]']",COC1=[N]=C(OC)C(=[N]=C1OC)OC.[O-]C(=O)c1c(O)c(O)c(c(c1O)O)C(=O)[O-].[Zn][Zn],pcu,0,mof_unit_29515
3,OC(=O)c1cc2c(cc(c(c2cc1Br)C(=O)[O-])C(=O)O)C(=O)[O-].OC(=O)c1nc2c(nc1Br)cc(c(c2Br)Br)C(=O)O.[Cu][Cu].[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2)C(=O)[O-] MOFid-v1.ERROR.cat0;mof_unit_29516,Ba.GCPBUAPCULJOPG.OMOOIHWCPJTVDV.MOFkey-v1.ERROR,['[Cu][Cu]'],"['OC(=O)c1cc2c(cc(c(c2cc1Br)C(=O)[O-])C(=O)O)C(=O)[O-]', 'OC(=O)c1nc2c(nc1Br)cc(c(c2Br)Br)C(=O)O', '[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2)C(=O)[O-]']",OC(=O)c1cc2c(cc(c(c2cc1Br)C(=O)[O-])C(=O)O)C(=O)[O-].OC(=O)c1nc2c(nc1Br)cc(c(c2Br)Br)C(=O)O.[Cu][Cu].[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2)C(=O)[O-],ERROR,0,mof_unit_29516
4,"Nc1cc2c(C(=O)[O-])c3c(O)cc(c(c3c(c2c(c1N)N)C(=O)[O-])N)O.[O-]C(=O)C(=CC(=C(C(=O)[O-])O)O)N.[O-]C(=O)C=C(C=C(C(=O)[O-])N)O.[O].[V] MOFid-v1.pcu,rna.cat0;mof_unit_29517",Cu.HKNIPPCOKOMOEU.OXOIPAWXGNTULI.OXTZIYDNYQQIES.MOFkey-v1.pcu,"['[O]', '[V]']","['Nc1cc2c(C(=O)[O-])c3c(O)cc(c(c3c(c2c(c1N)N)C(=O)[O-])N)O', '[O-]C(=O)C(=CC(=C(C(=O)[O-])O)O)N', '[O-]C(=O)C=C(C=C(C(=O)[O-])N)O']",Nc1cc2c(C(=O)[O-])c3c(O)cc(c(c3c(c2c(c1N)N)C(=O)[O-])N)O.[O-]C(=O)C(=CC(=C(C(=O)[O-])O)O)N.[O-]C(=O)C=C(C=C(C(=O)[O-])N)O.[O].[V],"pcu,rna",0,mof_unit_29517
5,Cc1cnc(c(c1N=Nc1c(C)cnc(c1C)c1ccccc1)C)c1ccccc1.[O-]C(=O)c1cc(c2ccccc2)c(cc1c1ccccc1)[N][N]c1cc(c2ccccc2)c(cc1c1ccccc1)C(=O)[O-].[O-]C(=O)c1cc(c2ccccc2)c2c(c1C)c(cc(c2C)C(=O)[O-])c1ccccc1.[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_29518,V.KHPKWPMQWNBXPU.NRNUFWMIVFTQPS.MOFkey-v1.pcu,['[Zn][Zn]'],"['Cc1cnc(c(c1N=Nc1c(C)cnc(c1C)c1ccccc1)C)c1ccccc1', '[O-]C(=O)c1cc(c2ccccc2)c(cc1c1ccccc1)[N][N]c1cc(c2ccccc2)c(cc1c1ccccc1)C(=O)[O-]', '[O-]C(=O)c1cc(c2ccccc2)c2c(c1C)c(cc(c2C)C(=O)[O-])c1ccccc1']",Cc1cnc(c(c1N=Nc1c(C)cnc(c1C)c1ccccc1)C)c1ccccc1.[O-]C(=O)c1cc(c2ccccc2)c(cc1c1ccccc1)[N][N]c1cc(c2ccccc2)c(cc1c1ccccc1)C(=O)[O-].[O-]C(=O)c1cc(c2ccccc2)c2c(c1C)c(cc(c2C)C(=O)[O-])c1ccccc1.[Zn][Zn],pcu,0,mof_unit_29518
6,"Fc1c(O)c(F)c(c2c1c(C(=O)[O-])c(c(c2C(=O)[O-])F)O)O.Oc1nc2c(nc1O)c(F)c(c(c2F)O)O.[O-]C(=O)c1c(O)cc(c(c1O)O)N1C(=O)c2c(F)c(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1c(O)c(O)c(c(c1F)O)C(=O)[O-])F.[Zn][Zn] MOFid-v1.ERROR,pcu.cat0;mof_unit_29519",V.KHPKWPMQWNBXPU.NRNUFWMIVFTQPS.MOFkey-v1.ERROR,['[Zn][Zn]'],"['Fc1c(O)c(F)c(c2c1c(C(=O)[O-])c(c(c2C(=O)[O-])F)O)O', 'Oc1nc2c(nc1O)c(F)c(c(c2F)O)O', '[O-]C(=O)c1c(O)cc(c(c1O)O)N1C(=O)c2c(F)c(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1c(O)c(O)c(c(c1F)O)C(=O)[O-])F']",Fc1c(O)c(F)c(c2c1c(C(=O)[O-])c(c(c2C(=O)[O-])F)O)O.Oc1nc2c(nc1O)c(F)c(c(c2F)O)O.[O-]C(=O)c1c(O)cc(c(c1O)O)N1C(=O)c2c(F)c(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1c(O)c(O)c(c(c1F)O)C(=O)[O-])F.[Zn][Zn],"ERROR,pcu",0,mof_unit_29519
7,CCCOc1c(c2c(OCCC)c(Br)c(c(c2OCCC)Br)C(=O)[O-])c(OCCC)c(c(c1Br)C(=O)[O-])Br.[Cu][Cu].[O-]C(=O)c1c(Br)c(Br)c(c(c1Br)Br)C(=O)[O-].n1ccncc1 MOFid-v1.acs.cat0;mof_unit_29520,Zn.IVHBREJLPGXBAS.SGKISSKLQYPPPF.XWDDRRAAEQOLLX.MOFkey-v1.acs,['[Cu][Cu]'],"['CCCOc1c(c2c(OCCC)c(Br)c(c(c2OCCC)Br)C(=O)[O-])c(OCCC)c(c(c1Br)C(=O)[O-])Br', '[O-]C(=O)c1c(Br)c(Br)c(c(c1Br)Br)C(=O)[O-]', 'n1ccncc1']",CCCOc1c(c2c(OCCC)c(Br)c(c(c2OCCC)Br)C(=O)[O-])c(OCCC)c(c(c1Br)C(=O)[O-])Br.[Cu][Cu].[O-]C(=O)c1c(Br)c(Br)c(c(c1Br)Br)C(=O)[O-].n1ccncc1,acs,0,mof_unit_29520
8,Clc1ccccc1c1cc(C2=CN=N[CH]2)c(cc1C1=CN=N[CH]1)c1ccccc1Cl.N1=NC=C([CH]1)C12C3C4C2C2C1C3C42C1=CN=N[CH]1.[Ni].c1ccc(cc1)c1cc(C2=CN=N[CH]2)c(cc1C1=CN=N[CH]1)c1ccccc1.c1ccc(cc1)c1cc(C2=C[N]N=C2)c(cc1[C]1C=NN=C1)c1ccccc1 MOFid-v1.pcu.cat0;mof_unit_29521,V.KHPKWPMQWNBXPU.NRNUFWMIVFTQPS.MOFkey-v1.pcu,['[Ni]'],"['Clc1ccccc1c1cc(C2=CN=N[CH]2)c(cc1C1=CN=N[CH]1)c1ccccc1Cl', 'N1=NC=C([CH]1)C12C3C4C2C2C1C3C42C1=CN=N[CH]1', 'c1ccc(cc1)c1cc(C2=CN=N[CH]2)c(cc1C1=CN=N[CH]1)c1ccccc1', 'c1ccc(cc1)c1cc(C2=C[N]N=C2)c(cc1[C]1C=NN=C1)c1ccccc1']",Clc1ccccc1c1cc(C2=CN=N[CH]2)c(cc1C1=CN=N[CH]1)c1ccccc1Cl.N1=NC=C([CH]1)C12C3C4C2C2C1C3C42C1=CN=N[CH]1.[Ni].c1ccc(cc1)c1cc(C2=CN=N[CH]2)c(cc1C1=CN=N[CH]1)c1ccccc1.c1ccc(cc1)c1cc(C2=C[N]N=C2)c(cc1[C]1C=NN=C1)c1ccccc1,pcu,0,mof_unit_29521
9,"CCCc1cc(cc(c1C1=N[N]C(=N[N]1)c1c(C)cc(cc1CCC)C(=O)[O-])C)C(=O)[O-].Cc1cc2c(c3c1ccnc3)cc(c1c2cncc1)C.[Cu][Cu].[O-]C(=O)c1ccc2c(c1)c1cc(C)c3c(c1cc2C)cc(cc3)C(=O)[O-] MOFid-v1.acs,pcu.cat0;mof_unit_29522",V.KHPKWPMQWNBXPU.NRNUFWMIVFTQPS.MOFkey-v1.acs,['[Cu][Cu]'],"['CCCc1cc(cc(c1C1=N[N]C(=N[N]1)c1c(C)cc(cc1CCC)C(=O)[O-])C)C(=O)[O-]', 'Cc1cc2c(c3c1ccnc3)cc(c1c2cncc1)C', '[O-]C(=O)c1ccc2c(c1)c1cc(C)c3c(c1cc2C)cc(cc3)C(=O)[O-]']",CCCc1cc(cc(c1C1=N[N]C(=N[N]1)c1c(C)cc(cc1CCC)C(=O)[O-])C)C(=O)[O-].Cc1cc2c(c3c1ccnc3)cc(c1c2cncc1)C.[Cu][Cu].[O-]C(=O)c1ccc2c(c1)c1cc(C)c3c(c1cc2C)cc(cc3)C(=O)[O-],"acs,pcu",0,mof_unit_29522
