,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,Ic1cnc(cc1N=Nc1cc(I)ncc1I)I.[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1ccc(cc1I)[N][N]c1ccc(c(c1)I)C(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat0;mof_unit_pretest_1601,Zn.NWEBFIUGYZNCJY.USZXDNVMPDEEBP.MOFkey-v1.ERROR,['[Zn][Zn]'],"['Ic1cnc(cc1N=Nc1cc(I)ncc1I)I', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1I)[N][N]c1ccc(c(c1)I)C(=O)[O-]']",Ic1cnc(cc1N=Nc1cc(I)ncc1I)I.[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1ccc(cc1I)[N][N]c1ccc(c(c1)I)C(=O)[O-].[Zn][Zn],ERROR,0,mof_unit_pretest_1601
1,Br[N][CH]C=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])Br)Br.[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.ERROR.cat0;mof_unit_pretest_1602,Zn.NWEBFIUGYZNCJY.USZXDNVMPDEEBP.MOFkey-v1.ERROR,['[Cu][Cu]'],"['Br[N][CH]C=N', '[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])Br)Br', '[O-]C(=O)C=CC=CC(=O)[O-]']",Br[N][CH]C=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])Br)Br.[O-]C(=O)C=CC=CC(=O)[O-],ERROR,0,mof_unit_pretest_1602
2,N#Cc1c(C#N)c(C#CC(C#Cc2c(O)c(O)c(c(c2C#N)C#N)C(=O)[O-])(C#Cc2c(O)c(O)c(c(c2C#N)O)C(=O)[O-])C#Cc2c(O)c(O)c(c(c2O)C#N)C(=O)[O-])c(cc1C(=O)[O-])O.[C]#Cc1cc(C#N)c(c(c1O)O)C(c1c(O)c(O)c(c(c1C#N)C#N)C#[C])(c1c(O)c(C#N)c(c(c1O)C#N)C#CC(=O)[O-])c1c(O)c(C#N)c(c(c1C#N)O)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1603,Cu.IUCPZNVTXMASAX.XYCGYVOESDIGHR.MOFkey-v1.pcu,['[Zn][Zn]'],"['N#Cc1c(C#N)c(C#CC(C#Cc2c(O)c(O)c(c(c2C#N)C#N)C(=O)[O-])(C#Cc2c(O)c(O)c(c(c2C#N)O)C(=O)[O-])C#Cc2c(O)c(O)c(c(c2O)C#N)C(=O)[O-])c(cc1C(=O)[O-])O', '[C]#Cc1cc(C#N)c(c(c1O)O)C(c1c(O)c(O)c(c(c1C#N)C#N)C#[C])(c1c(O)c(C#N)c(c(c1O)C#N)C#CC(=O)[O-])c1c(O)c(C#N)c(c(c1C#N)O)C#CC(=O)[O-]']",N#Cc1c(C#N)c(C#CC(C#Cc2c(O)c(O)c(c(c2C#N)C#N)C(=O)[O-])(C#Cc2c(O)c(O)c(c(c2C#N)O)C(=O)[O-])C#Cc2c(O)c(O)c(c(c2O)C#N)C(=O)[O-])c(cc1C(=O)[O-])O.[C]#Cc1cc(C#N)c(c(c1O)O)C(c1c(O)c(O)c(c(c1C#N)C#N)C#[C])(c1c(O)c(C#N)c(c(c1O)C#N)C#CC(=O)[O-])c1c(O)c(C#N)c(c(c1C#N)O)C#CC(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_1603
3,Fc1cc(cc(c1c1ccc(cc1)C(=O)[O-])F)c1ccc(cc1)C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1604,Zn.BHXFKXOIODIUJO.JLGWNQLORDXWOU.XFYHWZKZWOLQBT.MOFkey-v1.pcu,['[Zn][Zn]'],"['Fc1cc(cc(c1c1ccc(cc1)C(=O)[O-])F)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]']",Fc1cc(cc(c1c1ccc(cc1)C(=O)[O-])F)c1ccc(cc1)C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_1604
4,"N#Cc1ccc(cc1)C#N.OC(=O)c1c(C#CC(=O)[O-])c(C(=O)O)c(c(c1C(=O)O)C#CC(=O)[O-])C(=O)O.[Cu][Cu].[O-]C(=O)C#CC#CC(=O)[O-] MOFid-v1.ERROR,pcu.cat0;mof_unit_pretest_1605",Zn.NWEBFIUGYZNCJY.USZXDNVMPDEEBP.MOFkey-v1.ERROR,['[Cu][Cu]'],"['N#Cc1ccc(cc1)C#N', 'OC(=O)c1c(C#CC(=O)[O-])c(C(=O)O)c(c(c1C(=O)O)C#CC(=O)[O-])C(=O)O', '[O-]C(=O)C#CC#CC(=O)[O-]']",N#Cc1ccc(cc1)C#N.OC(=O)c1c(C#CC(=O)[O-])c(C(=O)O)c(c(c1C(=O)O)C#CC(=O)[O-])C(=O)O.[Cu][Cu].[O-]C(=O)C#CC#CC(=O)[O-],"ERROR,pcu",0,mof_unit_pretest_1605
5,FCCOP(=O)(c1c2ccc3c(c2cc(c1F)P(=O)(OCC)[O])c(F)c(cc3P(=O)(OC(F)C)[O])P(=O)(OCC)[O])[O].FCCOP(=O)(c1cc(C#Cc2cc(cc(c2F)P(=O)(OC(F)C)[O])P(=O)(OCC)[O])c(c(c1)P(=O)(OC(F)C)[O])F)[O].[Ba] MOFid-v1.ERROR.cat0;mof_unit_pretest_1606,Zn.NWEBFIUGYZNCJY.USZXDNVMPDEEBP.MOFkey-v1.ERROR,['[Ba]'],"['FCCOP(=O)(c1c2ccc3c(c2cc(c1F)P(=O)(OCC)[O])c(F)c(cc3P(=O)(OC(F)C)[O])P(=O)(OCC)[O])[O]', 'FCCOP(=O)(c1cc(C#Cc2cc(cc(c2F)P(=O)(OC(F)C)[O])P(=O)(OCC)[O])c(c(c1)P(=O)(OC(F)C)[O])F)[O]']",FCCOP(=O)(c1c2ccc3c(c2cc(c1F)P(=O)(OCC)[O])c(F)c(cc3P(=O)(OC(F)C)[O])P(=O)(OCC)[O])[O].FCCOP(=O)(c1cc(C#Cc2cc(cc(c2F)P(=O)(OC(F)C)[O])P(=O)(OCC)[O])c(c(c1)P(=O)(OC(F)C)[O])F)[O].[Ba],ERROR,0,mof_unit_pretest_1606
6,N#CC=CC#N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])F)F.[O-]C(=O)C#CC=CC#CC(=O)[O-] MOFid-v1.ERROR.cat0;mof_unit_pretest_1607,Zn.NWEBFIUGYZNCJY.USZXDNVMPDEEBP.MOFkey-v1.ERROR,['[Cu][Cu]'],"['N#CC=CC#N', '[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])F)F', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",N#CC=CC#N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])F)F.[O-]C(=O)C#CC=CC#CC(=O)[O-],ERROR,0,mof_unit_pretest_1607
7,CCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.COC1(OC)c2c(ccc(c2C1(OC)OC)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_1608,Zn.LSIBLIIWUJPXHZ.QQKNHJDPTZZENQ.RLICCVADMDRQPE.ZXVRWVMDXHVXAT.MOFkey-v1.pcu,['[Cu][Cu]'],"['CCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2', 'COC1(OC)c2c(ccc(c2C1(OC)OC)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",CCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.COC1(OC)c2c(ccc(c2C1(OC)OC)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-],pcu,0,mof_unit_pretest_1608
8,CCC(=CC(=O)[O-])C(=C(C(=O)[O-])CC)CC.CCc1cc(C2=N[N]C(=N[N]2)c2cc(CC)c(cc2c2ccccc2)C(=O)[O-])c(cc1C(=O)[O-])c1ccccc1.CCc1cc(c2nnc(nn2)c2cc(CC)c(cc2c2ccccc2)C(=O)[O-])c(cc1C(=O)[O-])c1ccccc1.[O-]C(=O)C(=CC=CC(=O)[O-])c1ccccc1.[O-]C(=O)c1cc(c2ccccc2)c(cc1c1ccccc1)c1nnc(nn1)c1cc(c2ccccc2)c(cc1c1ccccc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_1609,Zn.LSIBLIIWUJPXHZ.QQKNHJDPTZZENQ.RLICCVADMDRQPE.ZXVRWVMDXHVXAT.MOFkey-v1.pcu,['[Zn][Zn]'],"['CCC(=CC(=O)[O-])C(=C(C(=O)[O-])CC)CC', 'CCc1cc(C2=N[N]C(=N[N]2)c2cc(CC)c(cc2c2ccccc2)C(=O)[O-])c(cc1C(=O)[O-])c1ccccc1', 'CCc1cc(c2nnc(nn2)c2cc(CC)c(cc2c2ccccc2)C(=O)[O-])c(cc1C(=O)[O-])c1ccccc1', '[O-]C(=O)C(=CC=CC(=O)[O-])c1ccccc1', '[O-]C(=O)c1cc(c2ccccc2)c(cc1c1ccccc1)c1nnc(nn1)c1cc(c2ccccc2)c(cc1c1ccccc1)C(=O)[O-]']",CCC(=CC(=O)[O-])C(=C(C(=O)[O-])CC)CC.CCc1cc(C2=N[N]C(=N[N]2)c2cc(CC)c(cc2c2ccccc2)C(=O)[O-])c(cc1C(=O)[O-])c1ccccc1.CCc1cc(c2nnc(nn2)c2cc(CC)c(cc2c2ccccc2)C(=O)[O-])c(cc1C(=O)[O-])c1ccccc1.[O-]C(=O)C(=CC=CC(=O)[O-])c1ccccc1.[O-]C(=O)c1cc(c2ccccc2)c(cc1c1ccccc1)c1nnc(nn1)c1cc(c2ccccc2)c(cc1c1ccccc1)C(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_1609
9,C(#CC#CC1=C[N]N=C1)C#C[C]1C=NN=C1.N#CC12C3(C#C[C]4C=NN=C4)C4(C2(C2(C1(C3(C42C#N)C#N)C#N)C#CC1=C[N]N=C1)C#N)C#N.N#CC1=NN=C([C]1C#CC#CC#CC1=C(C#N)[N]N=C1C#N)C#N.[Ni] MOFid-v1.pcu.cat0;mof_unit_pretest_1610,Zn.NWEBFIUGYZNCJY.USZXDNVMPDEEBP.MOFkey-v1.pcu,['[Ni]'],"['C(#CC#CC1=C[N]N=C1)C#C[C]1C=NN=C1', 'N#CC12C3(C#C[C]4C=NN=C4)C4(C2(C2(C1(C3(C42C#N)C#N)C#N)C#CC1=C[N]N=C1)C#N)C#N', 'N#CC1=NN=C([C]1C#CC#CC#CC1=C(C#N)[N]N=C1C#N)C#N']",C(#CC#CC1=C[N]N=C1)C#C[C]1C=NN=C1.N#CC12C3(C#C[C]4C=NN=C4)C4(C2(C2(C1(C3(C42C#N)C#N)C#N)C#CC1=C[N]N=C1)C#N)C#N.N#CC1=NN=C([C]1C#CC#CC#CC1=C(C#N)[N]N=C1C#N)C#N.[Ni],pcu,0,mof_unit_pretest_1610
