,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,"Brc1c([N][N]c2c(Br)c(Br)c(c(c2Br)C(=O)O)C(=O)[O-])c(Br)c(c(c1Br)C(=O)[O-])C(=O)O.OC(=O)c1cc(c(cc1c1cc(C(=O)O)c(cc1Br)C(=O)[O-])C(=O)O)c1cc(C(=O)O)c(cc1Br)C(=O)[O-].OC(=O)c1cnccc1c1ccc(cc1)c1ccncc1C(=O)O.[Cu][Cu] MOFid-v1.ERROR,pcu.cat0;mof_unit_64233",Cr.HQUFVLQMRZHBPJ.JCGVLTOPXASDOR.JFKXMJUMOJJTCQ.USZXDNVMPDEEBP.MOFkey-v1.ERROR,['[Cu][Cu]'],"['Brc1c([N][N]c2c(Br)c(Br)c(c(c2Br)C(=O)O)C(=O)[O-])c(Br)c(c(c1Br)C(=O)[O-])C(=O)O', 'OC(=O)c1cc(c(cc1c1cc(C(=O)O)c(cc1Br)C(=O)[O-])C(=O)O)c1cc(C(=O)O)c(cc1Br)C(=O)[O-]', 'OC(=O)c1cnccc1c1ccc(cc1)c1ccncc1C(=O)O']",Brc1c([N][N]c2c(Br)c(Br)c(c(c2Br)C(=O)O)C(=O)[O-])c(Br)c(c(c1Br)C(=O)[O-])C(=O)O.OC(=O)c1cc(c(cc1c1cc(C(=O)O)c(cc1Br)C(=O)[O-])C(=O)O)c1cc(C(=O)O)c(cc1Br)C(=O)[O-].OC(=O)c1cnccc1c1ccc(cc1)c1ccncc1C(=O)O.[Cu][Cu],"ERROR,pcu",0,mof_unit_64233
1,"N#Cc1cc(cc(c1C(=O)[O-])C#N)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1cc(C#N)c(c(c1)C#N)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.ERROR,pcu.cat0;mof_unit_64234",Cr.HQUFVLQMRZHBPJ.JCGVLTOPXASDOR.JFKXMJUMOJJTCQ.USZXDNVMPDEEBP.MOFkey-v1.ERROR,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#Cc1cc(cc(c1C(=O)[O-])C#N)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1cc(C#N)c(c(c1)C#N)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']",N#Cc1cc(cc(c1C(=O)[O-])C#N)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1cc(C#N)c(c(c1)C#N)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],"ERROR,pcu",0,mof_unit_64234
2,"O=N(=O)C1CC2(CCC1(C(=O)[O-])C(C2)(N(=O)=O)N(=O)=O)C(=O)[O-].O=N(=O)c1cc(cc(c1C(=O)[O-])N(=O)=O)c1ccc(cc1)C(=O)[O-].[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1c(cc(cc1N(=O)=O)C(=O)[O-])N(=O)=O.[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-] MOFid-v1.ERROR,pcu.cat0;mof_unit_64235",Cr.HQUFVLQMRZHBPJ.JCGVLTOPXASDOR.JFKXMJUMOJJTCQ.USZXDNVMPDEEBP.MOFkey-v1.ERROR,['[Cu][Cu]'],"['O=N(=O)C1CC2(CCC1(C(=O)[O-])C(C2)(N(=O)=O)N(=O)=O)C(=O)[O-]', 'O=N(=O)c1cc(cc(c1C(=O)[O-])N(=O)=O)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1c(cc(cc1N(=O)=O)C(=O)[O-])N(=O)=O', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]']",O=N(=O)C1CC2(CCC1(C(=O)[O-])C(C2)(N(=O)=O)N(=O)=O)C(=O)[O-].O=N(=O)c1cc(cc(c1C(=O)[O-])N(=O)=O)c1ccc(cc1)C(=O)[O-].[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1c(cc(cc1N(=O)=O)C(=O)[O-])N(=O)=O.[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],"ERROR,pcu",0,mof_unit_64235
3,BrC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C12CCC(CC1)(C(C2)Br)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat0;mof_unit_64236,Cr.HQUFVLQMRZHBPJ.JCGVLTOPXASDOR.JFKXMJUMOJJTCQ.USZXDNVMPDEEBP.MOFkey-v1.ERROR,['[Zn][Zn]'],"['BrC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C12CCC(CC1)(C(C2)Br)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]']",BrC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C12CCC(CC1)(C(C2)Br)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[Zn][Zn],ERROR,0,mof_unit_64236
4,N#Cc1ccc(cc1)C#N.O=Cc1cc(cc(c1C1=N[N]C(=N[N]1)c1c(C=O)cc(cc1C=O)C(=O)[O-])C=O)C(=O)[O-].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat0;mof_unit_64237,Cu.BUCFWNRNCMBFAS.FAXGAGLEAHNYOB.HZMLVSUOVOZANV.HZQGPLZSXZMWST.MOFkey-v1.ERROR,['[Zn][Zn]'],"['N#Cc1ccc(cc1)C#N', 'O=Cc1cc(cc(c1C1=N[N]C(=N[N]1)c1c(C=O)cc(cc1C=O)C(=O)[O-])C=O)C(=O)[O-]', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]']",N#Cc1ccc(cc1)C#N.O=Cc1cc(cc(c1C1=N[N]C(=N[N]1)c1c(C=O)cc(cc1C=O)C(=O)[O-])C=O)C(=O)[O-].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[Zn][Zn],ERROR,0,mof_unit_64237
5,"CCCc1cc(C#CC(=O)[O-])c(c(c1C#CC(=O)[O-])CC)CC.CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])c(CC)ccc2.[Cu][Cu].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-] MOFid-v1.nbo,pcu.cat0;mof_unit_64239",Cr.HQUFVLQMRZHBPJ.JCGVLTOPXASDOR.JFKXMJUMOJJTCQ.USZXDNVMPDEEBP.MOFkey-v1.nbo,['[Cu][Cu]'],"['CCCc1cc(C#CC(=O)[O-])c(c(c1C#CC(=O)[O-])CC)CC', 'CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])c(CC)ccc2', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]']",CCCc1cc(C#CC(=O)[O-])c(c(c1C#CC(=O)[O-])CC)CC.CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])c(CC)ccc2.[Cu][Cu].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-],"nbo,pcu",0,mof_unit_64239
6,"OC(=C(C(=O)[O-])O)C(=C(C(=O)[O-])O)O.[O-]C(=O)C(=C(C(=C(C(=O)O)C(=O)[O-])O)O)O.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.ERROR,pcu.cat0;mof_unit_64240",Cr.HQUFVLQMRZHBPJ.JCGVLTOPXASDOR.JFKXMJUMOJJTCQ.USZXDNVMPDEEBP.MOFkey-v1.ERROR,['[Zn][O]([Zn])([Zn])[Zn]'],"['OC(=C(C(=O)[O-])O)C(=C(C(=O)[O-])O)O', '[O-]C(=O)C(=C(C(=C(C(=O)O)C(=O)[O-])O)O)O']",OC(=C(C(=O)[O-])O)C(=C(C(=O)[O-])O)O.[O-]C(=O)C(=C(C(=C(C(=O)O)C(=O)[O-])O)O)O.[Zn][O]([Zn])([Zn])[Zn],"ERROR,pcu",0,mof_unit_64240
7,"CNC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2)S(O)([O])[O].CNC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2)S([O])([O])O.CNC1CC2(CCC1(CC2)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C12CCC(C(C1)S(O)([O])[O])(C(C2)S([O])(O)[O])C(=O)[O-].[O-]C(=O)C12CCC(C(C1)S([O])(O)[O])(C(C2)S([O])([O])O)C(=O)[O-] MOFid-v1.ERROR,rna.cat0;mof_unit_64241",Cr.HQUFVLQMRZHBPJ.JCGVLTOPXASDOR.JFKXMJUMOJJTCQ.USZXDNVMPDEEBP.MOFkey-v1.ERROR,['[Cu][Cu]'],"['CNC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2)S(O)([O])[O]', 'CNC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2)S([O])([O])O', 'CNC1CC2(CCC1(CC2)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C12CCC(C(C1)S(O)([O])[O])(C(C2)S([O])(O)[O])C(=O)[O-]', '[O-]C(=O)C12CCC(C(C1)S([O])(O)[O])(C(C2)S([O])([O])O)C(=O)[O-]']",CNC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2)S(O)([O])[O].CNC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2)S([O])([O])O.CNC1CC2(CCC1(CC2)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C12CCC(C(C1)S(O)([O])[O])(C(C2)S([O])(O)[O])C(=O)[O-].[O-]C(=O)C12CCC(C(C1)S([O])(O)[O])(C(C2)S([O])([O])O)C(=O)[O-],"ERROR,rna",0,mof_unit_64241
8,[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2(I)I)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2(O)O)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_64242,Cr.HQUFVLQMRZHBPJ.JCGVLTOPXASDOR.JFKXMJUMOJJTCQ.USZXDNVMPDEEBP.MOFkey-v1.pcu,['[Zn][Zn]'],"['[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-]', '[O-]C(=O)c1ccc(c2c1CC2(I)I)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1CC2(O)O)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]']",[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2(I)I)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2(O)O)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[Zn][Zn],pcu,0,mof_unit_64242
9,"[O-]C(=O)C#Cc1ccc(cc1)C(c1ccc(cc1Cl)C#CC(=O)[O-])(c1ccc(c(c1)Cl)C#CC(=O)[O-])c1ccc(c(c1)Cl)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.ERROR,pcu.cat0;mof_unit_64244",Cr.HQUFVLQMRZHBPJ.JCGVLTOPXASDOR.JFKXMJUMOJJTCQ.USZXDNVMPDEEBP.MOFkey-v1.ERROR,['[Zn][Zn]'],['[O-]C(=O)C#Cc1ccc(cc1)C(c1ccc(cc1Cl)C#CC(=O)[O-])(c1ccc(c(c1)Cl)C#CC(=O)[O-])c1ccc(c(c1)Cl)C#CC(=O)[O-]'],[O-]C(=O)C#Cc1ccc(cc1)C(c1ccc(cc1Cl)C#CC(=O)[O-])(c1ccc(c(c1)Cl)C#CC(=O)[O-])c1ccc(c(c1)Cl)C#CC(=O)[O-].[Zn][Zn],"ERROR,pcu",0,mof_unit_64244
