,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,CCCOc1c(C#Cc2ccc(cc2)C(=O)[O-])c(C(=O)O)c(c(c1C(=O)O)C(=O)[O-])C(=O)O.CCCOc1c(C#Cc2ccc(cc2C(=O)O)C(=O)[O-])cc(c(c1C(=O)O)C(=O)[O-])OCCC.CCCOc1c(OCCC)c(cc(c1C(=O)[O-])C(=O)O)c1nnc(nn1)c1c(OCCC)cc(cc1C(=O)O)C(=O)[O-].CCCOc1cc(cc(c1C(=O)[O-])OCCC)C1=N[N]C(=N[N]1)c1cc(C(=O)O)c(c(c1C(=O)O)C(=O)O)C(=O)[O-].CCCOc1cc(ccc1C#Cc1ccc(cc1C(=O)O)C(=O)[O-])C(=O)[O-].CCCOc1cc(ccc1c1nnc(nn1)c1c(cc(cc1C(=O)O)C(=O)[O-])C(=O)O)C(=O)[O-].[Cr][O]([Cr])[Cr] MOFid-v1.pcu.cat0;mof_unit_pretest_927,Zn.HOULSMMERCXECU.KVOACUMJSXEJQT.YLWDTPOJMNSGJL.MOFkey-v1.pcu,['[Cr][O]([Cr])[Cr]'],"['CCCOc1c(C#Cc2ccc(cc2)C(=O)[O-])c(C(=O)O)c(c(c1C(=O)O)C(=O)[O-])C(=O)O', 'CCCOc1c(C#Cc2ccc(cc2C(=O)O)C(=O)[O-])cc(c(c1C(=O)O)C(=O)[O-])OCCC', 'CCCOc1c(OCCC)c(cc(c1C(=O)[O-])C(=O)O)c1nnc(nn1)c1c(OCCC)cc(cc1C(=O)O)C(=O)[O-]', 'CCCOc1cc(cc(c1C(=O)[O-])OCCC)C1=N[N]C(=N[N]1)c1cc(C(=O)O)c(c(c1C(=O)O)C(=O)O)C(=O)[O-]', 'CCCOc1cc(ccc1C#Cc1ccc(cc1C(=O)O)C(=O)[O-])C(=O)[O-]', 'CCCOc1cc(ccc1c1nnc(nn1)c1c(cc(cc1C(=O)O)C(=O)[O-])C(=O)O)C(=O)[O-]']",CCCOc1c(C#Cc2ccc(cc2)C(=O)[O-])c(C(=O)O)c(c(c1C(=O)O)C(=O)[O-])C(=O)O.CCCOc1c(C#Cc2ccc(cc2C(=O)O)C(=O)[O-])cc(c(c1C(=O)O)C(=O)[O-])OCCC.CCCOc1c(OCCC)c(cc(c1C(=O)[O-])C(=O)O)c1nnc(nn1)c1c(OCCC)cc(cc1C(=O)O)C(=O)[O-].CCCOc1cc(cc(c1C(=O)[O-])OCCC)C1=N[N]C(=N[N]1)c1cc(C(=O)O)c(c(c1C(=O)O)C(=O)O)C(=O)[O-].CCCOc1cc(ccc1C#Cc1ccc(cc1C(=O)O)C(=O)[O-])C(=O)[O-].CCCOc1cc(ccc1c1nnc(nn1)c1c(cc(cc1C(=O)O)C(=O)[O-])C(=O)O)C(=O)[O-].[Cr][O]([Cr])[Cr],pcu,0,mof_unit_pretest_927
1,CCCc1cc(C(=O)[O-])c2c(c1)c1cc(ccc1cc2)C(=O)[O-].CCCc1cnccc1c1ccncc1.[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_928,Ni.ALAVWGZUZBYILN.VOXMTTPWNRYGFM.MOFkey-v1.pcu,['[Cu][Cu]'],"['CCCc1cc(C(=O)[O-])c2c(c1)c1cc(ccc1cc2)C(=O)[O-]', 'CCCc1cnccc1c1ccncc1', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]']",CCCc1cc(C(=O)[O-])c2c(c1)c1cc(ccc1cc2)C(=O)[O-].CCCc1cnccc1c1ccncc1.[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],pcu,0,mof_unit_pretest_928
2,CNc1c(C(=O)[O-])c(CC)c(c2c1c1ccc3c(c1cc2)c(NC)c(c(c3CC)CC)C(=O)[O-])CC.CNc1cc(ccc1C1=N[N]C(=N[N]1)c1ccc(cc1NC)C(=O)[O-])C(=O)[O-].CNc1cncc2c1ccc1c2ccc2c1cncc2NC.[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_929,Ni.ALAVWGZUZBYILN.VOXMTTPWNRYGFM.MOFkey-v1.pcu,['[Zn][Zn]'],"['CNc1c(C(=O)[O-])c(CC)c(c2c1c1ccc3c(c1cc2)c(NC)c(c(c3CC)CC)C(=O)[O-])CC', 'CNc1cc(ccc1C1=N[N]C(=N[N]1)c1ccc(cc1NC)C(=O)[O-])C(=O)[O-]', 'CNc1cncc2c1ccc1c2ccc2c1cncc2NC']",CNc1c(C(=O)[O-])c(CC)c(c2c1c1ccc3c(c1cc2)c(NC)c(c(c3CC)CC)C(=O)[O-])CC.CNc1cc(ccc1C1=N[N]C(=N[N]1)c1ccc(cc1NC)C(=O)[O-])C(=O)[O-].CNc1cncc2c1ccc1c2ccc2c1cncc2NC.[Zn][Zn],pcu,0,mof_unit_pretest_929
3,CCC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2I)I.CCN=N.[Cu][Cu].[O-]C(=O)C=CC(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_930,,['[Cu][Cu]'],"['CCC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2I)I', 'CCN=N', '[O-]C(=O)C=CC(=O)[O-]']",CCC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2I)I.CCN=N.[Cu][Cu].[O-]C(=O)C=CC(=O)[O-],pcu,0,mof_unit_pretest_930
4,COC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].Cc1ccc2c(c1)c(C(=O)[O-])c(c(c2C(=O)[O-])C)C.[Zn][Zn].c1cnc2c(n1)CC2 MOFid-v1.pcu.cat0;mof_unit_pretest_931,Ni.ALAVWGZUZBYILN.VOXMTTPWNRYGFM.MOFkey-v1.pcu,['[Zn][Zn]'],"['COC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', 'Cc1ccc2c(c1)c(C(=O)[O-])c(c(c2C(=O)[O-])C)C', 'c1cnc2c(n1)CC2']",COC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].Cc1ccc2c(c1)c(C(=O)[O-])c(c(c2C(=O)[O-])C)C.[Zn][Zn].c1cnc2c(n1)CC2,pcu,0,mof_unit_pretest_931
5,CNc1cc(C(=O)[O-])c(cc1[N][N]c1cc(NC)c(cc1NC)C(=O)[O-])NC.CNc1cnccc1N=Nc1ccncc1NC.[Cu][Cu].[O-]C(=O)C=CC(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_932,Ni.ALAVWGZUZBYILN.VOXMTTPWNRYGFM.MOFkey-v1.pcu,['[Cu][Cu]'],"['CNc1cc(C(=O)[O-])c(cc1[N][N]c1cc(NC)c(cc1NC)C(=O)[O-])NC', 'CNc1cnccc1N=Nc1ccncc1NC', '[O-]C(=O)C=CC(=O)[O-]']",CNc1cc(C(=O)[O-])c(cc1[N][N]c1cc(NC)c(cc1NC)C(=O)[O-])NC.CNc1cnccc1N=Nc1ccncc1NC.[Cu][Cu].[O-]C(=O)C=CC(=O)[O-],pcu,0,mof_unit_pretest_932
6,O=N(=O)c1c(C(=O)[O-])c(N)cc2c1c1ccc3c(c1cc2)c(N(=O)=O)c(c(c3)N)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C1=N[N]C(=N[N]1)c1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.pcu.cat0;mof_unit_pretest_933,Ni.ALAVWGZUZBYILN.VOXMTTPWNRYGFM.MOFkey-v1.pcu,"['[O]', '[V]']","['O=N(=O)c1c(C(=O)[O-])c(N)cc2c1c1ccc3c(c1cc2)c(N(=O)=O)c(c(c3)N)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C1=N[N]C(=N[N]1)c1ccc(cc1)C(=O)[O-]']",O=N(=O)c1c(C(=O)[O-])c(N)cc2c1c1ccc3c(c1cc2)c(N(=O)=O)c(c(c3)N)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C1=N[N]C(=N[N]1)c1ccc(cc1)C(=O)[O-].[O].[V],pcu,0,mof_unit_pretest_933
7,CCCOc1c(cc(c(c1CCC)C(=O)[O-])OCCC)C1=N[N]C(=N[N]1)c1cc(OCCC)c(c(c1OCCC)CCC)C(=O)[O-].CCCc1cncc2c1cncc2CCC.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_934,Zn.HOULSMMERCXECU.KVOACUMJSXEJQT.YLWDTPOJMNSGJL.MOFkey-v1.pcu,['[Zn][Zn]'],"['CCCOc1c(cc(c(c1CCC)C(=O)[O-])OCCC)C1=N[N]C(=N[N]1)c1cc(OCCC)c(c(c1OCCC)CCC)C(=O)[O-]', 'CCCc1cncc2c1cncc2CCC', '[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]']",CCCOc1c(cc(c(c1CCC)C(=O)[O-])OCCC)C1=N[N]C(=N[N]1)c1cc(OCCC)c(c(c1OCCC)CCC)C(=O)[O-].CCCc1cncc2c1cncc2CCC.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_934
8,[Cu][Cu].[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])C(=O)O.[O-]C(=O)c1ccc(c2c1CC2C(=O)O)C(=O)[O-].c1cnc2c(n1)CC2 MOFid-v1.pcu.cat0;mof_unit_pretest_935,Cr.MNQPPTQCHITFDW.MOFkey-v1.pcu,['[Cu][Cu]'],"['[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])C(=O)O', '[O-]C(=O)c1ccc(c2c1CC2C(=O)O)C(=O)[O-]', 'c1cnc2c(n1)CC2']",[Cu][Cu].[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])C(=O)O.[O-]C(=O)c1ccc(c2c1CC2C(=O)O)C(=O)[O-].c1cnc2c(n1)CC2,pcu,0,mof_unit_pretest_935
9,[Cr][O]([Cr])[Cr].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)I)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_936,Ni.ALAVWGZUZBYILN.VOXMTTPWNRYGFM.MOFkey-v1.pcu,['[Cr][O]([Cr])[Cr]'],"['[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)I)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']",[Cr][O]([Cr])[Cr].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)I)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-],pcu,0,mof_unit_pretest_936
