,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,CCCOC1C(OCCC)c2c1nc(cn2)NC.CCCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])C(C2)NC.CNc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-].[Cu][Cu] MOFid-v1.ERROR.cat0;mof_unit_44270,Zn.ABMFBCRYHDZLRD.XSCHRSMBECNVNS.MOFkey-v1.ERROR,['[Cu][Cu]'],"['CCCOC1C(OCCC)c2c1nc(cn2)NC', 'CCCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])C(C2)NC', 'CNc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-]']",CCCOC1C(OCCC)c2c1nc(cn2)NC.CCCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])C(C2)NC.CNc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-].[Cu][Cu],ERROR,0,mof_unit_44270
1,CCCC1C(O)C2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2(O)O)O)CCC)CCC.CCC[C](C=C(C(=O)[O-])O)[CH]C(=O)[O-].CCC[N][C](C=NO)CCC.[Zn][Zn] MOFid-v1.ERROR.cat0;mof_unit_44271,Zn.ABMFBCRYHDZLRD.XSCHRSMBECNVNS.MOFkey-v1.ERROR,['[Zn][Zn]'],"['CCCC1C(O)C2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2(O)O)O)CCC)CCC', 'CCC[C](C=C(C(=O)[O-])O)[CH]C(=O)[O-]', 'CCC[N][C](C=NO)CCC']",CCCC1C(O)C2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2(O)O)O)CCC)CCC.CCC[C](C=C(C(=O)[O-])O)[CH]C(=O)[O-].CCC[N][C](C=NO)CCC.[Zn][Zn],ERROR,0,mof_unit_44271
2,Brc1cc(Br)c2c(c1)c(C(=O)[O-])c(cc2C(=O)[O-])Br.Brc1cnc2c(n1)ccc(c2)S([O])(O)[O].[O-]C(=O)C#CC12CCC(C(C1)S([O])(O)[O])(CC2Br)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.ERROR.cat0;mof_unit_44273,Cu.CAWHJQAVHZEVTJ.KKEYFWRCBNTPAC.YMJRCGLXCMCMSR.MOFkey-v1.ERROR,['[Zn][Zn]'],"['Brc1cc(Br)c2c(c1)c(C(=O)[O-])c(cc2C(=O)[O-])Br', 'Brc1cnc2c(n1)ccc(c2)S([O])(O)[O]', '[O-]C(=O)C#CC12CCC(C(C1)S([O])(O)[O])(CC2Br)C#CC(=O)[O-]']",Brc1cc(Br)c2c(c1)c(C(=O)[O-])c(cc2C(=O)[O-])Br.Brc1cnc2c(n1)ccc(c2)S([O])(O)[O].[O-]C(=O)C#CC12CCC(C(C1)S([O])(O)[O])(CC2Br)C#CC(=O)[O-].[Zn][Zn],ERROR,0,mof_unit_44273
3,CC(OP(=O)(c1cc(N2C(=O)c3c(N)cc4c5c3c(C2=O)c(C)c(c5c2c3c4ccc4c3c(cc2)C(=O)N(C4=O)c2c(C)c(cc(c2C)P(=O)(OC(C(N)(N)C)C)[O])P(=O)(OC(C(N)C)N)[O])N)c(c(c1)P(=O)(OC(C)C)[O])N)[O])C.NCCOP(=O)(c1c2c(C)c3cc(C)c4c5c3c3c2c(c(c1N)P(=O)(OC(C(N)N)(N)C)[O])cc1c3c2c5c3c(c4)c(cc(c3cc2cc1)P(=O)(OC(C)C)[O])P(=O)(OC(CN)N)[O])[O].[Ba] MOFid-v1.ERROR.cat0;mof_unit_44274,Cu.CAWHJQAVHZEVTJ.KKEYFWRCBNTPAC.YMJRCGLXCMCMSR.MOFkey-v1.ERROR,['[Ba]'],"['CC(OP(=O)(c1cc(N2C(=O)c3c(N)cc4c5c3c(C2=O)c(C)c(c5c2c3c4ccc4c3c(cc2)C(=O)N(C4=O)c2c(C)c(cc(c2C)P(=O)(OC(C(N)(N)C)C)[O])P(=O)(OC(C(N)C)N)[O])N)c(c(c1)P(=O)(OC(C)C)[O])N)[O])C', 'NCCOP(=O)(c1c2c(C)c3cc(C)c4c5c3c3c2c(c(c1N)P(=O)(OC(C(N)N)(N)C)[O])cc1c3c2c5c3c(c4)c(cc(c3cc2cc1)P(=O)(OC(C)C)[O])P(=O)(OC(CN)N)[O])[O]']",CC(OP(=O)(c1cc(N2C(=O)c3c(N)cc4c5c3c(C2=O)c(C)c(c5c2c3c4ccc4c3c(cc2)C(=O)N(C4=O)c2c(C)c(cc(c2C)P(=O)(OC(C(N)(N)C)C)[O])P(=O)(OC(C(N)C)N)[O])N)c(c(c1)P(=O)(OC(C)C)[O])N)[O])C.NCCOP(=O)(c1c2c(C)c3cc(C)c4c5c3c3c2c(c(c1N)P(=O)(OC(C(N)N)(N)C)[O])cc1c3c2c5c3c(c4)c(cc(c3cc2cc1)P(=O)(OC(C)C)[O])P(=O)(OC(CN)N)[O])[O].[Ba],ERROR,0,mof_unit_44274
4,CNc1cnc2c(n1)cc(c(c2)NC)Cl.[O-]C(=O)c1cc(Cl)c(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1)cc(c4c(c(c3)C(=O)[O-])Cl)Cl.[Zn][Zn] MOFid-v1.ERROR.cat0;mof_unit_44276,,['[Zn][Zn]'],"['CNc1cnc2c(n1)cc(c(c2)NC)Cl', '[O-]C(=O)c1cc(Cl)c(c2c1cccc2)C(=O)[O-]', '[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1)cc(c4c(c(c3)C(=O)[O-])Cl)Cl']",CNc1cnc2c(n1)cc(c(c2)NC)Cl.[O-]C(=O)c1cc(Cl)c(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1)cc(c4c(c(c3)C(=O)[O-])Cl)Cl.[Zn][Zn],ERROR,0,mof_unit_44276
5,"CCOP(=O)(c1cc(c2c3c1ccc1c3c(cc2)c2c3c1c(cc1c3c(cc2)c(cc1P(=O)(OCC(S([O])(O)[O])S([O])(O)[O])[O])P(=O)(OC(S(O)([O])[O])C(S(O)([O])[O])S(O)([O])[O])[O])S([O])(O)[O])P(=O)(OC(S([O])(O)[O])CS([O])(O)[O])[O])[O].FCCOP(=O)(c1cc(cc(c1)P(=O)(OCC(S(O)([O])[O])F)[O])c1c2ccc(cc2c(c2c1cc(F)cc2)c1cc(cc(c1)P(=O)(OCCF)[O])P(=O)(OCC)[O])F)[O].[Ba] MOFid-v1.rna,pcu.cat0;mof_unit_44277",Cr.FZTIWOBQQYPTCJ.GIWPTQKBQIQUDP.IBBOCUQBCVNKQW.LARDYMACTVGMNP.RYFVKTNONYVZPO.MOFkey-v1.rna,['[Ba]'],"['CCOP(=O)(c1cc(c2c3c1ccc1c3c(cc2)c2c3c1c(cc1c3c(cc2)c(cc1P(=O)(OCC(S([O])(O)[O])S([O])(O)[O])[O])P(=O)(OC(S(O)([O])[O])C(S(O)([O])[O])S(O)([O])[O])[O])S([O])(O)[O])P(=O)(OC(S([O])(O)[O])CS([O])(O)[O])[O])[O]', 'FCCOP(=O)(c1cc(cc(c1)P(=O)(OCC(S(O)([O])[O])F)[O])c1c2ccc(cc2c(c2c1cc(F)cc2)c1cc(cc(c1)P(=O)(OCCF)[O])P(=O)(OCC)[O])F)[O]']",CCOP(=O)(c1cc(c2c3c1ccc1c3c(cc2)c2c3c1c(cc1c3c(cc2)c(cc1P(=O)(OCC(S([O])(O)[O])S([O])(O)[O])[O])P(=O)(OC(S(O)([O])[O])C(S(O)([O])[O])S(O)([O])[O])[O])S([O])(O)[O])P(=O)(OC(S([O])(O)[O])CS([O])(O)[O])[O])[O].FCCOP(=O)(c1cc(cc(c1)P(=O)(OCC(S(O)([O])[O])F)[O])c1c2ccc(cc2c(c2c1cc(F)cc2)c1cc(cc(c1)P(=O)(OCCF)[O])P(=O)(OCC)[O])F)[O].[Ba],"rna,pcu",0,mof_unit_44277
6,N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)c1cc(N)c(c(c1)N)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1c(N)cc(cc1N)C(=O)[O-] MOFid-v1.ERROR.cat0;mof_unit_44279,Zn.ABMFBCRYHDZLRD.XSCHRSMBECNVNS.MOFkey-v1.ERROR,['[Cu][Cu]'],"['N#N', '[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)c1cc(N)c(c(c1)N)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1c(N)cc(cc1N)C(=O)[O-]']",N#N.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)c1cc(N)c(c(c1)N)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1c(N)cc(cc1N)C(=O)[O-],ERROR,0,mof_unit_44279
7,CNc1c(C2=C[N]N=C2)c(c2ccccc2)c(c(c1c1ccccc1)[C]1C=NN=C1)NC.CNc1cccc(c1)c1cc(C2=C[N]N=C2)c(cc1C1=C[N]N=C1)c1cccc(c1)NC.[CH]([CH]C1=C[N]N=C1)[CH]C=C1C=NN=C1.[CH]([CH][C]1C=NN=C1)C=CC1=C[N]N=C1.[Ni] MOFid-v1.ERROR.cat0;mof_unit_44280,Zn.ABMFBCRYHDZLRD.XSCHRSMBECNVNS.MOFkey-v1.ERROR,['[Ni]'],"['CNc1c(C2=C[N]N=C2)c(c2ccccc2)c(c(c1c1ccccc1)[C]1C=NN=C1)NC', 'CNc1cccc(c1)c1cc(C2=C[N]N=C2)c(cc1C1=C[N]N=C1)c1cccc(c1)NC', '[CH]([CH]C1=C[N]N=C1)[CH]C=C1C=NN=C1', '[CH]([CH][C]1C=NN=C1)C=CC1=C[N]N=C1']",CNc1c(C2=C[N]N=C2)c(c2ccccc2)c(c(c1c1ccccc1)[C]1C=NN=C1)NC.CNc1cccc(c1)c1cc(C2=C[N]N=C2)c(cc1C1=C[N]N=C1)c1cccc(c1)NC.[CH]([CH]C1=C[N]N=C1)[CH]C=C1C=NN=C1.[CH]([CH][C]1C=NN=C1)C=CC1=C[N]N=C1.[Ni],ERROR,0,mof_unit_44280
8,"CCOC1=N[C](C=O)[C]2[C]([C]1C=O)[C](C=O)N=C([C]2C=O)OCC.CCOc1c(OCC)c(cc2c1cc(C(=O)[O-])c(c2OCC)OCC)C(=O)[O-].O=CC12C3C4(C2(C2C1(C3(C42C=O)C=O)C(=O)[O-])C=O)C(=O)[O-].[Cu][Cu] MOFid-v1.ERROR,pcu.cat0;mof_unit_44281",Cr.FZTIWOBQQYPTCJ.GIWPTQKBQIQUDP.IBBOCUQBCVNKQW.LARDYMACTVGMNP.RYFVKTNONYVZPO.MOFkey-v1.ERROR,['[Cu][Cu]'],"['CCOC1=N[C](C=O)[C]2[C]([C]1C=O)[C](C=O)N=C([C]2C=O)OCC', 'CCOc1c(OCC)c(cc2c1cc(C(=O)[O-])c(c2OCC)OCC)C(=O)[O-]', 'O=CC12C3C4(C2(C2C1(C3(C42C=O)C=O)C(=O)[O-])C=O)C(=O)[O-]']",CCOC1=N[C](C=O)[C]2[C]([C]1C=O)[C](C=O)N=C([C]2C=O)OCC.CCOc1c(OCC)c(cc2c1cc(C(=O)[O-])c(c2OCC)OCC)C(=O)[O-].O=CC12C3C4(C2(C2C1(C3(C42C=O)C=O)C(=O)[O-])C=O)C(=O)[O-].[Cu][Cu],"ERROR,pcu",0,mof_unit_44281
9,CCCc1c(C=Cc2ccc(c(c2CCC)N(=O)=O)C(=O)[O-])ccc(c1N(=O)=O)C(=O)[O-].O=N(=O)c1nccc(c1)C=Cc1ccnc(c1)N(=O)=O.[Cu][Cu].[O-]C(=O)c1cc(c2cccc(c2)N(=O)=O)c(cc1c1cccc(c1)N(=O)=O)C(=O)[O-] MOFid-v1.ERROR.cat0;mof_unit_44282,Zn.KCVUMYCALFOXLV.MWVTWFVJZLCBMC.ULIKYPRQMXPJFC.MOFkey-v1.ERROR,['[Cu][Cu]'],"['CCCc1c(C=Cc2ccc(c(c2CCC)N(=O)=O)C(=O)[O-])ccc(c1N(=O)=O)C(=O)[O-]', 'O=N(=O)c1nccc(c1)C=Cc1ccnc(c1)N(=O)=O', '[O-]C(=O)c1cc(c2cccc(c2)N(=O)=O)c(cc1c1cccc(c1)N(=O)=O)C(=O)[O-]']",CCCc1c(C=Cc2ccc(c(c2CCC)N(=O)=O)C(=O)[O-])ccc(c1N(=O)=O)C(=O)[O-].O=N(=O)c1nccc(c1)C=Cc1ccnc(c1)N(=O)=O.[Cu][Cu].[O-]C(=O)c1cc(c2cccc(c2)N(=O)=O)c(cc1c1cccc(c1)N(=O)=O)C(=O)[O-],ERROR,0,mof_unit_44282
