,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,CCC(=C(C(=C(C(=O)[O-])F)F)F)C(=O)[O-].CCC1(F)C2(C(=O)[O-])C(F)(CC)C(C(C1(F)F)(C(C2(F)CC)(F)CC)C(=O)[O-])(F)CC.F[N][CH][C]([N]CC)CC.[Zn][Zn] MOFid-v1.ERROR.cat0;mof_unit_pretest_376,Ba.AEQJDXUYRMPHJG.MOFkey-v1.ERROR,['[Zn][Zn]'],"['CCC(=C(C(=C(C(=O)[O-])F)F)F)C(=O)[O-]', 'CCC1(F)C2(C(=O)[O-])C(F)(CC)C(C(C1(F)F)(C(C2(F)CC)(F)CC)C(=O)[O-])(F)CC', 'F[N][CH][C]([N]CC)CC']",CCC(=C(C(=C(C(=O)[O-])F)F)F)C(=O)[O-].CCC1(F)C2(C(=O)[O-])C(F)(CC)C(C(C1(F)F)(C(C2(F)CC)(F)CC)C(=O)[O-])(F)CC.F[N][CH][C]([N]CC)CC.[Zn][Zn],ERROR,0,mof_unit_pretest_376
1,CCC1(I)CC2(CCC1(CC2I)C(=O)[O-])C(=O)[O-].CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])C(C2)CC.[Zn][Zn].c1cnc2c(n1)CC2 MOFid-v1.ERROR.cat0;mof_unit_pretest_377,Ba.AEQJDXUYRMPHJG.MOFkey-v1.ERROR,['[Zn][Zn]'],"['CCC1(I)CC2(CCC1(CC2I)C(=O)[O-])C(=O)[O-]', 'CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])C(C2)CC', 'c1cnc2c(n1)CC2']",CCC1(I)CC2(CCC1(CC2I)C(=O)[O-])C(=O)[O-].CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])C(C2)CC.[Zn][Zn].c1cnc2c(n1)CC2,ERROR,0,mof_unit_pretest_377
2,N1=CC(=C[N]1)[CH]C=C1C=NN=C1.O=N(=O)C1C[C]2[C]1C(=C1C=NN=C1)C=C[C]2C1=CN=N[CH]1.O=N(=O)C1C[C]2[C]1C(=C1C=NN=C1)C=C[C]2C1=C[N]N=C1.O=N(=O)C1Cc2c1c(ccc2C1=CN=N[CH]1)C1=C[N]N=C1.O=N(=O)C1Cc2c1c(ccc2[C]1C=NN=C1)C1=C[N]N=C1.[Ni] MOFid-v1.ERROR.cat0;mof_unit_pretest_378,Ba.AEQJDXUYRMPHJG.MOFkey-v1.ERROR,['[Ni]'],"['N1=CC(=C[N]1)[CH]C=C1C=NN=C1', 'O=N(=O)C1C[C]2[C]1C(=C1C=NN=C1)C=C[C]2C1=CN=N[CH]1', 'O=N(=O)C1C[C]2[C]1C(=C1C=NN=C1)C=C[C]2C1=C[N]N=C1', 'O=N(=O)C1Cc2c1c(ccc2C1=CN=N[CH]1)C1=C[N]N=C1', 'O=N(=O)C1Cc2c1c(ccc2[C]1C=NN=C1)C1=C[N]N=C1']",N1=CC(=C[N]1)[CH]C=C1C=NN=C1.O=N(=O)C1C[C]2[C]1C(=C1C=NN=C1)C=C[C]2C1=CN=N[CH]1.O=N(=O)C1C[C]2[C]1C(=C1C=NN=C1)C=C[C]2C1=C[N]N=C1.O=N(=O)C1Cc2c1c(ccc2C1=CN=N[CH]1)C1=C[N]N=C1.O=N(=O)C1Cc2c1c(ccc2[C]1C=NN=C1)C1=C[N]N=C1.[Ni],ERROR,0,mof_unit_pretest_378
3,[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])N(=O)=O)N(=O)=O.[O-]C(=O)c1cc(C)c(cc1C)C(=O)[O-].[Zn][Zn].n1ccncc1 MOFid-v1.ERROR.cat0;mof_unit_pretest_379,Ba.AEQJDXUYRMPHJG.MOFkey-v1.ERROR,['[Zn][Zn]'],"['[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])N(=O)=O)N(=O)=O', '[O-]C(=O)c1cc(C)c(cc1C)C(=O)[O-]', 'n1ccncc1']",[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])N(=O)=O)N(=O)=O.[O-]C(=O)c1cc(C)c(cc1C)C(=O)[O-].[Zn][Zn].n1ccncc1,ERROR,0,mof_unit_pretest_379
4,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)c1c(Cl)c(F)c2c(c1Cl)c1ccc3c(c1cc2)c(Cl)c(c(c3F)Cl)C(=O)[O-].[O-]C(=O)c1cc(Cl)c2c(c1)c1ccc3c(c1cc2)cc(cc3Cl)C(=O)[O-].[O].[V] MOFid-v1.ERROR.cat0;mof_unit_pretest_380,Ba.AEQJDXUYRMPHJG.MOFkey-v1.ERROR,"['[O]', '[V]']","['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1c(Cl)c(F)c2c(c1Cl)c1ccc3c(c1cc2)c(Cl)c(c(c3F)Cl)C(=O)[O-]', '[O-]C(=O)c1cc(Cl)c2c(c1)c1ccc3c(c1cc2)cc(cc3Cl)C(=O)[O-]']",[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)c1c(Cl)c(F)c2c(c1Cl)c1ccc3c(c1cc2)c(Cl)c(c(c3F)Cl)C(=O)[O-].[O-]C(=O)c1cc(Cl)c2c(c1)c1ccc3c(c1cc2)cc(cc3Cl)C(=O)[O-].[O].[V],ERROR,0,mof_unit_pretest_380
5,Oc1cc(ccc1c1ccc(c(c1)O)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1c(ccc2c1ccc1c2c(O)c(cc1)C(=O)[O-])c1ccccc1.[Zn][Zn].n1ccc(cc1)c1ccncc1 MOFid-v1.ERROR.cat0;mof_unit_pretest_381,Ba.AEQJDXUYRMPHJG.MOFkey-v1.ERROR,['[Zn][Zn]'],"['Oc1cc(ccc1c1ccc(c(c1)O)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1c(ccc2c1ccc1c2c(O)c(cc1)C(=O)[O-])c1ccccc1', 'n1ccc(cc1)c1ccncc1']",Oc1cc(ccc1c1ccc(c(c1)O)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1c(ccc2c1ccc1c2c(O)c(cc1)C(=O)[O-])c1ccccc1.[Zn][Zn].n1ccc(cc1)c1ccncc1,ERROR,0,mof_unit_pretest_381
6,CNc1cc(C(=O)[O-])c(cc1C(=O)[O-])NC.[Cu][Cu].[O-]C(=O)C(=C(C(=O)O)C(=O)[O-])C(=O)O.n1ccncc1 MOFid-v1.ERROR.cat0;mof_unit_pretest_382,Ba.AEQJDXUYRMPHJG.MOFkey-v1.ERROR,['[Cu][Cu]'],"['CNc1cc(C(=O)[O-])c(cc1C(=O)[O-])NC', '[O-]C(=O)C(=C(C(=O)O)C(=O)[O-])C(=O)O', 'n1ccncc1']",CNc1cc(C(=O)[O-])c(cc1C(=O)[O-])NC.[Cu][Cu].[O-]C(=O)C(=C(C(=O)O)C(=O)[O-])C(=O)O.n1ccncc1,ERROR,0,mof_unit_pretest_382
7,FN=NF.[Cu][Cu].[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)c1ccc(cc1O)N1C(=O)c2cc(O)c3c4c2c(C1=O)c(O)cc4C(=O)N(C3=O)c1ccc(c(c1)O)C(=O)[O-] MOFid-v1.ERROR.cat0;mof_unit_pretest_383,Ba.AEQJDXUYRMPHJG.MOFkey-v1.ERROR,['[Cu][Cu]'],"['FN=NF', '[O-]C(=O)C=CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1O)N1C(=O)c2cc(O)c3c4c2c(C1=O)c(O)cc4C(=O)N(C3=O)c1ccc(c(c1)O)C(=O)[O-]']",FN=NF.[Cu][Cu].[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)c1ccc(cc1O)N1C(=O)c2cc(O)c3c4c2c(C1=O)c(O)cc4C(=O)N(C3=O)c1ccc(c(c1)O)C(=O)[O-],ERROR,0,mof_unit_pretest_383
8,N=NN(=O)=O.[Cu][Cu].[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)C=C[CH][C](N(=O)=O)C(=O)[O-] MOFid-v1.ERROR.cat0;mof_unit_pretest_384,Ba.DEEFNLMVGOABFQ.VZAXSCLNQHANJA.MOFkey-v1.ERROR,['[Cu][Cu]'],"['N=NN(=O)=O', '[O-]C(=O)C=CC(=O)[O-]', '[O-]C(=O)C=C[CH][C](N(=O)=O)C(=O)[O-]']",N=NN(=O)=O.[Cu][Cu].[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)C=C[CH][C](N(=O)=O)C(=O)[O-],ERROR,0,mof_unit_pretest_384
9,O=Cc1cnc2c(n1)cccc2.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-] MOFid-v1.ERROR.cat0;mof_unit_pretest_385,Ba.AEQJDXUYRMPHJG.MOFkey-v1.ERROR,['[Cu][Cu]'],"['O=Cc1cnc2c(n1)cccc2', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-]']",O=Cc1cnc2c(n1)cccc2.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],ERROR,0,mof_unit_pretest_385
