,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,Oc1nccnc1O.[Cu][Cu].[O-]C(=O)C12CCC(C(C1)O)(C(C2)O)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_526,Zn.BLFONVLORUGAQN.IVHBREJLPGXBAS.QJBKDGKOHVMQCE.MOFkey-v1.pcu,['[Cu][Cu]'],"['Oc1nccnc1O', '[O-]C(=O)C12CCC(C(C1)O)(C(C2)O)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']",Oc1nccnc1O.[Cu][Cu].[O-]C(=O)C12CCC(C(C1)O)(C(C2)O)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-],pcu,0,mof_unit_pretest_526
1,CCCOC1=N[C]2[C](N=C1)CC2.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-] MOFid-v1.ERROR.cat0;mof_unit_pretest_527,V.FZTIWOBQQYPTCJ.IRUUJXKSHXATIT.MOFkey-v1.ERROR,['[Cu][Cu]'],"['CCCOC1=N[C]2[C](N=C1)CC2', '[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]']",CCCOC1=N[C]2[C](N=C1)CC2.[Cu][Cu].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-],ERROR,0,mof_unit_pretest_527
2,CCC1(CC)Cc2c1nccn2.CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.[O-]C(=O)C#CC#CC#CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_528,Cr.KKEYFWRCBNTPAC.NAUKGYJLYAEUBD.TXXHDPDFNKHHGW.MOFkey-v1.pcu,['[Zn][Zn]'],"['CCC1(CC)Cc2c1nccn2', 'CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",CCC1(CC)Cc2c1nccn2.CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.[O-]C(=O)C#CC#CC#CC(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_528
3,N=N.O=Cc1cc2ccc3c(c2cc1C(=O)[O-])ccc1c3cc(C(=O)[O-])c(c1)C=O.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_529,Cr.KKEYFWRCBNTPAC.NAUKGYJLYAEUBD.TXXHDPDFNKHHGW.MOFkey-v1.pcu,['[Zn][Zn]'],"['N=N', 'O=Cc1cc2ccc3c(c2cc1C(=O)[O-])ccc1c3cc(C(=O)[O-])c(c1)C=O', '[O-]C(=O)C=CC(=O)[O-]']",N=N.O=Cc1cc2ccc3c(c2cc1C(=O)[O-])ccc1c3cc(C(=O)[O-])c(c1)C=O.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_529
4,"CCOc1cc(C#Cc2cc(OCC)c(c(c2)OCC)C(=O)[O-])cc(c1C(=O)[O-])OCC.CCOc1cc(cc(c1c1c(OCC)cc(cc1OCC)C(=O)[O-])OCC)C(=O)[O-].CCOc1cncc(c1c1c(OCC)cncc1OCC)OCC.[Zn][Zn] MOFid-v1.ERROR,pcu.cat0;mof_unit_pretest_530",Cu.AQLGPESDYHIBKN.SUWUPUWPGJRZAT.YTIVTFGABIZHHX.MOFkey-v1.ERROR,['[Zn][Zn]'],"['CCOc1cc(C#Cc2cc(OCC)c(c(c2)OCC)C(=O)[O-])cc(c1C(=O)[O-])OCC', 'CCOc1cc(cc(c1c1c(OCC)cc(cc1OCC)C(=O)[O-])OCC)C(=O)[O-]', 'CCOc1cncc(c1c1c(OCC)cncc1OCC)OCC']",CCOc1cc(C#Cc2cc(OCC)c(c(c2)OCC)C(=O)[O-])cc(c1C(=O)[O-])OCC.CCOc1cc(cc(c1c1c(OCC)cc(cc1OCC)C(=O)[O-])OCC)C(=O)[O-].CCOc1cncc(c1c1c(OCC)cncc1OCC)OCC.[Zn][Zn],"ERROR,pcu",0,mof_unit_pretest_530
5,CCCOc1c(cc2c3c1ccc1c3c(cc2)cc(c1)C(=O)[O-])C(=O)[O-].N=CC=N.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_531,V.VKPNOUCWKVVTNX.YTIVTFGABIZHHX.MOFkey-v1.pcu,['[Zn][Zn]'],"['CCCOc1c(cc2c3c1ccc1c3c(cc2)cc(c1)C(=O)[O-])C(=O)[O-]', 'N=CC=N', '[O-]C(=O)C=CC=CC(=O)[O-]']",CCCOc1c(cc2c3c1ccc1c3c(cc2)cc(c1)C(=O)[O-])C(=O)[O-].N=CC=N.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_531
6,O=CC1(C=O)Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].O=Cc1cnc2c(n1)C(C2(C=O)C=O)C=O.[Cu][Cu].[O-]C(=O)C=CC(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_532,Cr.KKEYFWRCBNTPAC.NAUKGYJLYAEUBD.TXXHDPDFNKHHGW.MOFkey-v1.pcu,['[Cu][Cu]'],"['O=CC1(C=O)Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', 'O=Cc1cnc2c(n1)C(C2(C=O)C=O)C=O', '[O-]C(=O)C=CC(=O)[O-]']",O=CC1(C=O)Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].O=Cc1cnc2c(n1)C(C2(C=O)C=O)C=O.[Cu][Cu].[O-]C(=O)C=CC(=O)[O-],pcu,0,mof_unit_pretest_532
7,Fc1cc2c(cc1F)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)ccc1.[O-]C(=O)C12CCC(C(C1)F)(CC2N)C(=O)[O-].[O].[V] MOFid-v1.pcu.cat0;mof_unit_pretest_533,Cu.FTZJEZOLSPEHCT.GEBVZCZSPFHWOW.LAZWKQXRJDSJTA.MOFkey-v1.pcu,"['[O]', '[V]']","['Fc1cc2c(cc1F)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)ccc1', '[O-]C(=O)C12CCC(C(C1)F)(CC2N)C(=O)[O-]']",Fc1cc2c(cc1F)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)ccc1.[O-]C(=O)C12CCC(C(C1)F)(CC2N)C(=O)[O-].[O].[V],pcu,0,mof_unit_pretest_533
8,OC(=O)c1c(C(=O)O)c2c3cnccc3ccc2c2c1ccnc2N(=O)=O.OC(=O)c1c(cc2c(c1N(=O)=O)ccc1c2cc(N(=O)=O)c2c1c(C(=O)O)c(c(c2N(=O)=O)C(=O)O)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C#CC12CC(N(=O)=O)C(CC1C(=O)O)(C(C2N(=O)=O)C(=O)O)C#CC(=O)[O-] MOFid-v1.pcu.cat0;mof_unit_pretest_534,Cr.KKEYFWRCBNTPAC.NAUKGYJLYAEUBD.TXXHDPDFNKHHGW.MOFkey-v1.pcu,['[Cu][Cu]'],"['OC(=O)c1c(C(=O)O)c2c3cnccc3ccc2c2c1ccnc2N(=O)=O', 'OC(=O)c1c(cc2c(c1N(=O)=O)ccc1c2cc(N(=O)=O)c2c1c(C(=O)O)c(c(c2N(=O)=O)C(=O)O)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC12CC(N(=O)=O)C(CC1C(=O)O)(C(C2N(=O)=O)C(=O)O)C#CC(=O)[O-]']",OC(=O)c1c(C(=O)O)c2c3cnccc3ccc2c2c1ccnc2N(=O)=O.OC(=O)c1c(cc2c(c1N(=O)=O)ccc1c2cc(N(=O)=O)c2c1c(C(=O)O)c(c(c2N(=O)=O)C(=O)O)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)C#CC12CC(N(=O)=O)C(CC1C(=O)O)(C(C2N(=O)=O)C(=O)O)C#CC(=O)[O-],pcu,0,mof_unit_pretest_534
9,CCCOc1cc(C#Cc2cc(OCCC)c(c(c2)OCCC)C(=O)[O-])cc(c1C(=O)[O-])OCCC.N#N.[O-]C(=O)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_pretest_535,Cr.KKEYFWRCBNTPAC.NAUKGYJLYAEUBD.TXXHDPDFNKHHGW.MOFkey-v1.pcu,['[Zn][Zn]'],"['CCCOc1cc(C#Cc2cc(OCCC)c(c(c2)OCCC)C(=O)[O-])cc(c1C(=O)[O-])OCCC', 'N#N', '[O-]C(=O)C#CC(=O)[O-]']",CCCOc1cc(C#Cc2cc(OCCC)c(c(c2)OCCC)C(=O)[O-])cc(c1C(=O)[O-])OCCC.N#N.[O-]C(=O)C#CC(=O)[O-].[Zn][Zn],pcu,0,mof_unit_pretest_535
