,mofid,mofkey,smiles_nodes,smiles_linkers,smiles,topology,cat,cifname
0,COc1c(C#CC(=O)[O-])cc(c(c1F)C#CC(=O)[O-])OC.COc1c(C(=O)[O-])c(OC)c2c(c1F)c(OC)c(c1c2ccc(c1C(=O)[O-])F)OC.[O].[V] MOFid-v1.ERROR.cat0;mof_unit_33853,V.IOXXDRIUUGVKLD.JFKXMJUMOJJTCQ.OTONWCLJRQRPLW.MOFkey-v1.ERROR,"['[O]', '[V]']","['COc1c(C#CC(=O)[O-])cc(c(c1F)C#CC(=O)[O-])OC', 'COc1c(C(=O)[O-])c(OC)c2c(c1F)c(OC)c(c1c2ccc(c1C(=O)[O-])F)OC']",COc1c(C#CC(=O)[O-])cc(c(c1F)C#CC(=O)[O-])OC.COc1c(C(=O)[O-])c(OC)c2c(c1F)c(OC)c(c1c2ccc(c1C(=O)[O-])F)OC.[O].[V],ERROR,0,mof_unit_33853
1,BrC(=C([C](S(O)([O])[O])C(=O)[O-])Br)[C](S(O)([O])[O])C(=O)[O-].N=C(S(O)([O])[O])C(=N)S([O])([O])O.[Cu][Cu].[O-]C(=O)c1c(Br)cc(c(c1Br)S(O)([O])[O])C=Cc1cc(Br)c(c(c1S([O])(O)[O])Br)C(=O)[O-] MOFid-v1.ERROR.cat0;mof_unit_33854,Zn.ANSZLCAURYUQSO.QCCKWJAZCVWLEZ.VZCYOOQTPOCHFL.MOFkey-v1.ERROR,['[Cu][Cu]'],"['BrC(=C([C](S(O)([O])[O])C(=O)[O-])Br)[C](S(O)([O])[O])C(=O)[O-]', 'N=C(S(O)([O])[O])C(=N)S([O])([O])O', '[O-]C(=O)c1c(Br)cc(c(c1Br)S(O)([O])[O])C=Cc1cc(Br)c(c(c1S([O])(O)[O])Br)C(=O)[O-]']",BrC(=C([C](S(O)([O])[O])C(=O)[O-])Br)[C](S(O)([O])[O])C(=O)[O-].N=C(S(O)([O])[O])C(=N)S([O])([O])O.[Cu][Cu].[O-]C(=O)c1c(Br)cc(c(c1Br)S(O)([O])[O])C=Cc1cc(Br)c(c(c1S([O])(O)[O])Br)C(=O)[O-],ERROR,0,mof_unit_33854
2,IC1=N[N]C=C1[CH][CH]C=C[C]1C=NN=C1I.I[C]([C]([CH][C]1C=NN=C1)I)[CH]C1=C[N]N=C1.Ic1ccc(cc1)c1cc(C2=C[N]N=C2)c(cc1[C]1C=NN=C1)c1ccc(cc1)I.[Ni].c1ccc(cc1)c1ccccc1c1cc(C2=C[N]N=C2)c(cc1[C]1C=NN=C1)c1ccccc1c1ccccc1 MOFid-v1.pcu.cat0;mof_unit_33855,Zn.BAEQTPWHYFKIDQ.NTFFIWJPBJGIED.UGLBJEAVMSMZPZ.MOFkey-v1.pcu,['[Ni]'],"['IC1=N[N]C=C1[CH][CH]C=C[C]1C=NN=C1I', 'I[C]([C]([CH][C]1C=NN=C1)I)[CH]C1=C[N]N=C1', 'Ic1ccc(cc1)c1cc(C2=C[N]N=C2)c(cc1[C]1C=NN=C1)c1ccc(cc1)I', 'c1ccc(cc1)c1ccccc1c1cc(C2=C[N]N=C2)c(cc1[C]1C=NN=C1)c1ccccc1c1ccccc1']",IC1=N[N]C=C1[CH][CH]C=C[C]1C=NN=C1I.I[C]([C]([CH][C]1C=NN=C1)I)[CH]C1=C[N]N=C1.Ic1ccc(cc1)c1cc(C2=C[N]N=C2)c(cc1[C]1C=NN=C1)c1ccc(cc1)I.[Ni].c1ccc(cc1)c1ccccc1c1cc(C2=C[N]N=C2)c(cc1[C]1C=NN=C1)c1ccccc1c1ccccc1,pcu,0,mof_unit_33855
3,BrC1Cc2c1c(cc(c2C(=O)[O-])Br)C(=O)[O-].BrC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)c1c2ccccc2c(c2c1cccc2Br)C(=O)[O-].[O].[V] MOFid-v1.acs.cat0;mof_unit_33856,Zn.BSFDHGHKYYDBDG.HXRRPPRLOGSPCN.MOFkey-v1.acs,"['[O]', '[V]']","['BrC1Cc2c1c(cc(c2C(=O)[O-])Br)C(=O)[O-]', 'BrC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1c2ccccc2c(c2c1cccc2Br)C(=O)[O-]']",BrC1Cc2c1c(cc(c2C(=O)[O-])Br)C(=O)[O-].BrC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)c1c2ccccc2c(c2c1cccc2Br)C(=O)[O-].[O].[V],acs,0,mof_unit_33856
4,OC(=O)c1c(C(=O)[O-])c(F)c2c(c1C(=O)O)c(F)c(c1c2c(F)c(F)c2c1c(F)c(c(c2C(=O)O)C(=O)O)C(=O)[O-])F.OC(=O)c1c(F)nc(c2c1c(F)cc1c2cc(c2c1c(F)nc(c2C(=O)O)F)F)F.[Cu][Cu].[O-]C(=O)C12C3(C(=O)O)C4(C2(C2(C1(C3(C42C(=O)[O-])F)C(=O)O)C(=O)O)F)C(=O)O MOFid-v1.ERROR.cat0;mof_unit_33857,V.KKEYFWRCBNTPAC.SEOCHRNHZMPVAE.VDZQCIHCUNTNTK.YUWKPDBHJFNMAD.MOFkey-v1.ERROR,['[Cu][Cu]'],"['OC(=O)c1c(C(=O)[O-])c(F)c2c(c1C(=O)O)c(F)c(c1c2c(F)c(F)c2c1c(F)c(c(c2C(=O)O)C(=O)O)C(=O)[O-])F', 'OC(=O)c1c(F)nc(c2c1c(F)cc1c2cc(c2c1c(F)nc(c2C(=O)O)F)F)F', '[O-]C(=O)C12C3(C(=O)O)C4(C2(C2(C1(C3(C42C(=O)[O-])F)C(=O)O)C(=O)O)F)C(=O)O']",OC(=O)c1c(C(=O)[O-])c(F)c2c(c1C(=O)O)c(F)c(c1c2c(F)c(F)c2c1c(F)c(c(c2C(=O)O)C(=O)O)C(=O)[O-])F.OC(=O)c1c(F)nc(c2c1c(F)cc1c2cc(c2c1c(F)nc(c2C(=O)O)F)F)F.[Cu][Cu].[O-]C(=O)C12C3(C(=O)O)C4(C2(C2(C1(C3(C42C(=O)[O-])F)C(=O)O)C(=O)O)F)C(=O)O,ERROR,0,mof_unit_33857
5,"O=CCCOP(=O)(c1cc(c2c3c1ccc1c3c(cc2)c2c3c1cc(C=O)c1c3c(c(c2C=O)C=O)c(cc1P(=O)(OC(C(C=O)C=O)C=O)[O])P(=O)(OC(CC=O)(C=O)C=O)[O])P(=O)(OC(C=O)C)[O])[O].O=CCCOP(=O)(c1cc(cc(c1)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4C(=O)N(C3=O)[C]1[CH][C]([CH][C]([CH]1)P(=O)(OCC)[O])P(=O)(OCC)[O])C=O)P(=O)(OCC)[O])[O].[Ba] MOFid-v1.ERROR,pcu.cat0;mof_unit_33858",V.KKEYFWRCBNTPAC.SEOCHRNHZMPVAE.VDZQCIHCUNTNTK.YUWKPDBHJFNMAD.MOFkey-v1.ERROR,['[Ba]'],"['O=CCCOP(=O)(c1cc(c2c3c1ccc1c3c(cc2)c2c3c1cc(C=O)c1c3c(c(c2C=O)C=O)c(cc1P(=O)(OC(C(C=O)C=O)C=O)[O])P(=O)(OC(CC=O)(C=O)C=O)[O])P(=O)(OC(C=O)C)[O])[O]', 'O=CCCOP(=O)(c1cc(cc(c1)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4C(=O)N(C3=O)[C]1[CH][C]([CH][C]([CH]1)P(=O)(OCC)[O])P(=O)(OCC)[O])C=O)P(=O)(OCC)[O])[O]']",O=CCCOP(=O)(c1cc(c2c3c1ccc1c3c(cc2)c2c3c1cc(C=O)c1c3c(c(c2C=O)C=O)c(cc1P(=O)(OC(C(C=O)C=O)C=O)[O])P(=O)(OC(CC=O)(C=O)C=O)[O])P(=O)(OC(C=O)C)[O])[O].O=CCCOP(=O)(c1cc(cc(c1)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4C(=O)N(C3=O)[C]1[CH][C]([CH][C]([CH]1)P(=O)(OCC)[O])P(=O)(OCC)[O])C=O)P(=O)(OCC)[O])[O].[Ba],"ERROR,pcu",0,mof_unit_33858
6,O=CC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-].[Cu][Cu].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].c1ccc2c(c1)nccn2 MOFid-v1.acs.cat0;mof_unit_33860,Zn.ANSZLCAURYUQSO.QCCKWJAZCVWLEZ.VZCYOOQTPOCHFL.MOFkey-v1.acs,['[Cu][Cu]'],"['O=CC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-]', 'c1ccc2c(c1)nccn2']",O=CC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-].[Cu][Cu].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].c1ccc2c(c1)nccn2,acs,0,mof_unit_33860
7,CCCN=C(CCC)[CH][NH].CCC[C]([C](C(=O)[O-])CCC)[C]([CH]C(=O)[O-])Cl.[O-]C(=O)[C](CCC)[CH]C=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;mof_unit_33861,Zn.GNZBCYWEBJBROE.SZPHSPQKAOKRPG.WNHXOMIPBUWDIJ.MOFkey-v1.pcu,['[Zn][Zn]'],"['CCCN=C(CCC)[CH][NH]', 'CCC[C]([C](C(=O)[O-])CCC)[C]([CH]C(=O)[O-])Cl', '[O-]C(=O)[C](CCC)[CH]C=CC(=O)[O-]']",CCCN=C(CCC)[CH][NH].CCC[C]([C](C(=O)[O-])CCC)[C]([CH]C(=O)[O-])Cl.[O-]C(=O)[C](CCC)[CH]C=CC(=O)[O-].[Zn][Zn],pcu,0,mof_unit_33861
8,"[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)c1cc2c(cc1c1ccccc1)ccc1c2ccc2c1cc(c(c2)c1ccccc1)C(=O)[O-].[O].[V] MOFid-v1.rna,pcu.cat0;mof_unit_33862",Zn.JYIQXSZULOQFAH.NPJSTCZTJLKGAU.NZNMOTBTESNXNK.QCUMYHHYEIFBCH.SYKGGPTVFNLOQP.WGJZEBLGEVPEMZ.MOFkey-v1.rna,"['[O]', '[V]']","['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)c1cc2c(cc1c1ccccc1)ccc1c2ccc2c1cc(c(c2)c1ccccc1)C(=O)[O-]']",[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)c1cc2c(cc1c1ccccc1)ccc1c2ccc2c1cc(c(c2)c1ccccc1)C(=O)[O-].[O].[V],"rna,pcu",0,mof_unit_33862
9,N#CC#N.[Cu][Cu].[O-]C(=O)c1cc(c(cc1c1ccccc1F)C(=O)[O-])c1ccccc1F MOFid-v1.acs.cat0;mof_unit_33863,Zn.ANSZLCAURYUQSO.QCCKWJAZCVWLEZ.VZCYOOQTPOCHFL.MOFkey-v1.acs,['[Cu][Cu]'],"['N#CC#N', '[O-]C(=O)c1cc(c(cc1c1ccccc1F)C(=O)[O-])c1ccccc1F']",N#CC#N.[Cu][Cu].[O-]C(=O)c1cc(c(cc1c1ccccc1F)C(=O)[O-])c1ccccc1F,acs,0,mof_unit_33863
